Airline,Source,Destination,Duration,Total stops,Price,Date
Qatar Airways,PAR,RUH,9h 35m ,1 stop ,"2,350 SAR ",2/1/2022
Qatar Airways,PAR,RUH,14h 20m ,1 stop ,"2,350 SAR ",2/1/2022
Qatar Airways,PAR,RUH,16h 15m ,1 stop ,"2,350 SAR ",2/1/2022
MEA,PAR,RUH,16h 25m ,1 stop ,"2,196 SAR ",2/1/2022
SAUDIA,PAR,RUH,18h 55m ,1 stop ,"2,344 SAR ",2/1/2022
"Air France, KLM",PAR,RUH,27h 05m ,1 stop ,"2,481 SAR ",2/1/2022
"Air France, KLM",PAR,RUH,28h 25m ,1 stop ,"2,481 SAR ",2/1/2022
"Air France, KLM",PAR,RUH,24h 25m ,1 stop ,"2,497 SAR ",2/1/2022
"Air France, KLM",PAR,RUH,26h 40m ,1 stop ,"2,497 SAR ",2/1/2022
"Air France, Egypt Air",PAR,RUH,10h 00m ,1 stop ,"2,740 SAR ",2/1/2022
Royal Air Maroc,PAR,RUH,11h 25m ,1 stop ,"3,154 SAR ",2/1/2022
Royal Air Maroc,PAR,RUH,15h 50m ,1 stop ,"3,154 SAR ",2/1/2022
Royal Air Maroc,PAR,RUH,10h 15m ,1 stop ,"3,165 SAR ",2/1/2022
"easyJet, Egypt Air",PAR,RUH,17h 05m ,2 stops ,"1,206 SAR ",2/1/2022
"Wizz Air, Etihad Airways",PAR,RUH,15h 50m ,2 stops ,"1,320 SAR ",2/1/2022
Multiple Airlines,PAR,RUH,15h 30m ,2 stops ,"1,358 SAR ",2/1/2022
"Ukraine International Airlines, SAUDIA",PAR,RUH,13h 50m ,2 stops ,"1,457 SAR ",2/1/2022
Multiple Airlines,PAR,RUH,15h 45m ,2 stops ,"1,502 SAR ",2/1/2022
"Ukraine International Airlines, flynas",PAR,RUH,16h 40m ,2 stops ,"1,619 SAR ",2/1/2022
"Nouvelair, Qatar Airways",PAR,RUH,13h 10m ,2 stops ,"1,689 SAR ",2/1/2022
"Tunisair, flynas",PAR,RUH,13h 00m ,2 stops ,"1,696 SAR ",2/1/2022
Multiple Airlines,PAR,RUH,14h 10m ,2 stops ,"1,701 SAR ",2/1/2022
"Turkish Airlines, Royal Jordanian",PAR,RUH,13h 05m ,2 stops ,"1,729 SAR ",2/1/2022
Multiple Airlines,PAR,RUH,13h 20m ,2 stops ,"1,803 SAR ",2/1/2022
Lufthansa,PAR,RUH,11h 45m ,2 stops ,"1,808 SAR ",2/1/2022
Lufthansa,PAR,RUH,11h 45m ,2 stops ,"1,808 SAR ",2/1/2022
Lufthansa,PAR,RUH,11h 45m ,2 stops ,"1,808 SAR ",2/1/2022
Multiple Airlines,PAR,RUH,12h 45m ,2 stops ,"1,813 SAR ",2/1/2022
"Tunisair, Egypt Air",PAR,RUH,14h 20m ,2 stops ,"1,835 SAR ",2/1/2022
"Air France, Egypt Air",PAR,RUH,15h 40m ,2 stops ,"1,843 SAR ",2/1/2022
"AnadoluJet, Turkish Airlines",PAR,RUH,13h 30m ,1 stop ,"1,888 SAR ",2/1/2022
"Turkish Airlines, SAUDIA",PAR,RUH,17h 45m ,2 stops ,"1,893 SAR ",2/1/2022
Multiple Airlines,PAR,RUH,20h 40m ,2 stops ,"1,967 SAR ",2/1/2022
"AnadoluJet, Turkish Airlines",PAR,RUH,14h 55m ,2 stops ,"1,978 SAR ",2/1/2022
"AnadoluJet, Turkish Airlines",PAR,RUH,14h 55m ,2 stops ,"1,978 SAR ",2/1/2022
SAUDIA,PAR,RUH,15h 35m ,2 stops ,"2,365 SAR ",2/1/2022
SAUDIA,PAR,RUH,16h 10m ,2 stops ,"2,365 SAR ",2/1/2022
SAUDIA,PAR,RUH,16h 10m ,2 stops ,"2,365 SAR ",2/1/2022
SAUDIA,PAR,RUH,16h 10m ,2 stops ,"2,365 SAR ",2/1/2022
SAUDIA,PAR,RUH,18h 10m ,2 stops ,"2,365 SAR ",2/1/2022
SAUDIA,PAR,RUH,18h 10m ,2 stops ,"2,365 SAR ",2/1/2022
SAUDIA,PAR,RUH,18h 10m ,2 stops ,"2,365 SAR ",2/1/2022
SAUDIA,PAR,RUH,18h 20m ,2 stops ,"2,365 SAR ",2/1/2022
SAUDIA,PAR,RUH,18h 20m ,2 stops ,"2,365 SAR ",2/1/2022
SAUDIA,PAR,RUH,18h 20m ,2 stops ,"2,365 SAR ",2/1/2022
"Air France, flynas",PAR,RUH,15h 50m ,1 stop ,"3,408 SAR ",2/1/2022
"British Airways, SAUDIA",PAR,RUH,10h 00m ,1 stop ,"3,470 SAR ",2/1/2022
AnadoluJet,PAR,RUH,10h 40m ,1 stop ,"4,125 SAR ",2/1/2022
"Ryanair, Egypt Air",PAR,RUH,17h 00m ,2 stops ,"1,098 SAR ",2/1/2022
Multiple Airlines,PAR,RUH,15h 45m ,3 stops ,"1,255 SAR ",2/1/2022
Multiple Airlines,PAR,RUH,14h 05m ,3 stops ,"1,647 SAR ",2/1/2022
"AnadoluJet, Turkish Airlines",PAR,RUH,14h 55m ,2 stops ,"1,978 SAR ",2/1/2022
"Tunisair, Gulf Air",PAR,RUH,14h 50m ,3 stops ,"2,085 SAR ",2/1/2022
"Turkish Airlines, SAUDIA",PAR,RUH,13h 00m ,2 stops ,"3,888 SAR ",2/1/2022
"Turkish Airlines, SAUDIA",PAR,RUH,14h 00m ,2 stops ,"3,888 SAR ",2/1/2022
AnadoluJet,PAR,RUH,12h 05m ,2 stops ,"4,136 SAR ",2/1/2022
"Lufthansa, Egypt Air",PAR,RUH,14h 20m ,2 stops ,"4,774 SAR ",2/1/2022
"Turkish Airlines, AnadoluJet",PAR,RUH,13h 50m ,1 stop ,"5,507 SAR ",2/1/2022
"Turkish Airlines, SAUDIA",PAR,RUH,13h 55m ,2 stops ,"6,709 SAR ",2/1/2022
Multiple Airlines,PAR,RUH,12h 20m ,2 stops ,"21,642 SAR ",2/1/2022
"Austrian Airlines, Egypt Air",PAR,RUH,15h 40m ,2 stops ,"6,247 SAR ",2/1/2022
"Lufthansa, Egypt Air",PAR,RUH,16h 35m ,2 stops ,"6,348 SAR ",2/1/2022
"Lufthansa, Egypt Air",PAR,RUH,16h 30m ,2 stops ,"6,353 SAR ",2/1/2022
"Lufthansa, Egypt Air",PAR,RUH,14h 25m ,2 stops ,"6,642 SAR ",2/1/2022
"Lufthansa, Egypt Air",PAR,RUH,16h 55m ,2 stops ,"6,642 SAR ",2/1/2022
"Lufthansa, Egypt Air",PAR,RUH,17h 55m ,2 stops ,"6,642 SAR ",2/1/2022
"SWISS, Egypt Air",PAR,RUH,15h 40m ,2 stops ,"6,903 SAR ",2/1/2022
"Lufthansa, Egypt Air",PAR,RUH,14h 25m ,2 stops ,"7,084 SAR ",2/1/2022
"Lufthansa, Egypt Air",PAR,RUH,16h 55m ,2 stops ,"7,084 SAR ",2/1/2022
"Lufthansa, Egypt Air",PAR,RUH,17h 55m ,2 stops ,"7,084 SAR ",2/1/2022
"Egypt Air, Etihad Airways",PAR,RUH,18h 15m ,2 stops ,"12,625 SAR ",2/1/2022
Royal Jordanian,PAR,RUH,8h 35m ,1 stop ,"1,499 SAR ",2/2/2022
SAUDIA,PAR,RUH,5h 50m ,nonstop ,"2,098 SAR ",2/2/2022
Multiple Airlines,PAR,RUH,28h 50m ,3 stops ,"1,042 SAR ",2/2/2022
Royal Jordanian,PAR,RUH,8h 35m ,1 stop ,"1,451 SAR ",2/2/2022
Royal Jordanian,PAR,RUH,17h 45m ,1 stop ,"1,451 SAR ",2/2/2022
Lufthansa,PAR,RUH,9h 10m ,1 stop ,"1,544 SAR ",2/2/2022
Lufthansa,PAR,RUH,10h 10m ,1 stop ,"1,544 SAR ",2/2/2022
Egypt Air,PAR,RUH,10h 50m ,1 stop ,"1,599 SAR ",2/2/2022
Turkish Airlines,PAR,RUH,9h 05m ,1 stop ,"1,811 SAR ",2/2/2022
"Ryanair, SAUDIA",PAR,RUH,10h 05m ,1 stop ,"1,680 SAR ",2/2/2022
"Kuwait Airways, SAUDIA",PAR,RUH,9h 40m ,1 stop ,"1,777 SAR ",2/2/2022
Turkish Airlines,PAR,RUH,14h 05m ,1 stop ,"1,811 SAR ",2/2/2022
Turkish Airlines,PAR,RUH,16h 40m ,1 stop ,"1,811 SAR ",2/2/2022
British Airways,PAR,RUH,9h 00m ,1 stop ,"2,018 SAR ",2/2/2022
British Airways,PAR,RUH,10h 20m ,1 stop ,"2,018 SAR ",2/2/2022
British Airways,PAR,RUH,13h 35m ,1 stop ,"2,018 SAR ",2/2/2022
Etihad Airways,PAR,RUH,11h 00m ,1 stop ,"2,047 SAR ",2/2/2022
"Egypt Air, flynas",PAR,RUH,9h 30m ,1 stop ,"2,071 SAR ",2/2/2022
Qatar Airways,PAR,RUH,9h 35m ,1 stop ,"2,299 SAR ",2/2/2022
Emirates,PAR,RUH,10h 00m ,1 stop ,"2,300 SAR ",2/2/2022
"Egypt Air, SAUDIA",PAR,RUH,12h 20m ,1 stop ,"2,338 SAR ",2/2/2022
SAUDIA,PAR,RUH,10h 00m ,1 stop ,"2,344 SAR ",2/2/2022
KLM,PAR,RUH,9h 35m ,1 stop ,"2,408 SAR ",2/2/2022
Qatar Airways,PAR,RUH,14h 20m ,1 stop ,"2,299 SAR ",2/2/2022
Qatar Airways,PAR,RUH,16h 15m ,1 stop ,"2,299 SAR ",2/2/2022
Emirates,PAR,RUH,14h 25m ,1 stop ,"2,300 SAR ",2/2/2022
Emirates,PAR,RUH,15h 35m ,1 stop ,"2,300 SAR ",2/2/2022
Emirates,PAR,RUH,16h 25m ,1 stop ,"2,300 SAR ",2/2/2022
Emirates,PAR,RUH,19h 15m ,1 stop ,"2,300 SAR ",2/2/2022
SAUDIA,PAR,RUH,12h 50m ,1 stop ,"2,344 SAR ",2/2/2022
SAUDIA,PAR,RUH,13h 55m ,1 stop ,"2,344 SAR ",2/2/2022
SAUDIA,PAR,RUH,14h 50m ,1 stop ,"2,344 SAR ",2/2/2022
SAUDIA,PAR,RUH,15h 55m ,1 stop ,"2,344 SAR ",2/2/2022
SAUDIA,PAR,RUH,16h 55m ,1 stop ,"2,344 SAR ",2/2/2022
SAUDIA,PAR,RUH,17h 55m ,1 stop ,"2,344 SAR ",2/2/2022
SAUDIA,PAR,RUH,18h 55m ,1 stop ,"2,344 SAR ",2/2/2022
KLM,PAR,RUH,11h 00m ,1 stop ,"2,408 SAR ",2/2/2022
KLM,PAR,RUH,11h 50m ,1 stop ,"2,408 SAR ",2/2/2022
KLM,PAR,RUH,12h 15m ,1 stop ,"2,408 SAR ",2/2/2022
KLM,PAR,RUH,13h 15m ,1 stop ,"2,408 SAR ",2/2/2022
KLM,PAR,RUH,14h 10m ,1 stop ,"2,408 SAR ",2/2/2022
"Air France, flynas",PAR,RUH,10h 00m ,1 stop ,"2,545 SAR ",2/2/2022
"Air France, Egypt Air",PAR,RUH,10h 00m ,1 stop ,"2,674 SAR ",2/2/2022
"easyJet, Egypt Air",PAR,RUH,17h 05m ,2 stops ,"1,347 SAR ",2/2/2022
"easyJet, SAUDIA",PAR,RUH,15h 25m ,2 stops ,"1,374 SAR ",2/2/2022
"easyJet, Egypt Air",PAR,RUH,17h 05m ,2 stops ,"1,447 SAR ",2/2/2022
"Vueling, Egypt Air",PAR,RUH,19h 10m ,2 stops ,"1,447 SAR ",2/2/2022
"easyJet, Egypt Air",PAR,RUH,18h 25m ,2 stops ,"1,586 SAR ",2/2/2022
Multiple Airlines,PAR,RUH,15h 45m ,2 stops ,"1,648 SAR ",2/2/2022
"Nouvelair, Qatar Airways",PAR,RUH,13h 10m ,2 stops ,"1,689 SAR ",2/2/2022
Multiple Airlines,PAR,RUH,15h 05m ,2 stops ,"1,718 SAR ",2/2/2022
"Ryanair, Egypt Air",PAR,RUH,16h 25m ,2 stops ,"1,725 SAR ",2/2/2022
Lufthansa,PAR,RUH,11h 45m ,2 stops ,"1,808 SAR ",2/2/2022
Lufthansa,PAR,RUH,11h 45m ,2 stops ,"1,808 SAR ",2/2/2022
Lufthansa,PAR,RUH,11h 45m ,2 stops ,"1,808 SAR ",2/2/2022
"TAROM, Turkish Airlines",PAR,RUH,11h 25m ,2 stops ,"1,884 SAR ",2/2/2022
"AnadoluJet, Turkish Airlines",PAR,RUH,13h 30m ,1 stop ,"1,888 SAR ",2/2/2022
"Turkish Airlines, Egypt Air",PAR,RUH,14h 35m ,2 stops ,"1,931 SAR ",2/2/2022
"Pegasus Airlines, Turkish Airlines",PAR,RUH,16h 10m ,1 stop ,"1,959 SAR ",2/2/2022
"Turkish Airlines, SAUDIA",PAR,RUH,17h 45m ,2 stops ,"2,109 SAR ",2/2/2022
"Turkish Airlines, Gulf Air",PAR,RUH,12h 30m ,2 stops ,"2,147 SAR ",2/2/2022
SAUDIA,PAR,RUH,15h 35m ,2 stops ,"2,365 SAR ",2/2/2022
SAUDIA,PAR,RUH,16h 10m ,2 stops ,"2,365 SAR ",2/2/2022
SAUDIA,PAR,RUH,18h 10m ,2 stops ,"2,365 SAR ",2/2/2022
SAUDIA,PAR,RUH,18h 20m ,2 stops ,"2,365 SAR ",2/2/2022
SAUDIA,PAR,RUH,18h 20m ,2 stops ,"2,365 SAR ",2/2/2022
SAUDIA,PAR,RUH,18h 20m ,2 stops ,"2,365 SAR ",2/2/2022
"Turkish Airlines, SAUDIA",PAR,RUH,14h 15m ,2 stops ,"2,477 SAR ",2/2/2022
"Lufthansa, Egypt Air",PAR,RUH,14h 25m ,2 stops ,"2,510 SAR ",2/2/2022
"Lufthansa, SAUDIA",PAR,RUH,13h 55m ,2 stops ,"2,869 SAR ",2/2/2022
"Turkish Airlines, SAUDIA",PAR,RUH,12h 55m ,2 stops ,"3,005 SAR ",2/2/2022
"Turkish Airlines, SAUDIA",PAR,RUH,14h 00m ,2 stops ,"3,005 SAR ",2/2/2022
"Turkish Airlines, SAUDIA",PAR,RUH,13h 40m ,2 stops ,"3,009 SAR ",2/2/2022
"SAUDIA, flyadeal",PAR,RUH,10h 10m ,1 stop ,"3,024 SAR ",2/2/2022
AnadoluJet,PAR,RUH,10h 40m ,1 stop ,"4,125 SAR ",2/2/2022
"Ryanair, Egypt Air",PAR,RUH,17h 00m ,2 stops ,"1,239 SAR ",2/2/2022
Multiple Airlines,PAR,RUH,31h 50m ,3 stops ,"1,409 SAR ",2/2/2022
Multiple Airlines,PAR,RUH,17h 50m ,3 stops ,"1,486 SAR ",2/2/2022
Multiple Airlines,PAR,RUH,18h 20m ,3 stops ,"1,600 SAR ",2/2/2022
Multiple Airlines,PAR,RUH,19h 40m ,3 stops ,"1,642 SAR ",2/2/2022
Emirates,PAR,RUH,28h 51m ,2 stops ,"2,578 SAR ",2/2/2022
"SWISS, Emirates",PAR,RUH,14h 30m ,2 stops ,"3,364 SAR ",2/2/2022
"Turkish Airlines, AnadoluJet",PAR,RUH,13h 50m ,1 stop ,"5,507 SAR ",2/2/2022
"Lufthansa, Egypt Air",PAR,RUH,16h 35m ,2 stops ,"6,348 SAR ",2/2/2022
"Lufthansa, Egypt Air",PAR,RUH,14h 20m ,2 stops ,"6,353 SAR ",2/2/2022
"Lufthansa, Egypt Air",PAR,RUH,16h 30m ,2 stops ,"6,353 SAR ",2/2/2022
"Lufthansa, Egypt Air",PAR,RUH,14h 25m ,2 stops ,"6,642 SAR ",2/2/2022
"Lufthansa, Egypt Air",PAR,RUH,16h 55m ,2 stops ,"6,642 SAR ",2/2/2022
"Lufthansa, Egypt Air",PAR,RUH,17h 55m ,2 stops ,"6,642 SAR ",2/2/2022
"Lufthansa, Egypt Air",PAR,RUH,16h 55m ,2 stops ,"7,084 SAR ",2/2/2022
"Lufthansa, Egypt Air",PAR,RUH,17h 55m ,2 stops ,"7,084 SAR ",2/2/2022
"Lufthansa, Egypt Air",PAR,RUH,17h 55m ,2 stops ,"7,091 SAR ",2/2/2022
"Lufthansa, Egypt Air",PAR,RUH,11h 25m ,2 stops ,"7,331 SAR ",2/2/2022
"Egypt Air, Etihad Airways",PAR,RUH,18h 15m ,2 stops ,"12,625 SAR ",2/2/2022
Royal Jordanian,PAR,RUH,8h 35m ,1 stop ,"1,518 SAR ",2/3/2022
SAUDIA,PAR,RUH,5h 50m ,nonstop ,"1,887 SAR ",2/3/2022
"Ryanair, Egypt Air",PAR,RUH,27h 25m ,3 stops ,"1,184 SAR ",2/3/2022
Royal Jordanian,PAR,RUH,8h 35m ,1 stop ,"1,451 SAR ",2/3/2022
Lufthansa,PAR,RUH,9h 10m ,1 stop ,"1,544 SAR ",2/3/2022
Lufthansa,PAR,RUH,10h 10m ,1 stop ,"1,544 SAR ",2/3/2022
Egypt Air,PAR,RUH,10h 50m ,1 stop ,"1,599 SAR ",2/3/2022
Turkish Airlines,PAR,RUH,9h 05m ,1 stop ,"1,811 SAR ",2/3/2022
Turkish Airlines,PAR,RUH,11h 55m ,1 stop ,"1,811 SAR ",2/3/2022
"Transavia France, flynas",PAR,RUH,19h 05m ,1 stop ,"1,313 SAR ",2/3/2022
"Transavia, flynas",PAR,RUH,19h 05m ,1 stop ,"1,322 SAR ",2/3/2022
"Transavia France, SAUDIA",PAR,RUH,11h 10m ,1 stop ,"1,565 SAR ",2/3/2022
"MEA, flynas",PAR,RUH,11h 40m ,1 stop ,"1,659 SAR ",2/3/2022
Turkish Airlines,PAR,RUH,16h 40m ,1 stop ,"1,811 SAR ",2/3/2022
"Transavia France, MEA",PAR,RUH,10h 10m ,1 stop ,"1,831 SAR ",2/3/2022
"Transavia, SAUDIA",PAR,RUH,11h 10m ,1 stop ,"1,846 SAR ",2/3/2022
"Iberia Express, SAUDIA",PAR,RUH,13h 00m ,1 stop ,"1,854 SAR ",2/3/2022
"Transavia France, SAUDIA",PAR,RUH,14h 40m ,1 stop ,"1,900 SAR ",2/3/2022
British Airways,PAR,RUH,9h 00m ,1 stop ,"2,018 SAR ",2/3/2022
British Airways,PAR,RUH,10h 20m ,1 stop ,"2,018 SAR ",2/3/2022
British Airways,PAR,RUH,13h 50m ,1 stop ,"2,018 SAR ",2/3/2022
Etihad Airways,PAR,RUH,11h 00m ,1 stop ,"2,079 SAR ",2/3/2022
"Transavia, MEA",PAR,RUH,10h 10m ,1 stop ,"2,084 SAR ",2/3/2022
Emirates,PAR,RUH,10h 00m ,1 stop ,"2,300 SAR ",2/3/2022
Emirates,PAR,RUH,14h 25m ,1 stop ,"2,300 SAR ",2/3/2022
Emirates,PAR,RUH,15h 35m ,1 stop ,"2,300 SAR ",2/3/2022
Qatar Airways,PAR,RUH,9h 35m ,1 stop ,"2,333 SAR ",2/3/2022
Qatar Airways,PAR,RUH,14h 20m ,1 stop ,"2,333 SAR ",2/3/2022
SAUDIA,PAR,RUH,10h 00m ,1 stop ,"2,344 SAR ",2/3/2022
SAUDIA,PAR,RUH,12h 55m ,1 stop ,"2,344 SAR ",2/3/2022
SAUDIA,PAR,RUH,13h 55m ,1 stop ,"2,344 SAR ",2/3/2022
SAUDIA,PAR,RUH,14h 55m ,1 stop ,"2,344 SAR ",2/3/2022
KLM,PAR,RUH,9h 35m ,1 stop ,"2,408 SAR ",2/3/2022
KLM,PAR,RUH,11h 00m ,1 stop ,"2,408 SAR ",2/3/2022
KLM,PAR,RUH,11h 50m ,1 stop ,"2,408 SAR ",2/3/2022
KLM,PAR,RUH,12h 15m ,1 stop ,"2,408 SAR ",2/3/2022
KLM,PAR,RUH,13h 15m ,1 stop ,"2,408 SAR ",2/3/2022
"Air Europa, SAUDIA",PAR,RUH,10h 55m ,1 stop ,"2,511 SAR ",2/3/2022
"MEA, flynas",PAR,RUH,16h 20m ,1 stop ,"1,922 SAR ",2/3/2022
Emirates,PAR,RUH,16h 25m ,1 stop ,"2,300 SAR ",2/3/2022
Gulf Air,PAR,RUH,17h 25m ,1 stop ,"2,300 SAR ",2/3/2022
Emirates,PAR,RUH,19h 15m ,1 stop ,"2,300 SAR ",2/3/2022
Qatar Airways,PAR,RUH,16h 15m ,1 stop ,"2,333 SAR ",2/3/2022
SAUDIA,PAR,RUH,15h 55m ,1 stop ,"2,344 SAR ",2/3/2022
SAUDIA,PAR,RUH,16h 55m ,1 stop ,"2,344 SAR ",2/3/2022
SAUDIA,PAR,RUH,17h 50m ,1 stop ,"2,344 SAR ",2/3/2022
SAUDIA,PAR,RUH,18h 55m ,1 stop ,"2,344 SAR ",2/3/2022
KLM,PAR,RUH,14h 10m ,1 stop ,"2,408 SAR ",2/3/2022
MEA,PAR,RUH,16h 25m ,1 stop ,"2,637 SAR ",2/3/2022
Royal Air Maroc,PAR,RUH,11h 25m ,1 stop ,"3,154 SAR ",2/3/2022
Royal Air Maroc,PAR,RUH,15h 50m ,1 stop ,"3,154 SAR ",2/3/2022
Royal Air Maroc,PAR,RUH,10h 15m ,1 stop ,"3,165 SAR ",2/3/2022
"easyJet, Egypt Air",PAR,RUH,14h 40m ,2 stops ,"1,328 SAR ",2/3/2022
Multiple Airlines,PAR,RUH,15h 00m ,2 stops ,"1,330 SAR ",2/3/2022
"easyJet, Egypt Air",PAR,RUH,17h 05m ,2 stops ,"1,347 SAR ",2/3/2022
Multiple Airlines,PAR,RUH,13h 15m ,2 stops ,"1,433 SAR ",2/3/2022
"Vueling, Egypt Air",PAR,RUH,19h 10m ,2 stops ,"1,447 SAR ",2/3/2022
"Ukraine International Airlines, SAUDIA",PAR,RUH,13h 50m ,2 stops ,"1,457 SAR ",2/3/2022
"Transavia France, Royal Jordanian",PAR,RUH,11h 05m ,2 stops ,"1,671 SAR ",2/3/2022
"Nouvelair, Qatar Airways",PAR,RUH,13h 10m ,2 stops ,"1,794 SAR ",2/3/2022
Lufthansa,PAR,RUH,11h 45m ,2 stops ,"1,808 SAR ",2/3/2022
Lufthansa,PAR,RUH,11h 45m ,2 stops ,"1,808 SAR ",2/3/2022
Lufthansa,PAR,RUH,11h 45m ,2 stops ,"1,808 SAR ",2/3/2022
"Turkish Airlines, Royal Jordanian",PAR,RUH,13h 05m ,2 stops ,"1,849 SAR ",2/3/2022
"Turkish Airlines, Egypt Air",PAR,RUH,14h 35m ,2 stops ,"1,885 SAR ",2/3/2022
"AnadoluJet, Turkish Airlines",PAR,RUH,13h 30m ,1 stop ,"1,888 SAR ",2/3/2022
"Air Europa, Egypt Air",PAR,RUH,15h 35m ,2 stops ,"1,914 SAR ",2/3/2022
"Lufthansa, Turkish Airlines",PAR,RUH,13h 20m ,2 stops ,"2,027 SAR ",2/3/2022
"Lufthansa, Turkish Airlines",PAR,RUH,16h 30m ,2 stops ,"2,027 SAR ",2/3/2022
"Lufthansa, Turkish Airlines",PAR,RUH,16h 30m ,2 stops ,"2,027 SAR ",2/3/2022
Gulf Air,PAR,RUH,17h 25m ,2 stops ,"2,148 SAR ",2/3/2022
"Lufthansa, Egypt Air",PAR,RUH,14h 25m ,2 stops ,"2,153 SAR ",2/3/2022
SAUDIA,PAR,RUH,15h 35m ,2 stops ,"2,365 SAR ",2/3/2022
SAUDIA,PAR,RUH,16h 10m ,2 stops ,"2,365 SAR ",2/3/2022
SAUDIA,PAR,RUH,16h 10m ,2 stops ,"2,365 SAR ",2/3/2022
SAUDIA,PAR,RUH,16h 10m ,2 stops ,"2,365 SAR ",2/3/2022
SAUDIA,PAR,RUH,18h 10m ,2 stops ,"2,365 SAR ",2/3/2022
SAUDIA,PAR,RUH,18h 10m ,2 stops ,"2,365 SAR ",2/3/2022
SAUDIA,PAR,RUH,18h 10m ,2 stops ,"2,365 SAR ",2/3/2022
SAUDIA,PAR,RUH,18h 20m ,2 stops ,"2,365 SAR ",2/3/2022
SAUDIA,PAR,RUH,18h 20m ,2 stops ,"2,365 SAR ",2/3/2022
SAUDIA,PAR,RUH,18h 20m ,2 stops ,"2,365 SAR ",2/3/2022
"Austrian Airlines, SAUDIA",PAR,RUH,18h 30m ,2 stops ,"2,461 SAR ",2/3/2022
SWISS,PAR,RUH,10h 30m ,2 stops ,"2,627 SAR ",2/3/2022
"Turkish Airlines, SAUDIA",PAR,RUH,13h 00m ,2 stops ,"2,671 SAR ",2/3/2022
"Turkish Airlines, SAUDIA",PAR,RUH,13h 40m ,2 stops ,"2,675 SAR ",2/3/2022
Royal Air Maroc,PAR,RUH,19h 40m ,1 stop ,"3,154 SAR ",2/3/2022
"Air France, SAUDIA",PAR,RUH,11h 30m ,1 stop ,"3,604 SAR ",2/3/2022
AnadoluJet,PAR,RUH,10h 40m ,1 stop ,"4,125 SAR ",2/3/2022
"Ryanair, Egypt Air",PAR,RUH,17h 00m ,2 stops ,"1,239 SAR ",2/3/2022
Multiple Airlines,PAR,RUH,19h 20m ,3 stops ,"1,573 SAR ",2/3/2022
"Lufthansa, Royal Jordanian",PAR,RUH,16h 25m ,3 stops ,"1,913 SAR ",2/3/2022
Multiple Airlines,PAR,RUH,16h 05m ,3 stops ,"1,964 SAR ",2/3/2022
Multiple Airlines,PAR,RUH,16h 55m ,3 stops ,"1,975 SAR ",2/3/2022
