Airline,Source,Destination,Duration,Total stops,Price,Date
"Finnair, Qatar Airways",SVO,RUH,13h 05m ,2 stops ,"2,346 SAR ",2022-02-01
Multiple Airlines,SVO,RUH,19h 00m ,2 stops ,"1,964 SAR ",2022-02-01
Multiple Airlines,SVO,RUH,18h 25m ,2 stops ,"2,009 SAR ",2022-02-01
Multiple Airlines,SVO,RUH,19h 15m ,3 stops ,"1,631 SAR ",2022-02-01
"Nordwind Airlines, Egypt Air",SVO,RUH,18h 30m ,3 stops ,"1,732 SAR ",2022-02-01
Multiple Airlines,SVO,RUH,16h 00m ,3 stops ,"1,769 SAR ",2022-02-01
"Nordwind Airlines, Royal Jordanian",SVO,RUH,17h 00m ,3 stops ,"1,794 SAR ",2022-02-01
Multiple Airlines,SVO,RUH,18h 30m ,3 stops ,"1,840 SAR ",2022-02-01
"Nordwind Airlines, Egypt Air",SVO,RUH,18h 30m ,3 stops ,"1,944 SAR ",2022-02-01
Multiple Airlines,SVO,RUH,15h 45m ,3 stops ,"2,051 SAR ",2022-02-01
Multiple Airlines,SVO,RUH,16h 00m ,2 stops ,"3,244 SAR ",2022-02-01
"KLM, SAUDIA",SVO,RUH,13h 45m ,2 stops ,"9,286 SAR ",2022-02-01
"Aeroflot, Emirates",SVO,RUH,15h 05m ,2 stops ,"16,063 SAR ",2022-02-01
"Aeroflot, Emirates",SVO,RUH,20h 40m ,2 stops ,"16,063 SAR ",2022-02-01
Multiple Airlines,SVO,RUH,15h 40m ,2 stops ,"18,752 SAR ",2022-02-01
Multiple Airlines,SVO,RUH,16h 40m ,2 stops ,"18,971 SAR ",2022-02-01
Multiple Airlines,SVO,RUH,18h 00m ,2 stops ,"22,184 SAR ",2022-02-01
Multiple Airlines,SVO,RUH,17h 10m ,2 stops ,"22,351 SAR ",2022-02-01
Multiple Airlines,SVO,RUH,15h 10m ,2 stops ,"22,382 SAR ",2022-02-01
Multiple Airlines,SVO,RUH,18h 15m ,2 stops ,"26,139 SAR ",2022-02-01
Qatar Airways,SVO,RUH,8h 30m ,1 stop ,"1,623 SAR ",2022-02-02
Qatar Airways,SVO,RUH,8h 30m ,1 stop ,"1,531 SAR ",2022-02-02
"Finnair, flynas",SVO,RUH,15h 25m ,2 stops ,"1,198 SAR ",2022-02-02
"Aeroflot, Egypt Air",SVO,RUH,10h 30m ,1 stop ,"1,832 SAR ",2022-02-02
"Aeroflot, flynas",SVO,RUH,15h 40m ,1 stop ,"1,456 SAR ",2022-02-02
"Aeroflot, Egypt Air",SVO,RUH,17h 00m ,1 stop ,"1,546 SAR ",2022-02-02
"Aeroflot, SAUDIA",SVO,RUH,14h 05m ,1 stop ,"1,729 SAR ",2022-02-02
"Aeroflot, SAUDIA",SVO,RUH,13h 35m ,1 stop ,"1,893 SAR ",2022-02-02
"Aeroflot, flynas",SVO,RUH,12h 00m ,1 stop ,"1,897 SAR ",2022-02-02
Qatar Airways,SVO,RUH,20h 30m ,1 stop ,"1,545 SAR ",2022-02-02
"Nordwind Airlines, Turkish Airlines",SVO,RUH,16h 20m ,1 stop ,"1,961 SAR ",2022-02-02
"Aeroflot, Turkish Airlines",SVO,RUH,15h 20m ,1 stop ,"2,168 SAR ",2022-02-02
"Aeroflot, SAUDIA",SVO,RUH,13h 05m ,1 stop ,"2,425 SAR ",2022-02-02
"Aeroflot, SAUDIA",SVO,RUH,10h 45m ,1 stop ,"2,566 SAR ",2022-02-02
"Aeroflot, flydubai",SVO,RUH,11h 35m ,1 stop ,"2,539 SAR ",2022-02-02
KLM,SVO,RUH,17h 50m ,1 stop ,"2,637 SAR ",2022-02-02
Multiple Airlines,SVO,RUH,14h 50m ,2 stops ,"1,550 SAR ",2022-02-02
"Nordwind Airlines, Royal Jordanian",SVO,RUH,12h 45m ,2 stops ,"1,755 SAR ",2022-02-02
"Aeroflot, flynas",SVO,RUH,20h 20m ,2 stops ,"1,432 SAR ",2022-02-02
Multiple Airlines,SVO,RUH,19h 00m ,2 stops ,"1,577 SAR ",2022-02-02
"Aeroflot, Gulf Air",SVO,RUH,17h 30m ,2 stops ,"1,800 SAR ",2022-02-02
Multiple Airlines,SVO,RUH,14h 40m ,2 stops ,"1,862 SAR ",2022-02-02
"airBaltic, flynas",SVO,RUH,14h 40m ,2 stops ,"1,862 SAR ",2022-02-02
"Aeroflot, Royal Jordanian",SVO,RUH,16h 20m ,2 stops ,"1,963 SAR ",2022-02-02
"Qatar Airways, flynas",SVO,RUH,13h 50m ,2 stops ,"2,320 SAR ",2022-02-02
"Finnair, Qatar Airways",SVO,RUH,13h 05m ,2 stops ,"2,346 SAR ",2022-02-02
"Nordwind Airlines, Royal Jordanian",SVO,RUH,20h 00m ,3 stops ,"1,616 SAR ",2022-02-02
"Nordwind Airlines, Royal Jordanian",SVO,RUH,20h 00m ,3 stops ,"1,616 SAR ",2022-02-02
"Nordwind Airlines, Egypt Air",SVO,RUH,15h 00m ,3 stops ,"1,656 SAR ",2022-02-02
Multiple Airlines,SVO,RUH,19h 25m ,3 stops ,"1,674 SAR ",2022-02-02
Multiple Airlines,SVO,RUH,16h 00m ,3 stops ,"1,769 SAR ",2022-02-02
Multiple Airlines,SVO,RUH,18h 30m ,3 stops ,"1,772 SAR ",2022-02-02
"Nordwind Airlines, Royal Jordanian",SVO,RUH,18h 15m ,3 stops ,"1,812 SAR ",2022-02-02
Multiple Airlines,SVO,RUH,19h 20m ,3 stops ,"1,838 SAR ",2022-02-02
Multiple Airlines,SVO,RUH,18h 25m ,3 stops ,"1,844 SAR ",2022-02-02
"KLM, SAUDIA",SVO,RUH,13h 45m ,2 stops ,"9,287 SAR ",2022-02-02
Multiple Airlines,SVO,RUH,18h 15m ,2 stops ,"12,821 SAR ",2022-02-02
"Aeroflot, Emirates",SVO,RUH,15h 05m ,2 stops ,"16,050 SAR ",2022-02-02
"Aeroflot, Emirates",SVO,RUH,20h 40m ,2 stops ,"16,050 SAR ",2022-02-02
Multiple Airlines,SVO,RUH,16h 40m ,2 stops ,"17,548 SAR ",2022-02-02
Multiple Airlines,SVO,RUH,15h 40m ,2 stops ,"17,829 SAR ",2022-02-02
Qatar Airways,SVO,RUH,8h 30m ,1 stop ,"1,618 SAR ",2022-02-03
Qatar Airways,SVO,RUH,8h 30m ,1 stop ,"1,531 SAR ",2022-02-03
"Aeroflot, flynas",SVO,RUH,15h 40m ,1 stop ,"1,439 SAR ",2022-02-03
"Aeroflot, Air Arabia",SVO,RUH,12h 00m ,1 stop ,"1,495 SAR ",2022-02-03
"Aeroflot, SAUDIA",SVO,RUH,14h 05m ,1 stop ,"1,675 SAR ",2022-02-03
"Aeroflot, Egypt Air",SVO,RUH,10h 30m ,1 stop ,"2,002 SAR ",2022-02-03
Qatar Airways,SVO,RUH,20h 30m ,1 stop ,"1,545 SAR ",2022-02-03
"Aeroflot, SAUDIA",SVO,RUH,13h 35m ,1 stop ,"1,879 SAR ",2022-02-03
"Air France, SAUDIA",SVO,RUH,12h 25m ,1 stop ,"2,402 SAR ",2022-02-03
"Aeroflot, Turkish Airlines",SVO,RUH,15h 20m ,1 stop ,"2,127 SAR ",2022-02-03
"Aeroflot, Egypt Air",SVO,RUH,17h 00m ,1 stop ,"2,333 SAR ",2022-02-03
"Aeroflot, SAUDIA",SVO,RUH,13h 05m ,1 stop ,"2,415 SAR ",2022-02-03
"Aeroflot, SAUDIA",SVO,RUH,15h 15m ,1 stop ,"2,451 SAR ",2022-02-03
KLM,SVO,RUH,17h 50m ,1 stop ,"2,637 SAR ",2022-02-03
"Aeroflot, Gulf Air",SVO,RUH,17h 30m ,2 stops ,"1,750 SAR ",2022-02-03
"Nordwind Airlines, Royal Jordanian",SVO,RUH,17h 30m ,2 stops ,"1,797 SAR ",2022-02-03
"Nordwind Airlines, Egypt Air",SVO,RUH,19h 00m ,2 stops ,"1,835 SAR ",2022-02-03
Multiple Airlines,SVO,RUH,14h 40m ,2 stops ,"1,862 SAR ",2022-02-03
"Aeroflot, Egypt Air",SVO,RUH,18h 35m ,2 stops ,"1,899 SAR ",2022-02-03
"Aeroflot, flydubai",SVO,RUH,19h 40m ,2 stops ,"2,125 SAR ",2022-02-03
"Finnair, Qatar Airways",SVO,RUH,13h 05m ,2 stops ,"2,346 SAR ",2022-02-03
Air France,SVO,RUH,16h 30m ,2 stops ,"2,704 SAR ",2022-02-03
Air France,SVO,RUH,16h 30m ,2 stops ,"2,704 SAR ",2022-02-03
"Nordwind Airlines, Royal Jordanian",SVO,RUH,17h 00m ,3 stops ,"1,866 SAR ",2022-02-03
"Nordwind Airlines, Egypt Air",SVO,RUH,18h 30m ,3 stops ,"1,904 SAR ",2022-02-03
Multiple Airlines,SVO,RUH,19h 05m ,3 stops ,"2,015 SAR ",2022-02-03
Multiple Airlines,SVO,RUH,16h 00m ,3 stops ,"2,072 SAR ",2022-02-03
Multiple Airlines,SVO,RUH,15h 45m ,3 stops ,"2,077 SAR ",2022-02-03
Multiple Airlines,SVO,RUH,16h 00m ,2 stops ,"3,230 SAR ",2022-02-03
Multiple Airlines,SVO,RUH,15h 40m ,2 stops ,"3,682 SAR ",2022-02-03
Multiple Airlines,SVO,RUH,16h 40m ,2 stops ,"3,877 SAR ",2022-02-03
Multiple Airlines,SVO,RUH,17h 50m ,3 stops ,"3,781 SAR ",2022-02-03
"Aeroflot, MEA",SVO,RUH,20h 40m ,2 stops ,"14,326 SAR ",2022-02-03
"Aeroflot, Emirates",SVO,RUH,15h 05m ,2 stops ,"16,050 SAR ",2022-02-03
"Aeroflot, Emirates",SVO,RUH,20h 40m ,2 stops ,"16,050 SAR ",2022-02-03
Multiple Airlines,SVO,RUH,16h 10m ,2 stops ,"19,475 SAR ",2022-02-03
Multiple Airlines,SVO,RUH,17h 10m ,2 stops ,"19,549 SAR ",2022-02-03
Multiple Airlines,SVO,RUH,14h 25m ,2 stops ,"21,578 SAR ",2022-02-03
Multiple Airlines,SVO,RUH,18h 15m ,2 stops ,"25,113 SAR ",2022-02-03
Qatar Airways,SVO,RUH,8h 30m ,1 stop ,"1,701 SAR ",2022-02-04
Qatar Airways,SVO,RUH,8h 30m ,1 stop ,"1,619 SAR ",2022-02-04
"Finnair, flynas",SVO,RUH,20h 10m ,2 stops ,"1,501 SAR ",2022-02-04
"Aeroflot, SAUDIA",SVO,RUH,14h 05m ,1 stop ,"1,711 SAR ",2022-02-04
"Aeroflot, Egypt Air",SVO,RUH,10h 30m ,1 stop ,"1,810 SAR ",2022-02-04
Qatar Airways,SVO,RUH,20h 30m ,1 stop ,"1,633 SAR ",2022-02-04
"Aeroflot, flynas",SVO,RUH,15h 40m ,1 stop ,"1,717 SAR ",2022-02-04
"Aeroflot, Egypt Air",SVO,RUH,17h 00m ,1 stop ,"1,870 SAR ",2022-02-04
"Aeroflot, flynas",SVO,RUH,12h 00m ,1 stop ,"1,977 SAR ",2022-02-04
"Nordwind Airlines, Turkish Airlines",SVO,RUH,11h 35m ,1 stop ,"2,010 SAR ",2022-02-04
"Aeroflot, Turkish Airlines",SVO,RUH,10h 35m ,1 stop ,"2,174 SAR ",2022-02-04
"Aeroflot, Emirates",SVO,RUH,10h 10m ,1 stop ,"2,486 SAR ",2022-02-04
"Aeroflot, MEA",SVO,RUH,15h 00m ,1 stop ,"2,506 SAR ",2022-02-04
"Aeroflot, Turkish Airlines",SVO,RUH,15h 10m ,1 stop ,"2,414 SAR ",2022-02-04
"Aeroflot, flydubai",SVO,RUH,11h 35m ,1 stop ,"2,468 SAR ",2022-02-04
"Finnair, flynas",SVO,RUH,15h 25m ,2 stops ,"1,620 SAR ",2022-02-04
"Aeroflot, flynas",SVO,RUH,20h 20m ,2 stops ,"1,682 SAR ",2022-02-04
"Nordwind Airlines, Royal Jordanian",SVO,RUH,12h 45m ,2 stops ,"1,807 SAR ",2022-02-04
"Aeroflot, Gulf Air",SVO,RUH,17h 30m ,2 stops ,"1,906 SAR ",2022-02-04
"Finnair, Qatar Airways",SVO,RUH,13h 05m ,2 stops ,"2,429 SAR ",2022-02-04
"Nordwind Airlines, Egypt Air",SVO,RUH,19h 30m ,3 stops ,"1,632 SAR ",2022-02-04
Multiple Airlines,SVO,RUH,14h 30m ,3 stops ,"1,785 SAR ",2022-02-04
Multiple Airlines,SVO,RUH,16h 05m ,3 stops ,"1,785 SAR ",2022-02-04
Multiple Airlines,SVO,RUH,17h 25m ,3 stops ,"1,785 SAR ",2022-02-04
Multiple Airlines,SVO,RUH,18h 15m ,3 stops ,"1,785 SAR ",2022-02-04
Multiple Airlines,SVO,RUH,19h 00m ,3 stops ,"1,785 SAR ",2022-02-04
Multiple Airlines,SVO,RUH,20h 20m ,3 stops ,"1,785 SAR ",2022-02-04
Multiple Airlines,SVO,RUH,21h 00m ,3 stops ,"1,785 SAR ",2022-02-04
Multiple Airlines,SVO,RUH,19h 30m ,3 stops ,"1,819 SAR ",2022-02-04
"Nordwind Airlines, Air Arabia",SVO,RUH,18h 15m ,2 stops ,"1,830 SAR ",2022-02-04
Multiple Airlines,SVO,RUH,18h 10m ,3 stops ,"1,837 SAR ",2022-02-04
Multiple Airlines,SVO,RUH,16h 00m ,3 stops ,"2,072 SAR ",2022-02-04
Multiple Airlines,SVO,RUH,15h 45m ,3 stops ,"2,077 SAR ",2022-02-04
"Aeroflot, SAUDIA",SVO,RUH,15h 10m ,2 stops ,"7,498 SAR ",2022-02-04
Multiple Airlines,SVO,RUH,16h 30m ,2 stops ,"10,330 SAR ",2022-02-04
Multiple Airlines,SVO,RUH,17h 50m ,2 stops ,"15,653 SAR ",2022-02-04
"Aeroflot, Emirates",SVO,RUH,15h 05m ,2 stops ,"16,063 SAR ",2022-02-04
Multiple Airlines,SVO,RUH,17h 50m ,2 stops ,"16,476 SAR ",2022-02-04
Multiple Airlines,SVO,RUH,14h 00m ,2 stops ,"17,343 SAR ",2022-02-04
Multiple Airlines,SVO,RUH,16h 40m ,2 stops ,"17,548 SAR ",2022-02-04
Multiple Airlines,SVO,RUH,15h 40m ,2 stops ,"17,829 SAR ",2022-02-04
Multiple Airlines,SVO,RUH,17h 10m ,2 stops ,"19,549 SAR ",2022-02-04
Multiple Airlines,SVO,RUH,18h 15m ,2 stops ,"23,774 SAR ",2022-02-04
"Aeroflot, Emirates",SVO,RUH,15h 15m ,2 stops ,"37,216 SAR ",2022-02-04
Qatar Airways,SVO,RUH,8h 30m ,1 stop ,"1,711 SAR ",2022-02-05
Qatar Airways,SVO,RUH,8h 30m ,1 stop ,"1,619 SAR ",2022-02-05
Qatar Airways,SVO,RUH,20h 30m ,1 stop ,"1,633 SAR ",2022-02-05
"Aeroflot, SAUDIA",SVO,RUH,14h 05m ,1 stop ,"1,711 SAR ",2022-02-05
"Aeroflot, flynas",SVO,RUH,15h 40m ,1 stop ,"1,717 SAR ",2022-02-05
"Aeroflot, Egypt Air",SVO,RUH,10h 30m ,1 stop ,"1,810 SAR ",2022-02-05
"Nordwind Airlines, Air Arabia",SVO,RUH,17h 15m ,1 stop ,"1,862 SAR ",2022-02-05
"Aeroflot, flynas",SVO,RUH,12h 00m ,1 stop ,"1,977 SAR ",2022-02-05
"Aeroflot, Turkish Airlines",SVO,RUH,10h 35m ,1 stop ,"2,159 SAR ",2022-02-05
"Nordwind Airlines, Turkish Airlines",SVO,RUH,16h 20m ,1 stop ,"2,201 SAR ",2022-02-05
"Aeroflot, Turkish Airlines",SVO,RUH,15h 10m ,1 stop ,"2,209 SAR ",2022-02-05
"Aeroflot, Egypt Air",SVO,RUH,17h 00m ,1 stop ,"2,333 SAR ",2022-02-05
KLM,SVO,RUH,17h 50m ,1 stop ,"2,637 SAR ",2022-02-05
"Aeroflot, flynas",SVO,RUH,20h 20m ,2 stops ,"1,682 SAR ",2022-02-05
"Aeroflot, Egypt Air",SVO,RUH,18h 35m ,2 stops ,"1,900 SAR ",2022-02-05
"Aeroflot, Gulf Air",SVO,RUH,17h 30m ,2 stops ,"1,907 SAR ",2022-02-05
Multiple Airlines,SVO,RUH,18h 25m ,2 stops ,"2,039 SAR ",2022-02-05
"Finnair, Qatar Airways",SVO,RUH,13h 05m ,2 stops ,"2,429 SAR ",2022-02-05
Air France,SVO,RUH,16h 30m ,2 stops ,"2,704 SAR ",2022-02-05
Air France,SVO,RUH,16h 30m ,2 stops ,"2,704 SAR ",2022-02-05
Multiple Airlines,SVO,RUH,19h 20m ,3 stops ,"1,980 SAR ",2022-02-05
Multiple Airlines,SVO,RUH,15h 45m ,3 stops ,"2,010 SAR ",2022-02-05
Multiple Airlines,SVO,RUH,19h 20m ,3 stops ,"2,057 SAR ",2022-02-05
Multiple Airlines,SVO,RUH,16h 00m ,3 stops ,"2,072 SAR ",2022-02-05
Multiple Airlines,SVO,RUH,15h 25m ,3 stops ,"2,760 SAR ",2022-02-05
Multiple Airlines,SVO,RUH,15h 20m ,3 stops ,"3,223 SAR ",2022-02-05
"Aeroflot, SAUDIA",SVO,RUH,19h 50m ,2 stops ,"7,498 SAR ",2022-02-05
Multiple Airlines,SVO,RUH,15h 40m ,2 stops ,"19,103 SAR ",2022-02-05
"Aeroflot, SriLankan Airlines",SVO,RUH,20h 00m ,1 stop ,"20,773 SAR ",2022-02-05
Multiple Airlines,SVO,RUH,17h 10m ,2 stops ,"20,827 SAR ",2022-02-05
Qatar Airways,SVO,RUH,8h 30m ,1 stop ,"1,623 SAR ",2022-02-06
Qatar Airways,SVO,RUH,8h 30m ,1 stop ,"1,531 SAR ",2022-02-06
"Finnair, flyadeal",SVO,RUH,14h 25m ,2 stops ,"1,161 SAR ",2022-02-06
"Aeroflot, SAUDIA",SVO,RUH,14h 05m ,1 stop ,"1,729 SAR ",2022-02-06
"Aeroflot, Egypt Air",SVO,RUH,10h 30m ,1 stop ,"1,832 SAR ",2022-02-06
"Nordwind Airlines, Turkish Airlines",SVO,RUH,11h 35m ,1 stop ,"1,995 SAR ",2022-02-06
Qatar Airways,SVO,RUH,20h 30m ,1 stop ,"1,545 SAR ",2022-02-06
"Aeroflot, Egypt Air",SVO,RUH,17h 00m ,1 stop ,"1,670 SAR ",2022-02-06
"Aeroflot, flynas",SVO,RUH,15h 40m ,1 stop ,"1,735 SAR ",2022-02-06
"Aeroflot, flynas",SVO,RUH,12h 00m ,1 stop ,"2,004 SAR ",2022-02-06
"Aeroflot, Turkish Airlines",SVO,RUH,10h 35m ,1 stop ,"2,159 SAR ",2022-02-06
"Aeroflot, Turkish Airlines",SVO,RUH,15h 10m ,1 stop ,"2,223 SAR ",2022-02-06
"Finnair, flynas",SVO,RUH,15h 25m ,2 stops ,"1,198 SAR ",2022-02-06
"Aeroflot, flynas",SVO,RUH,20h 20m ,2 stops ,"1,599 SAR ",2022-02-06
Multiple Airlines,SVO,RUH,15h 00m ,2 stops ,"1,742 SAR ",2022-02-06
"Aeroflot, Gulf Air",SVO,RUH,17h 30m ,2 stops ,"1,860 SAR ",2022-02-06
"Nordwind Airlines, Turkish Airlines",SVO,RUH,16h 20m ,2 stops ,"1,861 SAR ",2022-02-06
"Finnair, Qatar Airways",SVO,RUH,13h 05m ,2 stops ,"2,346 SAR ",2022-02-06
Multiple Airlines,SVO,RUH,14h 00m ,2 stops ,"2,434 SAR ",2022-02-06
"Nordwind Airlines, Egypt Air",SVO,RUH,19h 00m ,3 stops ,"1,714 SAR ",2022-02-06
Multiple Airlines,SVO,RUH,19h 25m ,3 stops ,"1,723 SAR ",2022-02-06
Multiple Airlines,SVO,RUH,16h 00m ,3 stops ,"1,794 SAR ",2022-02-06
Multiple Airlines,SVO,RUH,18h 25m ,3 stops ,"1,887 SAR ",2022-02-06
Multiple Airlines,SVO,RUH,20h 55m ,3 stops ,"1,940 SAR ",2022-02-06
Multiple Airlines,SVO,RUH,15h 45m ,3 stops ,"2,077 SAR ",2022-02-06
"Aeroflot, flydubai",SVO,RUH,19h 40m ,2 stops ,"2,107 SAR ",2022-02-06
Multiple Airlines,SVO,RUH,16h 00m ,2 stops ,"3,172 SAR ",2022-02-06
Multiple Airlines,SVO,RUH,21h 00m ,3 stops ,"2,249 SAR ",2022-02-06
"Pobeda, MEA",SVO,RUH,18h 35m ,3 stops ,"2,458 SAR ",2022-02-06
Multiple Airlines,SVO,RUH,18h 10m ,3 stops ,"2,574 SAR ",2022-02-06
Multiple Airlines,SVO,RUH,18h 05m ,3 stops ,"2,673 SAR ",2022-02-06
Multiple Airlines,SVO,RUH,17h 50m ,2 stops ,"15,653 SAR ",2022-02-06
"Aeroflot, Emirates",SVO,RUH,15h 05m ,2 stops ,"16,063 SAR ",2022-02-06
Multiple Airlines,SVO,RUH,17h 50m ,2 stops ,"16,476 SAR ",2022-02-06
Multiple Airlines,SVO,RUH,18h 25m ,2 stops ,"17,352 SAR ",2022-02-06
Multiple Airlines,SVO,RUH,16h 40m ,2 stops ,"17,548 SAR ",2022-02-06
Multiple Airlines,SVO,RUH,15h 40m ,2 stops ,"17,829 SAR ",2022-02-06
Multiple Airlines,SVO,RUH,17h 10m ,2 stops ,"19,549 SAR ",2022-02-06
Multiple Airlines,SVO,RUH,18h 15m ,2 stops ,"23,774 SAR ",2022-02-06
"Aeroflot, Emirates",SVO,RUH,15h 15m ,2 stops ,"37,216 SAR ",2022-02-06
Qatar Airways,SVO,RUH,8h 30m ,1 stop ,"1,623 SAR ",2022-02-07
Qatar Airways,SVO,RUH,8h 30m ,1 stop ,"1,526 SAR ",2022-02-07
"Aeroflot, flynas",SVO,RUH,20h 20m ,2 stops ,"1,432 SAR ",2022-02-07
"Aeroflot, flynas",SVO,RUH,15h 40m ,1 stop ,"1,456 SAR ",2022-02-07
"Aeroflot, SAUDIA",SVO,RUH,14h 05m ,1 stop ,"1,729 SAR ",2022-02-07
"Aeroflot, Egypt Air",SVO,RUH,10h 30m ,1 stop ,"1,828 SAR ",2022-02-07
Qatar Airways,SVO,RUH,20h 30m ,1 stop ,"1,541 SAR ",2022-02-07
"Aeroflot, Egypt Air",SVO,RUH,17h 00m ,1 stop ,"1,870 SAR ",2022-02-07
"Aeroflot, SAUDIA",SVO,RUH,13h 35m ,1 stop ,"1,956 SAR ",2022-02-07
"Nordwind Airlines, Turkish Airlines",SVO,RUH,16h 20m ,1 stop ,"2,001 SAR ",2022-02-07
"Aeroflot, Turkish Airlines",SVO,RUH,10h 35m ,1 stop ,"2,168 SAR ",2022-02-07
"Aeroflot, SAUDIA",SVO,RUH,13h 05m ,1 stop ,"2,415 SAR ",2022-02-07
"Aeroflot, Turkish Airlines",SVO,RUH,15h 10m ,1 stop ,"2,209 SAR ",2022-02-07
KLM,SVO,RUH,17h 50m ,1 stop ,"2,637 SAR ",2022-02-07
"Nordwind Airlines, Egypt Air",SVO,RUH,19h 00m ,2 stops ,"1,790 SAR ",2022-02-07
"Aeroflot, Gulf Air",SVO,RUH,17h 30m ,2 stops ,"1,809 SAR ",2022-02-07
Multiple Airlines,SVO,RUH,14h 40m ,2 stops ,"1,842 SAR ",2022-02-07
"Nordwind Airlines, Royal Jordanian",SVO,RUH,17h 30m ,2 stops ,"1,848 SAR ",2022-02-07
"Finnair, Qatar Airways",SVO,RUH,13h 05m ,2 stops ,"2,346 SAR ",2022-02-07
Multiple Airlines,SVO,RUH,21h 00m ,2 stops ,"2,024 SAR ",2022-02-07
Multiple Airlines,SVO,RUH,17h 30m ,2 stops ,"2,131 SAR ",2022-02-07
Air France,SVO,RUH,16h 30m ,2 stops ,"2,704 SAR ",2022-02-07
Air France,SVO,RUH,16h 30m ,2 stops ,"2,704 SAR ",2022-02-07
Multiple Airlines,SVO,RUH,16h 00m ,3 stops ,"1,794 SAR ",2022-02-07
Multiple Airlines,SVO,RUH,20h 30m ,3 stops ,"1,812 SAR ",2022-02-07
Multiple Airlines,SVO,RUH,19h 20m ,3 stops ,"1,818 SAR ",2022-02-07
"Nordwind Airlines, Egypt Air",SVO,RUH,19h 45m ,3 stops ,"1,847 SAR ",2022-02-07
"Nordwind Airlines, Royal Jordanian",SVO,RUH,18h 15m ,3 stops ,"1,905 SAR ",2022-02-07
Multiple Airlines,SVO,RUH,19h 45m ,3 stops ,"2,008 SAR ",2022-02-07
Multiple Airlines,SVO,RUH,19h 05m ,3 stops ,"2,020 SAR ",2022-02-07
Multiple Airlines,SVO,RUH,19h 50m ,3 stops ,"2,020 SAR ",2022-02-07
Multiple Airlines,SVO,RUH,20h 15m ,3 stops ,"2,028 SAR ",2022-02-07
Multiple Airlines,SVO,RUH,15h 45m ,3 stops ,"2,077 SAR ",2022-02-07
Multiple Airlines,SVO,RUH,17h 05m ,3 stops ,"2,247 SAR ",2022-02-07
Multiple Airlines,SVO,RUH,21h 10m ,3 stops ,"2,400 SAR ",2022-02-07
Multiple Airlines,SVO,RUH,20h 55m ,3 stops ,"2,455 SAR ",2022-02-07
"KLM, Qatar Airways",SVO,RUH,21h 10m ,3 stops ,"3,139 SAR ",2022-02-07
"KLM, SAUDIA",SVO,RUH,13h 45m ,2 stops ,"9,287 SAR ",2022-02-07
Multiple Airlines,SVO,RUH,18h 15m ,2 stops ,"12,820 SAR ",2022-02-07
"Aeroflot, MEA",SVO,RUH,20h 40m ,2 stops ,"14,327 SAR ",2022-02-07
Multiple Airlines,SVO,RUH,15h 40m ,2 stops ,"19,101 SAR ",2022-02-07
Multiple Airlines,SVO,RUH,16h 10m ,2 stops ,"20,754 SAR ",2022-02-07
Qatar Airways,SVO,RUH,8h 30m ,1 stop ,"1,623 SAR ",2022-02-08
Qatar Airways,SVO,RUH,8h 30m ,1 stop ,"1,526 SAR ",2022-02-08
"Aeroflot, flynas",SVO,RUH,20h 20m ,2 stops ,"1,415 SAR ",2022-02-08
"Aeroflot, flynas",SVO,RUH,15h 40m ,1 stop ,"1,439 SAR ",2022-02-08
