Airline,Source,Destination,Duration,Total stops,Price,Date
American Airlines,PAR,NYC,17h 16m ,2 stops ,"10,058 SAR ",2022-02-01
American Airlines,PAR,NYC,17h 16m ,2 stops ,"10,058 SAR ",2022-02-01
American Airlines,PAR,NYC,17h 20m ,2 stops ,"10,058 SAR ",2022-02-01
American Airlines,PAR,NYC,17h 24m ,2 stops ,"10,058 SAR ",2022-02-01
American Airlines,PAR,NYC,17h 47m ,2 stops ,"10,058 SAR ",2022-02-01
American Airlines,PAR,NYC,17h 59m ,2 stops ,"10,058 SAR ",2022-02-01
American Airlines,PAR,NYC,18h 00m ,2 stops ,"10,058 SAR ",2022-02-01
American Airlines,PAR,NYC,18h 03m ,2 stops ,"10,058 SAR ",2022-02-01
American Airlines,PAR,NYC,18h 31m ,2 stops ,"10,058 SAR ",2022-02-01
Air France,PAR,NYC,11h 55m ,1 stop ,"10,191 SAR ",2022-02-01
Virgin Atlantic,PAR,NYC,12h 55m ,1 stop ,"10,209 SAR ",2022-02-01
Air France,PAR,NYC,10h 40m ,1 stop ,"10,218 SAR ",2022-02-01
Air France,PAR,NYC,11h 40m ,1 stop ,"10,224 SAR ",2022-02-01
Virgin Atlantic,PAR,NYC,11h 35m ,1 stop ,"10,227 SAR ",2022-02-01
Virgin Atlantic,PAR,NYC,11h 50m ,1 stop ,"10,227 SAR ",2022-02-01
Virgin Atlantic,PAR,NYC,14h 00m ,1 stop ,"10,227 SAR ",2022-02-01
Virgin Atlantic,PAR,NYC,14h 00m ,1 stop ,"10,227 SAR ",2022-02-01
Virgin Atlantic,PAR,NYC,14h 35m ,1 stop ,"10,227 SAR ",2022-02-01
Virgin Atlantic,PAR,NYC,15h 05m ,1 stop ,"10,227 SAR ",2022-02-01
Air France,PAR,NYC,13h 05m ,1 stop ,"10,241 SAR ",2022-02-01
KLM,PAR,NYC,15h 02m ,1 stop ,"10,473 SAR ",2022-02-01
Delta,PAR,NYC,13h 18m ,1 stop ,"10,488 SAR ",2022-02-01
Delta,PAR,NYC,13h 45m ,1 stop ,"11,402 SAR ",2022-02-01
Delta,PAR,NYC,14h 25m ,1 stop ,"11,402 SAR ",2022-02-01
Delta,PAR,NYC,15h 03m ,1 stop ,"11,402 SAR ",2022-02-01
Delta,PAR,NYC,16h 10m ,1 stop ,"11,402 SAR ",2022-02-01
"Finnair, American Airlines",PAR,NYC,15h 44m ,1 stop ,"11,444 SAR ",2022-02-01
Finnair,PAR,NYC,16h 35m ,1 stop ,"11,444 SAR ",2022-02-01
American Airlines,PAR,NYC,18h 10m ,2 stops ,"11,458 SAR ",2022-02-01
American Airlines,PAR,NYC,18h 10m ,2 stops ,"11,458 SAR ",2022-02-01
"SNCF, KLM",PAR,NYC,26h 06m ,2 stops ,"11,802 SAR ",2022-02-01
Delta,PAR,NYC,14h 01m ,1 stop ,"11,857 SAR ",2022-02-01
Delta,PAR,NYC,14h 15m ,1 stop ,"11,857 SAR ",2022-02-01
Delta,PAR,NYC,14h 18m ,1 stop ,"11,857 SAR ",2022-02-01
Delta,PAR,NYC,14h 24m ,1 stop ,"11,857 SAR ",2022-02-01
Delta,PAR,NYC,14h 41m ,1 stop ,"11,857 SAR ",2022-02-01
Delta,PAR,NYC,14h 42m ,1 stop ,"11,857 SAR ",2022-02-01
Delta,PAR,NYC,14h 51m ,1 stop ,"11,857 SAR ",2022-02-01
Delta,PAR,NYC,14h 58m ,1 stop ,"11,857 SAR ",2022-02-01
Delta,PAR,NYC,15h 23m ,1 stop ,"11,857 SAR ",2022-02-01
Delta,PAR,NYC,15h 31m ,1 stop ,"11,857 SAR ",2022-02-01
Delta,PAR,NYC,15h 58m ,1 stop ,"11,857 SAR ",2022-02-01
"Finnair, American Airlines",PAR,NYC,14h 49m ,1 stop ,"11,900 SAR ",2022-02-01
"Finnair, American Airlines",PAR,NYC,15h 19m ,1 stop ,"11,900 SAR ",2022-02-01
"Finnair, American Airlines",PAR,NYC,15h 23m ,1 stop ,"11,900 SAR ",2022-02-01
"Finnair, American Airlines",PAR,NYC,15h 43m ,1 stop ,"11,900 SAR ",2022-02-01
Finnair,PAR,NYC,15h 53m ,1 stop ,"11,900 SAR ",2022-02-01
Finnair,PAR,NYC,17h 25m ,1 stop ,"11,900 SAR ",2022-02-01
Finnair,PAR,NYC,17h 55m ,1 stop ,"11,900 SAR ",2022-02-01
Finnair,PAR,NYC,13h 55m ,1 stop ,"12,285 SAR ",2022-02-01
Finnair,PAR,NYC,17h 10m ,1 stop ,"12,285 SAR ",2022-02-01
Etihad Airways,PAR,NYC,31h 45m ,1 stop ,"17,596 SAR ",2022-02-01
Aeromexico,PAR,NYC,20h 00m ,1 stop ,"21,934 SAR ",2022-02-01
Cathay Pacific,PAR,NYC,36h 50m ,1 stop ,"32,269 SAR ",2022-02-01
TAP AIR PORTUGAL,PAR,NYC,15h 00m ,1 stop ,"1,279 SAR ",2022-02-02
Iberia,PAR,NYC,8h 40m ,nonstop ,"1,535 SAR ",2022-02-02
"Air Transat, Air Canada",PAR,NYC,11h 39m ,1 stop ,"1,206 SAR ",2022-02-02
Brussels Airlines,PAR,NYC,8h 20m ,nonstop ,"1,625 SAR ",2022-02-02
Air France,PAR,NYC,8h 40m ,nonstop ,"1,675 SAR ",2022-02-02
TAP AIR PORTUGAL,PAR,NYC,15h 00m ,1 stop ,"1,279 SAR ",2022-02-02
"Air Transat, Air Canada",PAR,NYC,11h 51m ,1 stop ,"1,281 SAR ",2022-02-02
"Air Transat, Air Canada",PAR,NYC,15h 04m ,1 stop ,"1,374 SAR ",2022-02-02
TAP AIR PORTUGAL,PAR,NYC,12h 50m ,1 stop ,"1,409 SAR ",2022-02-02
TAP AIR PORTUGAL,PAR,NYC,13h 30m ,1 stop ,"1,409 SAR ",2022-02-02
TAP AIR PORTUGAL,PAR,NYC,14h 50m ,1 stop ,"1,409 SAR ",2022-02-02
Icelandair,PAR,NYC,11h 00m ,1 stop ,"1,433 SAR ",2022-02-02
Icelandair,PAR,NYC,11h 00m ,1 stop ,"1,433 SAR ",2022-02-02
Brussels Airlines,PAR,NYC,10h 40m ,1 stop ,"1,490 SAR ",2022-02-02
Brussels Airlines,PAR,NYC,10h 45m ,1 stop ,"1,490 SAR ",2022-02-02
SWISS,PAR,NYC,11h 20m ,1 stop ,"1,492 SAR ",2022-02-02
SWISS,PAR,NYC,11h 35m ,1 stop ,"1,492 SAR ",2022-02-02
SWISS,PAR,NYC,12h 10m ,1 stop ,"1,492 SAR ",2022-02-02
"Iberia Express, Finnair",PAR,NYC,13h 05m ,1 stop ,"1,499 SAR ",2022-02-02
Iberia,PAR,NYC,13h 00m ,1 stop ,"1,534 SAR ",2022-02-02
KLM,PAR,NYC,11h 00m ,1 stop ,"1,549 SAR ",2022-02-02
KLM,PAR,NYC,11h 05m ,1 stop ,"1,549 SAR ",2022-02-02
KLM,PAR,NYC,11h 30m ,1 stop ,"1,549 SAR ",2022-02-02
KLM,PAR,NYC,12h 20m ,1 stop ,"1,549 SAR ",2022-02-02
Iberia,PAR,NYC,13h 35m ,1 stop ,"1,579 SAR ",2022-02-02
SWISS,PAR,NYC,12h 15m ,1 stop ,"1,644 SAR ",2022-02-02
Lufthansa,PAR,NYC,11h 00m ,1 stop ,"1,740 SAR ",2022-02-02
Lufthansa,PAR,NYC,12h 35m ,1 stop ,"1,790 SAR ",2022-02-02
TAP AIR PORTUGAL,PAR,NYC,18h 00m ,1 stop ,"1,279 SAR ",2022-02-02
TAP AIR PORTUGAL,PAR,NYC,19h 20m ,1 stop ,"1,279 SAR ",2022-02-02
TAP AIR PORTUGAL,PAR,NYC,17h 10m ,1 stop ,"1,505 SAR ",2022-02-02
TAP AIR PORTUGAL,PAR,NYC,20h 10m ,1 stop ,"1,505 SAR ",2022-02-02
"Air Europa, Finnair",PAR,NYC,15h 20m ,1 stop ,"1,564 SAR ",2022-02-02
"Air Caraïbes, Alaska Airlines",PAR,NYC,20h 05m ,1 stop ,"1,570 SAR ",2022-02-02
Iberia,PAR,NYC,15h 10m ,1 stop ,"1,579 SAR ",2022-02-02
Iberia,PAR,NYC,17h 55m ,1 stop ,"1,582 SAR ",2022-02-02
"Air Caraïbes, Alaska Airlines",PAR,NYC,19h 10m ,1 stop ,"1,613 SAR ",2022-02-02
"Vueling, Lufthansa",PAR,NYC,13h 10m ,1 stop ,"1,625 SAR ",2022-02-02
"Iberia, Finnair",PAR,NYC,15h 10m ,1 stop ,"1,626 SAR ",2022-02-02
"Air Europa, Iberia",PAR,NYC,15h 20m ,1 stop ,"1,629 SAR ",2022-02-02
