Airline,Source,Destination,Duration,Total stops,Price,Date
KLM,PAR,SVO,13h 35m ,1 stop ,"1,201 SAR ",2022-02-01
KLM,PAR,SVO,14h 25m ,1 stop ,"1,201 SAR ",2022-02-01
KLM,PAR,SVO,14h 50m ,1 stop ,"1,201 SAR ",2022-02-01
"Finnair, Pobeda",PAR,SVO,8h 30m ,2 stops ,717 SAR ,2022-02-01
"Finnair, Aeroflot",PAR,SVO,8h 20m ,2 stops ,747 SAR ,2022-02-01
"easyJet, Finnair",PAR,SVO,9h 50m ,2 stops ,808 SAR ,2022-02-01
"Vueling, KLM",PAR,SVO,12h 35m ,2 stops ,839 SAR ,2022-02-01
"easyJet, KLM",PAR,SVO,11h 05m ,2 stops ,842 SAR ,2022-02-01
"Pegasus Airlines, Aeroflot",PAR,SVO,12h 00m ,2 stops ,877 SAR ,2022-02-01
"Air France, KLM",PAR,SVO,9h 25m ,2 stops ,921 SAR ,2022-02-01
"Ryanair, Aeroflot",PAR,SVO,11h 55m ,1 stop ,945 SAR ,2022-02-01
"Air France, KLM",PAR,SVO,10h 45m ,2 stops ,972 SAR ,2022-02-01
"Air France, KLM",PAR,SVO,10h 40m ,2 stops ,"1,001 SAR ",2022-02-01
"Air France, KLM",PAR,SVO,10h 40m ,2 stops ,"1,002 SAR ",2022-02-01
"Ryanair, KLM",PAR,SVO,11h 00m ,2 stops ,"1,032 SAR ",2022-02-01
"KLM, Nordwind Airlines",PAR,SVO,10h 45m ,2 stops ,"1,079 SAR ",2022-02-01
"KLM, Nordwind Airlines",PAR,SVO,9h 55m ,2 stops ,"1,080 SAR ",2022-02-01
"KLM, Aeroflot",PAR,SVO,10h 00m ,2 stops ,"1,131 SAR ",2022-02-01
"Vueling, KLM",PAR,SVO,11h 40m ,2 stops ,843 SAR ,2022-02-01
Multiple Airlines,PAR,SVO,7h 15m ,2 stops ,"4,298 SAR ",2022-02-01
Qatar Airways,PAR,SVO,14h 45m ,1 stop ,"5,953 SAR ",2022-02-01
airBaltic,PAR,SVO,13h 25m ,1 stop ,708 SAR ,2022-02-02
Aeroflot,PAR,SVO,3h 35m ,nonstop ,"1,184 SAR ",2022-02-02
Aeroflot,PAR,SVO,3h 45m ,nonstop ,"1,184 SAR ",2022-02-02
Aeroflot,PAR,SVO,4h 10m ,nonstop ,"1,184 SAR ",2022-02-02
Air France,PAR,SVO,3h 35m ,nonstop ,"1,399 SAR ",2022-02-02
Finnair,PAR,SVO,7h 20m ,1 stop ,589 SAR ,2022-02-02
Finnair,PAR,SVO,10h 35m ,1 stop ,589 SAR ,2022-02-02
airBaltic,PAR,SVO,13h 25m ,1 stop ,612 SAR ,2022-02-02
"Ryanair, airBaltic",PAR,SVO,10h 30m ,1 stop ,659 SAR ,2022-02-02
LOT,PAR,SVO,7h 30m ,1 stop ,809 SAR ,2022-02-02
LOT,PAR,SVO,11h 10m ,1 stop ,809 SAR ,2022-02-02
"easyJet, Aeroflot",PAR,SVO,7h 15m ,1 stop ,872 SAR ,2022-02-02
"Ryanair, Aeroflot",PAR,SVO,8h 50m ,1 stop ,926 SAR ,2022-02-02
Bulgaria Air,PAR,SVO,6h 55m ,1 stop ,994 SAR ,2022-02-02
"Wizz Air, LOT",PAR,SVO,14h 40m ,1 stop ,874 SAR ,2022-02-02
"Transavia France, Aeroflot",PAR,SVO,9h 50m ,1 stop ,"1,035 SAR ",2022-02-02
"Turkish Airlines, Nordwind Airlines",PAR,SVO,8h 50m ,1 stop ,"1,037 SAR ",2022-02-02
"Vueling, Aeroflot",PAR,SVO,8h 35m ,1 stop ,"1,086 SAR ",2022-02-02
"easyJet, Aeroflot",PAR,SVO,6h 10m ,1 stop ,"1,103 SAR ",2022-02-02
"easyJet, Aeroflot",PAR,SVO,8h 25m ,1 stop ,"1,103 SAR ",2022-02-02
"Vueling, Aeroflot",PAR,SVO,9h 05m ,1 stop ,"1,108 SAR ",2022-02-02
"easyJet, Aeroflot",PAR,SVO,7h 00m ,1 stop ,"1,129 SAR ",2022-02-02
"Vueling, Aeroflot",PAR,SVO,8h 05m ,1 stop ,"1,134 SAR ",2022-02-02
"Vueling, Aeroflot",PAR,SVO,10h 25m ,1 stop ,"1,200 SAR ",2022-02-02
KLM,PAR,SVO,5h 15m ,1 stop ,"1,201 SAR ",2022-02-02
KLM,PAR,SVO,5h 30m ,1 stop ,"1,201 SAR ",2022-02-02
KLM,PAR,SVO,5h 40m ,1 stop ,"1,201 SAR ",2022-02-02
KLM,PAR,SVO,5h 55m ,1 stop ,"1,201 SAR ",2022-02-02
KLM,PAR,SVO,6h 55m ,1 stop ,"1,201 SAR ",2022-02-02
KLM,PAR,SVO,7h 00m ,1 stop ,"1,201 SAR ",2022-02-02
KLM,PAR,SVO,7h 50m ,1 stop ,"1,201 SAR ",2022-02-02
KLM,PAR,SVO,9h 25m ,1 stop ,"1,201 SAR ",2022-02-02
KLM,PAR,SVO,12h 10m ,1 stop ,"1,201 SAR ",2022-02-02
KLM,PAR,SVO,13h 35m ,1 stop ,"1,201 SAR ",2022-02-02
KLM,PAR,SVO,14h 25m ,1 stop ,"1,201 SAR ",2022-02-02
"Vueling, airBaltic",PAR,SVO,12h 15m ,2 stops ,672 SAR ,2022-02-02
"Vueling, airBaltic",PAR,SVO,12h 00m ,2 stops ,685 SAR ,2022-02-02
"Finnair, Pobeda",PAR,SVO,8h 30m ,2 stops ,717 SAR ,2022-02-02
"Finnair, Aeroflot",PAR,SVO,8h 20m ,2 stops ,747 SAR ,2022-02-02
"Ryanair, KLM",PAR,SVO,14h 20m ,2 stops ,790 SAR ,2022-02-02
"Vueling, LOT",PAR,SVO,11h 30m ,2 stops ,821 SAR ,2022-02-02
"easyJet, KLM",PAR,SVO,11h 05m ,2 stops ,842 SAR ,2022-02-02
"Pegasus Airlines, Aeroflot",PAR,SVO,12h 00m ,2 stops ,877 SAR ,2022-02-02
airBaltic,PAR,SVO,13h 15m ,2 stops ,"1,109 SAR ",2022-02-02
Multiple Airlines,PAR,SVO,15h 15m ,2 stops ,413 SAR ,2022-02-02
"Vueling, KLM",PAR,SVO,10h 40m ,2 stops ,843 SAR ,2022-02-02
"Lufthansa, airBaltic",PAR,SVO,9h 55m ,3 stops ,982 SAR ,2022-02-02
Qatar Airways,PAR,SVO,12h 50m ,1 stop ,"5,979 SAR ",2022-02-02
Air Serbia,PAR,SVO,6h 35m ,1 stop ,708 SAR ,2022-02-03
Aeroflot,PAR,SVO,4h 10m ,nonstop ,"1,184 SAR ",2022-02-03
Air France,PAR,SVO,3h 55m ,nonstop ,"1,753 SAR ",2022-02-03
Finnair,PAR,SVO,7h 20m ,1 stop ,589 SAR ,2022-02-03
Air Serbia,PAR,SVO,6h 35m ,1 stop ,630 SAR ,2022-02-03
Finnair,PAR,SVO,10h 35m ,1 stop ,589 SAR ,2022-02-03
"airBaltic, Aeroflot",PAR,SVO,7h 25m ,1 stop ,805 SAR ,2022-02-03
LOT,PAR,SVO,7h 30m ,1 stop ,809 SAR ,2022-02-03
LOT,PAR,SVO,11h 10m ,1 stop ,809 SAR ,2022-02-03
"easyJet, Aeroflot",PAR,SVO,7h 15m ,1 stop ,888 SAR ,2022-02-03
"Air France, Aeroflot",PAR,SVO,5h 40m ,1 stop ,"1,145 SAR ",2022-02-03
KLM,PAR,SVO,5h 15m ,1 stop ,"1,201 SAR ",2022-02-03
KLM,PAR,SVO,5h 30m ,1 stop ,"1,201 SAR ",2022-02-03
KLM,PAR,SVO,5h 40m ,1 stop ,"1,201 SAR ",2022-02-03
KLM,PAR,SVO,5h 55m ,1 stop ,"1,201 SAR ",2022-02-03
Finnair,PAR,SVO,5h 35m ,1 stop ,"1,208 SAR ",2022-02-03
Finnair,PAR,SVO,15h 45m ,1 stop ,589 SAR ,2022-02-03
Air Serbia,PAR,SVO,14h 10m ,1 stop ,630 SAR ,2022-02-03
"HiSky, Aeroflot",PAR,SVO,11h 50m ,1 stop ,754 SAR ,2022-02-03
LOT,PAR,SVO,15h 45m ,1 stop ,809 SAR ,2022-02-03
"Austrian Airlines, Aeroflot",PAR,SVO,8h 40m ,1 stop ,"1,002 SAR ",2022-02-03
"Vueling, Aeroflot",PAR,SVO,9h 05m ,1 stop ,"1,041 SAR ",2022-02-03
"easyJet, Aeroflot",PAR,SVO,7h 00m ,1 stop ,"1,077 SAR ",2022-02-03
"easyJet, Aeroflot",PAR,SVO,8h 00m ,1 stop ,"1,080 SAR ",2022-02-03
"Vueling, Aeroflot",PAR,SVO,8h 35m ,1 stop ,"1,088 SAR ",2022-02-03
"Vueling, Aeroflot",PAR,SVO,9h 10m ,1 stop ,"1,112 SAR ",2022-02-03
"easyJet, Aeroflot",PAR,SVO,6h 15m ,1 stop ,"1,124 SAR ",2022-02-03
"Air France, Aeroflot",PAR,SVO,7h 35m ,1 stop ,"1,160 SAR ",2022-02-03
"Air France, Aeroflot",PAR,SVO,8h 35m ,1 stop ,"1,160 SAR ",2022-02-03
"Air France, Aeroflot",PAR,SVO,9h 10m ,1 stop ,"1,160 SAR ",2022-02-03
KLM,PAR,SVO,6h 55m ,1 stop ,"1,201 SAR ",2022-02-03
KLM,PAR,SVO,7h 00m ,1 stop ,"1,201 SAR ",2022-02-03
KLM,PAR,SVO,7h 50m ,1 stop ,"1,201 SAR ",2022-02-03
KLM,PAR,SVO,9h 25m ,1 stop ,"1,201 SAR ",2022-02-03
LOT,PAR,SVO,8h 20m ,1 stop ,"1,477 SAR ",2022-02-03
"Finnair, Pobeda",PAR,SVO,8h 30m ,2 stops ,717 SAR ,2022-02-03
"Finnair, Aeroflot",PAR,SVO,8h 20m ,2 stops ,747 SAR ,2022-02-03
"Ryanair, KLM",PAR,SVO,11h 25m ,2 stops ,794 SAR ,2022-02-03
"easyJet, KLM",PAR,SVO,12h 55m ,2 stops ,841 SAR ,2022-02-03
"easyJet, KLM",PAR,SVO,11h 05m ,2 stops ,862 SAR ,2022-02-03
"Pegasus Airlines, Aeroflot",PAR,SVO,12h 00m ,2 stops ,877 SAR ,2022-02-03
"Wizz Air, LOT",PAR,SVO,9h 20m ,2 stops ,901 SAR ,2022-02-03
"Air France, KLM",PAR,SVO,9h 25m ,2 stops ,921 SAR ,2022-02-03
"LOT, Nordwind Airlines",PAR,SVO,10h 55m ,2 stops ,966 SAR ,2022-02-03
"Vueling, LOT",PAR,SVO,11h 15m ,2 stops ,971 SAR ,2022-02-03
"Air France, KLM",PAR,SVO,10h 45m ,2 stops ,982 SAR ,2022-02-03
"Air France, KLM",PAR,SVO,10h 40m ,2 stops ,"1,002 SAR ",2022-02-03
"Air France, KLM",PAR,SVO,10h 40m ,2 stops ,"1,002 SAR ",2022-02-03
"LOT, Aeroflot",PAR,SVO,9h 50m ,2 stops ,"1,018 SAR ",2022-02-03
"Air France, LOT",PAR,SVO,10h 40m ,2 stops ,"1,058 SAR ",2022-02-03
"Air France, KLM",PAR,SVO,10h 25m ,2 stops ,"1,074 SAR ",2022-02-03
KLM,PAR,SVO,12h 10m ,1 stop ,"1,201 SAR ",2022-02-03
KLM,PAR,SVO,13h 35m ,1 stop ,"1,201 SAR ",2022-02-03
KLM,PAR,SVO,14h 25m ,1 stop ,"1,201 SAR ",2022-02-03
KLM,PAR,SVO,14h 50m ,1 stop ,"1,201 SAR ",2022-02-03
Aeroflot,PAR,SVO,10h 05m ,1 stop ,"1,623 SAR ",2022-02-03
Aeroflot,PAR,SVO,11h 10m ,1 stop ,"1,623 SAR ",2022-02-03
Aeroflot,PAR,SVO,12h 10m ,1 stop ,"1,623 SAR ",2022-02-03
Aeroflot,PAR,SVO,12h 50m ,1 stop ,"1,623 SAR ",2022-02-03
Aeroflot,PAR,SVO,14h 10m ,1 stop ,"1,623 SAR ",2022-02-03
Aeroflot,PAR,SVO,15h 30m ,1 stop ,"1,623 SAR ",2022-02-03
Multiple Airlines,PAR,SVO,15h 25m ,3 stops ,"5,902 SAR ",2022-02-03
Qatar Airways,PAR,SVO,14h 45m ,1 stop ,"5,953 SAR ",2022-02-03
Multiple Airlines,PAR,SVO,15h 45m ,2 stops ,"7,188 SAR ",2022-02-03
Air Serbia,PAR,SVO,6h 00m ,1 stop ,708 SAR ,2022-02-04
Aeroflot,PAR,SVO,3h 45m ,nonstop ,"1,132 SAR ",2022-02-04
Aeroflot,PAR,SVO,3h 45m ,nonstop ,"1,184 SAR ",2022-02-04
Aeroflot,PAR,SVO,3h 55m ,nonstop ,"1,184 SAR ",2022-02-04
Aeroflot,PAR,SVO,4h 10m ,nonstop ,"1,184 SAR ",2022-02-04
Finnair,PAR,SVO,7h 20m ,1 stop ,589 SAR ,2022-02-04
Air Serbia,PAR,SVO,6h 00m ,1 stop ,630 SAR ,2022-02-04
Finnair,PAR,SVO,10h 35m ,1 stop ,589 SAR ,2022-02-04
Air Serbia,PAR,SVO,14h 10m ,1 stop ,630 SAR ,2022-02-04
LOT,PAR,SVO,7h 30m ,1 stop ,809 SAR ,2022-02-04
LOT,PAR,SVO,11h 10m ,1 stop ,809 SAR ,2022-02-04
"easyJet, Aeroflot",PAR,SVO,8h 55m ,1 stop ,874 SAR ,2022-02-04
"Ryanair, Aeroflot",PAR,SVO,9h 05m ,1 stop ,926 SAR ,2022-02-04
"Aeroflot, Nordwind Airlines",PAR,SVO,7h 35m ,1 stop ,989 SAR ,2022-02-04
Bulgaria Air,PAR,SVO,7h 35m ,1 stop ,994 SAR ,2022-02-04
Aeroflot,PAR,SVO,5h 55m ,1 stop ,"1,009 SAR ",2022-02-04
Aeroflot,PAR,SVO,6h 50m ,1 stop ,"1,041 SAR ",2022-02-04
Aeroflot,PAR,SVO,7h 55m ,1 stop ,"1,041 SAR ",2022-02-04
"Air France, Aeroflot",PAR,SVO,6h 30m ,1 stop ,"1,082 SAR ",2022-02-04
"Wizz Air, LOT",PAR,SVO,14h 40m ,1 stop ,838 SAR ,2022-02-04
"Wizz Air, Aeroflot",PAR,SVO,13h 00m ,1 stop ,845 SAR ,2022-02-04
"Transavia France, Aeroflot",PAR,SVO,9h 50m ,1 stop ,931 SAR ,2022-02-04
"Vueling, Aeroflot",PAR,SVO,8h 35m ,1 stop ,"1,019 SAR ",2022-02-04
"Vueling, Aeroflot",PAR,SVO,9h 05m ,1 stop ,"1,022 SAR ",2022-02-04
"easyJet, Aeroflot",PAR,SVO,8h 00m ,1 stop ,"1,027 SAR ",2022-02-04
"Turkish Airlines, Nordwind Airlines",PAR,SVO,8h 50m ,1 stop ,"1,041 SAR ",2022-02-04
"easyJet, Aeroflot",PAR,SVO,7h 00m ,1 stop ,"1,059 SAR ",2022-02-04
"easyJet, Aeroflot",PAR,SVO,7h 40m ,1 stop ,"1,059 SAR ",2022-02-04
"easyJet, Aeroflot",PAR,SVO,8h 55m ,1 stop ,"1,059 SAR ",2022-02-04
"Air France, Aeroflot",PAR,SVO,7h 35m ,1 stop ,"1,137 SAR ",2022-02-04
KLM,PAR,SVO,5h 15m ,1 stop ,"1,201 SAR ",2022-02-04
KLM,PAR,SVO,5h 30m ,1 stop ,"1,201 SAR ",2022-02-04
KLM,PAR,SVO,5h 40m ,1 stop ,"1,201 SAR ",2022-02-04
KLM,PAR,SVO,5h 55m ,1 stop ,"1,201 SAR ",2022-02-04
KLM,PAR,SVO,6h 55m ,1 stop ,"1,201 SAR ",2022-02-04
KLM,PAR,SVO,7h 00m ,1 stop ,"1,201 SAR ",2022-02-04
KLM,PAR,SVO,7h 50m ,1 stop ,"1,201 SAR ",2022-02-04
KLM,PAR,SVO,9h 25m ,1 stop ,"1,201 SAR ",2022-02-04
KLM,PAR,SVO,12h 10m ,1 stop ,"1,201 SAR ",2022-02-04
KLM,PAR,SVO,13h 35m ,1 stop ,"1,201 SAR ",2022-02-04
KLM,PAR,SVO,14h 25m ,1 stop ,"1,201 SAR ",2022-02-04
KLM,PAR,SVO,14h 50m ,1 stop ,"1,201 SAR ",2022-02-04
LOT,PAR,SVO,8h 05m ,1 stop ,"1,251 SAR ",2022-02-04
LOT,PAR,SVO,11h 45m ,1 stop ,"1,251 SAR ",2022-02-04
"easyJet, LOT",PAR,SVO,11h 15m ,2 stops ,679 SAR ,2022-02-04
"Ryanair, KLM",PAR,SVO,10h 15m ,2 stops ,680 SAR ,2022-02-04
"Blue Air, Air Serbia",PAR,SVO,12h 55m ,2 stops ,730 SAR ,2022-02-04
"Finnair, Aeroflot",PAR,SVO,8h 20m ,2 stops ,747 SAR ,2022-02-04
"Wizz Air, LOT",PAR,SVO,9h 20m ,2 stops ,757 SAR ,2022-02-04
"Finnair, Pobeda",PAR,SVO,8h 30m ,2 stops ,784 SAR ,2022-02-04
"Ryanair, Air Serbia",PAR,SVO,10h 45m ,2 stops ,803 SAR ,2022-02-04
"Wizz Air, Air Serbia",PAR,SVO,13h 20m ,2 stops ,836 SAR ,2022-02-04
Multiple Airlines,PAR,SVO,8h 50m ,2 stops ,837 SAR ,2022-02-04
"easyJet, KLM",PAR,SVO,10h 30m ,2 stops ,843 SAR ,2022-02-04
"Ryanair, LOT",PAR,SVO,13h 45m ,1 stop ,865 SAR ,2022-02-04
"Pegasus Airlines, Aeroflot",PAR,SVO,12h 00m ,2 stops ,877 SAR ,2022-02-04
"Lufthansa, Nordwind Airlines",PAR,SVO,9h 00m ,2 stops ,"1,001 SAR ",2022-02-04
Aeroflot,PAR,SVO,8h 55m ,1 stop ,"1,573 SAR ",2022-02-04
Aeroflot,PAR,SVO,9h 35m ,1 stop ,"1,573 SAR ",2022-02-04
Aeroflot,PAR,SVO,10h 55m ,1 stop ,"1,573 SAR ",2022-02-04
Aeroflot,PAR,SVO,12h 15m ,1 stop ,"1,573 SAR ",2022-02-04
Aeroflot,PAR,SVO,13h 45m ,1 stop ,"1,573 SAR ",2022-02-04
Aeroflot,PAR,SVO,15h 00m ,1 stop ,"1,573 SAR ",2022-02-04
Multiple Airlines,PAR,SVO,13h 10m ,2 stops ,467 SAR ,2022-02-04
Multiple Airlines,PAR,SVO,14h 30m ,2 stops ,467 SAR ,2022-02-04
Air Algerie,PAR,SVO,12h 50m ,1 stop ,"2,792 SAR ",2022-02-04
Air Algerie,PAR,SVO,9h 15m ,1 stop ,"2,804 SAR ",2022-02-04
Air Algerie,PAR,SVO,11h 15m ,1 stop ,"2,804 SAR ",2022-02-04
Multiple Airlines,PAR,SVO,7h 15m ,2 stops ,"4,298 SAR ",2022-02-04
"Lufthansa, Aeroflot",PAR,SVO,14h 40m ,2 stops ,"4,423 SAR ",2022-02-04
Qatar Airways,PAR,SVO,12h 50m ,1 stop ,"6,067 SAR ",2022-02-04
Multiple Airlines,PAR,SVO,14h 40m ,2 stops ,"7,188 SAR ",2022-02-04
Aeroflot,PAR,SVO,3h 50m ,nonstop ,"1,132 SAR ",2022-02-05
Air France,PAR,SVO,3h 35m ,nonstop ,"1,398 SAR ",2022-02-05
Aeroflot,PAR,SVO,3h 35m ,nonstop ,"1,590 SAR ",2022-02-05
Finnair,PAR,SVO,7h 00m ,1 stop ,547 SAR ,2022-02-05
Finnair,PAR,SVO,7h 20m ,1 stop ,589 SAR ,2022-02-05
Finnair,PAR,SVO,11h 15m ,1 stop ,547 SAR ,2022-02-05
Finnair,PAR,SVO,10h 35m ,1 stop ,632 SAR ,2022-02-05
"easyJet, Nordwind Airlines",PAR,SVO,7h 55m ,1 stop ,658 SAR ,2022-02-05
"easyJet, Nordwind Airlines",PAR,SVO,9h 45m ,1 stop ,658 SAR ,2022-02-05
Finnair,PAR,SVO,16h 05m ,1 stop ,547 SAR ,2022-02-05
Air Serbia,PAR,SVO,12h 30m ,1 stop ,630 SAR ,2022-02-05
"easyJet, Nordwind Airlines",PAR,SVO,12h 30m ,1 stop ,648 SAR ,2022-02-05
LOT,PAR,SVO,11h 10m ,1 stop ,809 SAR ,2022-02-05
airBaltic,PAR,SVO,9h 40m ,1 stop ,862 SAR ,2022-02-05
"easyJet, Aeroflot",PAR,SVO,10h 00m ,1 stop ,932 SAR ,2022-02-05
LOT,PAR,SVO,7h 30m ,1 stop ,990 SAR ,2022-02-05
Bulgaria Air,PAR,SVO,7h 35m ,1 stop ,994 SAR ,2022-02-05
"Vueling, Aeroflot",PAR,SVO,8h 05m ,1 stop ,"1,062 SAR ",2022-02-05
"Air France, Nordwind Airlines",PAR,SVO,6h 45m ,1 stop ,"1,080 SAR ",2022-02-05
"easyJet, Aeroflot",PAR,SVO,7h 00m ,1 stop ,"1,133 SAR ",2022-02-05
"easyJet, Aeroflot",PAR,SVO,7h 15m ,1 stop ,"1,191 SAR ",2022-02-05
"easyJet, Aeroflot",PAR,SVO,8h 25m ,1 stop ,"1,191 SAR ",2022-02-05
KLM,PAR,SVO,5h 15m ,1 stop ,"1,201 SAR ",2022-02-05
KLM,PAR,SVO,5h 40m ,1 stop ,"1,201 SAR ",2022-02-05
KLM,PAR,SVO,5h 55m ,1 stop ,"1,201 SAR ",2022-02-05
KLM,PAR,SVO,6h 55m ,1 stop ,"1,201 SAR ",2022-02-05
KLM,PAR,SVO,7h 50m ,1 stop ,"1,201 SAR ",2022-02-05
KLM,PAR,SVO,9h 25m ,1 stop ,"1,201 SAR ",2022-02-05
LOT,PAR,SVO,8h 05m ,1 stop ,"1,251 SAR ",2022-02-05
Multiple Airlines,PAR,SVO,12h 45m ,2 stops ,793 SAR ,2022-02-05
"easyJet, Nordwind Airlines",PAR,SVO,12h 15m ,2 stops ,807 SAR ,2022-02-05
Finnair,PAR,SVO,14h 30m ,1 stop ,855 SAR ,2022-02-05
"Pegasus Airlines, Aeroflot",PAR,SVO,12h 00m ,2 stops ,875 SAR ,2022-02-05
"easyJet, KLM",PAR,SVO,11h 35m ,2 stops ,878 SAR ,2022-02-05
"Lufthansa, Nordwind Airlines",PAR,SVO,9h 15m ,2 stops ,911 SAR ,2022-02-05
"Lufthansa, Nordwind Airlines",PAR,SVO,8h 10m ,2 stops ,916 SAR ,2022-02-05
"Lufthansa, Nordwind Airlines",PAR,SVO,10h 20m ,2 stops ,916 SAR ,2022-02-05
"Air France, KLM",PAR,SVO,10h 40m ,2 stops ,944 SAR ,2022-02-05
"Lufthansa, Nordwind Airlines",PAR,SVO,11h 45m ,2 stops ,945 SAR ,2022-02-05
"Air Moldova, Aeroflot",PAR,SVO,12h 15m ,1 stop ,969 SAR ,2022-02-05
"Finnair, Aeroflot",PAR,SVO,8h 20m ,2 stops ,991 SAR ,2022-02-05
"Lufthansa, Aeroflot",PAR,SVO,8h 15m ,2 stops ,"1,051 SAR ",2022-02-05
"Lufthansa, Aeroflot",PAR,SVO,9h 20m ,2 stops ,"1,051 SAR ",2022-02-05
"Wizz Air, LOT",PAR,SVO,9h 20m ,2 stops ,"1,114 SAR ",2022-02-05
"Lufthansa, LOT",PAR,SVO,9h 05m ,2 stops ,"1,151 SAR ",2022-02-05
KLM,PAR,SVO,12h 10m ,1 stop ,"1,201 SAR ",2022-02-05
KLM,PAR,SVO,13h 35m ,1 stop ,"1,201 SAR ",2022-02-05
LOT,PAR,SVO,11h 45m ,1 stop ,"1,251 SAR ",2022-02-05
Aeroflot,PAR,SVO,7h 35m ,1 stop ,"1,883 SAR ",2022-02-05
Aeroflot,PAR,SVO,8h 35m ,1 stop ,"1,883 SAR ",2022-02-05
Aeroflot,PAR,SVO,9h 10m ,1 stop ,"1,883 SAR ",2022-02-05
Aeroflot,PAR,SVO,10h 05m ,1 stop ,"1,883 SAR ",2022-02-05
Aeroflot,PAR,SVO,11h 10m ,1 stop ,"1,883 SAR ",2022-02-05
Aeroflot,PAR,SVO,12h 10m ,1 stop ,"1,883 SAR ",2022-02-05
Aeroflot,PAR,SVO,12h 50m ,1 stop ,"1,883 SAR ",2022-02-05
Aeroflot,PAR,SVO,14h 10m ,1 stop ,"1,883 SAR ",2022-02-05
"Lufthansa, airBaltic",PAR,SVO,9h 35m ,2 stops ,"1,701 SAR ",2022-02-05
Qatar Airways,PAR,SVO,14h 45m ,1 stop ,"6,101 SAR ",2022-02-05
"SWISS, KLM",PAR,SVO,7h 55m ,2 stops ,"6,295 SAR ",2022-02-05
airBaltic,PAR,SVO,13h 25m ,1 stop ,708 SAR ,2022-02-06
Aeroflot,PAR,SVO,3h 50m ,nonstop ,"1,155 SAR ",2022-02-06
Air France,PAR,SVO,3h 45m ,nonstop ,"1,393 SAR ",2022-02-06
Air France,PAR,SVO,3h 55m ,nonstop ,"1,459 SAR ",2022-02-06
Finnair,PAR,SVO,7h 20m ,1 stop ,589 SAR ,2022-02-06
Finnair,PAR,SVO,10h 35m ,1 stop ,589 SAR ,2022-02-06
airBaltic,PAR,SVO,13h 25m ,1 stop ,612 SAR ,2022-02-06
"Ryanair, airBaltic",PAR,SVO,10h 35m ,1 stop ,659 SAR ,2022-02-06
"Ryanair, Aeroflot",PAR,SVO,6h 00m ,1 stop ,734 SAR ,2022-02-06
LOT,PAR,SVO,7h 30m ,1 stop ,809 SAR ,2022-02-06
