Airline,Source,Destination,Duration,Total stops,Price,Date
Lufthansa,NYC,RUH,18h 25m ,2 stops ,"3,502 SAR ",2022-02-01
Lufthansa,NYC,RUH,18h 25m ,2 stops ,"3,502 SAR ",2022-02-01
Lufthansa,NYC,RUH,18h 25m ,2 stops ,"3,502 SAR ",2022-02-01
Lufthansa,NYC,RUH,18h 25m ,2 stops ,"3,502 SAR ",2022-02-01
SWISS,NYC,RUH,17h 00m ,2 stops ,"3,508 SAR ",2022-02-01
Lufthansa,NYC,RUH,18h 00m ,2 stops ,"3,517 SAR ",2022-02-01
Lufthansa,NYC,RUH,17h 00m ,2 stops ,"3,518 SAR ",2022-02-01
Lufthansa,NYC,RUH,18h 35m ,2 stops ,"3,522 SAR ",2022-02-01
Lufthansa,NYC,RUH,18h 35m ,2 stops ,"3,522 SAR ",2022-02-01
Lufthansa,NYC,RUH,18h 35m ,2 stops ,"3,522 SAR ",2022-02-01
Lufthansa,NYC,RUH,18h 35m ,2 stops ,"3,522 SAR ",2022-02-01
Lufthansa,NYC,RUH,17h 10m ,2 stops ,"3,534 SAR ",2022-02-01
Lufthansa,NYC,RUH,16h 55m ,2 stops ,"3,542 SAR ",2022-02-01
SWISS,NYC,RUH,18h 05m ,2 stops ,"3,544 SAR ",2022-02-01
Lufthansa,NYC,RUH,18h 05m ,2 stops ,"3,556 SAR ",2022-02-01
"Air Canada, Lufthansa",NYC,RUH,20h 00m ,2 stops ,"3,557 SAR ",2022-02-01
"Air Canada, Lufthansa",NYC,RUH,20h 10m ,2 stops ,"3,557 SAR ",2022-02-01
"Air Canada, Lufthansa",NYC,RUH,21h 14m ,2 stops ,"3,557 SAR ",2022-02-01
"Air Canada, Lufthansa",NYC,RUH,23h 00m ,2 stops ,"3,557 SAR ",2022-02-01
"United Airlines, Lufthansa",NYC,RUH,20h 05m ,2 stops ,"3,574 SAR ",2022-02-01
"United Airlines, Lufthansa",NYC,RUH,18h 00m ,2 stops ,"3,577 SAR ",2022-02-01
"Air Canada, Lufthansa",NYC,RUH,17h 05m ,2 stops ,"3,578 SAR ",2022-02-01
"Air Canada, Lufthansa",NYC,RUH,17h 15m ,2 stops ,"3,578 SAR ",2022-02-01
"Air Canada, Lufthansa",NYC,RUH,18h 05m ,2 stops ,"3,578 SAR ",2022-02-01
"Air Canada, Lufthansa",NYC,RUH,19h 05m ,2 stops ,"3,578 SAR ",2022-02-01
"Air Canada, Lufthansa",NYC,RUH,20h 15m ,2 stops ,"3,578 SAR ",2022-02-01
"Air Canada, Lufthansa",NYC,RUH,21h 45m ,2 stops ,"3,578 SAR ",2022-02-01
"Air Canada, Lufthansa",NYC,RUH,21h 45m ,2 stops ,"3,578 SAR ",2022-02-01
"Air Canada, Lufthansa",NYC,RUH,21h 45m ,2 stops ,"3,578 SAR ",2022-02-01
"United Airlines, Lufthansa",NYC,RUH,17h 10m ,2 stops ,"3,594 SAR ",2022-02-01
"Turkish Airlines, flynas",NYC,RUH,18h 20m ,2 stops ,"3,667 SAR ",2022-02-01
Emirates,NYC,RUH,18h 30m ,2 stops ,"3,759 SAR ",2022-02-01
Emirates,NYC,RUH,19h 25m ,2 stops ,"3,759 SAR ",2022-02-01
Emirates,NYC,RUH,24h 05m ,2 stops ,"3,759 SAR ",2022-02-01
KLM,NYC,RUH,19h 50m ,2 stops ,"3,812 SAR ",2022-02-01
KLM,NYC,RUH,18h 50m ,2 stops ,"3,828 SAR ",2022-02-01
KLM,NYC,RUH,19h 50m ,2 stops ,"3,828 SAR ",2022-02-01
KLM,NYC,RUH,19h 50m ,2 stops ,"3,828 SAR ",2022-02-01
KLM,NYC,RUH,20h 50m ,2 stops ,"3,828 SAR ",2022-02-01
KLM,NYC,RUH,20h 50m ,2 stops ,"3,828 SAR ",2022-02-01
KLM,NYC,RUH,19h 20m ,2 stops ,"3,840 SAR ",2022-02-01
KLM,NYC,RUH,19h 20m ,2 stops ,"3,840 SAR ",2022-02-01
KLM,NYC,RUH,20h 21m ,2 stops ,"3,892 SAR ",2022-02-01
KLM,NYC,RUH,20h 50m ,2 stops ,"3,892 SAR ",2022-02-01
KLM,NYC,RUH,20h 50m ,2 stops ,"3,914 SAR ",2022-02-01
KLM,NYC,RUH,20h 50m ,2 stops ,"3,914 SAR ",2022-02-01
KLM,NYC,RUH,21h 50m ,2 stops ,"3,914 SAR ",2022-02-01
KLM,NYC,RUH,21h 50m ,2 stops ,"3,914 SAR ",2022-02-01
KLM,NYC,RUH,21h 50m ,2 stops ,"3,914 SAR ",2022-02-01
KLM,NYC,RUH,21h 50m ,2 stops ,"3,914 SAR ",2022-02-01
KLM,NYC,RUH,21h 50m ,2 stops ,"3,914 SAR ",2022-02-01
KLM,NYC,RUH,22h 50m ,2 stops ,"3,914 SAR ",2022-02-01
KLM,NYC,RUH,22h 50m ,2 stops ,"3,914 SAR ",2022-02-01
KLM,NYC,RUH,22h 50m ,2 stops ,"3,914 SAR ",2022-02-01
KLM,NYC,RUH,17h 20m ,2 stops ,"3,927 SAR ",2022-02-01
"Turkish Airlines, Royal Jordanian",NYC,RUH,17h 50m ,2 stops ,"4,530 SAR ",2022-02-01
"Virgin Atlantic, SAUDIA",NYC,RUH,17h 15m ,1 stop ,"7,632 SAR ",2022-02-01
"American Airlines, British Airways",NYC,RUH,17h 15m ,1 stop ,"7,633 SAR ",2022-02-01
"American Airlines, British Airways",NYC,RUH,17h 55m ,1 stop ,"7,633 SAR ",2022-02-01
"American Airlines, British Airways",NYC,RUH,18h 05m ,1 stop ,"7,633 SAR ",2022-02-01
"American Airlines, British Airways",NYC,RUH,18h 35m ,1 stop ,"7,633 SAR ",2022-02-01
"American Airlines, British Airways",NYC,RUH,19h 25m ,1 stop ,"7,633 SAR ",2022-02-01
"American Airlines, British Airways",NYC,RUH,19h 55m ,1 stop ,"7,633 SAR ",2022-02-01
"American Airlines, British Airways",NYC,RUH,20h 10m ,1 stop ,"7,633 SAR ",2022-02-01
"American Airlines, British Airways",NYC,RUH,20h 20m ,1 stop ,"7,633 SAR ",2022-02-01
British Airways,NYC,RUH,17h 15m ,1 stop ,"7,656 SAR ",2022-02-01
British Airways,NYC,RUH,17h 55m ,1 stop ,"7,656 SAR ",2022-02-01
British Airways,NYC,RUH,18h 05m ,1 stop ,"7,656 SAR ",2022-02-01
British Airways,NYC,RUH,18h 35m ,1 stop ,"7,656 SAR ",2022-02-01
British Airways,NYC,RUH,19h 25m ,1 stop ,"7,656 SAR ",2022-02-01
British Airways,NYC,RUH,19h 55m ,1 stop ,"7,656 SAR ",2022-02-01
British Airways,NYC,RUH,20h 10m ,1 stop ,"7,656 SAR ",2022-02-01
British Airways,NYC,RUH,20h 20m ,1 stop ,"7,656 SAR ",2022-02-01
Qatar Airways,NYC,RUH,21h 55m ,2 stops ,"5,510 SAR ",2022-02-01
Qatar Airways,NYC,RUH,23h 45m ,2 stops ,"5,510 SAR ",2022-02-01
Qatar Airways,NYC,RUH,23h 45m ,2 stops ,"5,510 SAR ",2022-02-01
Qatar Airways,NYC,RUH,21h 40m ,2 stops ,"5,543 SAR ",2022-02-01
"Turkish Airlines, AnadoluJet",NYC,RUH,19h 25m ,1 stop ,"5,879 SAR ",2022-02-01
British Airways,NYC,RUH,21h 21m ,2 stops ,"7,656 SAR ",2022-02-01
British Airways,NYC,RUH,22h 20m ,2 stops ,"7,673 SAR ",2022-02-01
British Airways,NYC,RUH,22h 20m ,2 stops ,"7,673 SAR ",2022-02-01
British Airways,NYC,RUH,22h 57m ,2 stops ,"7,673 SAR ",2022-02-01
British Airways,NYC,RUH,22h 57m ,2 stops ,"7,673 SAR ",2022-02-01
British Airways,NYC,RUH,21h 32m ,2 stops ,"7,677 SAR ",2022-02-01
British Airways,NYC,RUH,22h 21m ,2 stops ,"7,981 SAR ",2022-02-01
British Airways,NYC,RUH,22h 25m ,2 stops ,"7,981 SAR ",2022-02-01
British Airways,NYC,RUH,23h 21m ,2 stops ,"7,981 SAR ",2022-02-01
British Airways,NYC,RUH,23h 21m ,2 stops ,"7,981 SAR ",2022-02-01
British Airways,NYC,RUH,23h 50m ,2 stops ,"7,981 SAR ",2022-02-01
Qatar Airways,NYC,RUH,21h 55m ,2 stops ,"5,590 SAR ",2022-02-01
British Airways,NYC,RUH,23h 50m ,2 stops ,"14,119 SAR ",2022-02-01
Multiple Airlines,NYC,RUH,17h 10m ,2 stops ,"17,375 SAR ",2022-02-01
"Air France, SAUDIA",NYC,RUH,14h 45m ,1 stop ,"73,151 SAR ",2022-02-01
"Air France, SAUDIA",NYC,RUH,15h 45m ,1 stop ,"73,151 SAR ",2022-02-01
"Singapore Airlines, Egypt Air",NYC,RUH,23h 25m ,2 stops ,"12,496 SAR ",2022-02-01
"Singapore Airlines, Egypt Air",NYC,RUH,23h 25m ,2 stops ,"12,945 SAR ",2022-02-01
Etihad Airways,NYC,RUH,15h 45m ,1 stop ,"2,154 SAR ",2022-02-02
Etihad Airways,NYC,RUH,15h 45m ,1 stop ,"2,078 SAR ",2022-02-02
Etihad Airways,NYC,RUH,21h 55m ,1 stop ,"2,078 SAR ",2022-02-02
Egypt Air,NYC,RUH,18h 40m ,1 stop ,"2,149 SAR ",2022-02-02
Qatar Airways,NYC,RUH,20h 15m ,1 stop ,"2,523 SAR ",2022-02-02
Qatar Airways,NYC,RUH,21h 10m ,1 stop ,"2,523 SAR ",2022-02-02
Ethiopian Air,NYC,RUH,21h 40m ,1 stop ,"2,815 SAR ",2022-02-02
"Finnair, SAUDIA",NYC,RUH,18h 00m ,1 stop ,"3,014 SAR ",2022-02-02
Lufthansa,NYC,RUH,16h 10m ,1 stop ,"3,512 SAR ",2022-02-02
"United Airlines, Lufthansa",NYC,RUH,16h 10m ,1 stop ,"3,557 SAR ",2022-02-02
Turkish Airlines,NYC,RUH,21h 25m ,1 stop ,"2,944 SAR ",2022-02-02
Turkish Airlines,NYC,RUH,22h 15m ,1 stop ,"2,944 SAR ",2022-02-02
"American Airlines, Qatar Airways",NYC,RUH,20h 15m ,1 stop ,"3,074 SAR ",2022-02-02
"American Airlines, Qatar Airways",NYC,RUH,21h 10m ,1 stop ,"3,074 SAR ",2022-02-02
Lufthansa,NYC,RUH,17h 35m ,1 stop ,"3,492 SAR ",2022-02-02
Lufthansa,NYC,RUH,19h 55m ,1 stop ,"3,492 SAR ",2022-02-02
"United Airlines, Lufthansa",NYC,RUH,17h 35m ,1 stop ,"3,557 SAR ",2022-02-02
"United Airlines, Lufthansa",NYC,RUH,19h 55m ,1 stop ,"3,557 SAR ",2022-02-02
Air France,NYC,RUH,14h 45m ,1 stop ,"3,758 SAR ",2022-02-02
Air France,NYC,RUH,15h 45m ,1 stop ,"3,758 SAR ",2022-02-02
Air France,NYC,RUH,16h 45m ,1 stop ,"3,758 SAR ",2022-02-02
Air France,NYC,RUH,17h 45m ,1 stop ,"3,758 SAR ",2022-02-02
Air France,NYC,RUH,18h 45m ,1 stop ,"3,758 SAR ",2022-02-02
KLM,NYC,RUH,17h 50m ,1 stop ,"3,759 SAR ",2022-02-02
KLM,NYC,RUH,19h 50m ,1 stop ,"3,759 SAR ",2022-02-02
Emirates,NYC,RUH,20h 05m ,1 stop ,"3,759 SAR ",2022-02-02
Emirates,NYC,RUH,18h 30m ,1 stop ,"3,790 SAR ",2022-02-02
Emirates,NYC,RUH,19h 25m ,1 stop ,"3,790 SAR ",2022-02-02
Air France,NYC,RUH,17h 50m ,1 stop ,"3,822 SAR ",2022-02-02
KLM,NYC,RUH,20h 45m ,1 stop ,"3,759 SAR ",2022-02-02
Emirates,NYC,RUH,24h 10m ,1 stop ,"3,759 SAR ",2022-02-02
Emirates,NYC,RUH,24h 05m ,1 stop ,"3,790 SAR ",2022-02-02
Emirates,NYC,RUH,24h 55m ,1 stop ,"3,790 SAR ",2022-02-02
Emirates,NYC,RUH,25h 00m ,1 stop ,"3,790 SAR ",2022-02-02
Air France,NYC,RUH,19h 50m ,1 stop ,"3,822 SAR ",2022-02-02
"Air France, SAUDIA",NYC,RUH,17h 45m ,1 stop ,"4,054 SAR ",2022-02-02
"Finnair, British Airways",NYC,RUH,17h 15m ,1 stop ,"4,256 SAR ",2022-02-02
"Emirates, flynas",NYC,RUH,17h 45m ,1 stop ,"4,369 SAR ",2022-02-02
"Royal Air Maroc, Air Arabia",NYC,RUH,18h 45m ,2 stops ,"2,161 SAR ",2022-02-02
"Egypt Air, SAUDIA",NYC,RUH,21h 10m ,2 stops ,"2,570 SAR ",2022-02-02
"Royal Air Maroc, Egypt Air",NYC,RUH,17h 15m ,2 stops ,"2,744 SAR ",2022-02-02
"Egypt Air, SAUDIA",NYC,RUH,19h 05m ,2 stops ,"2,873 SAR ",2022-02-02
"Virgin Atlantic, SAUDIA",NYC,RUH,16h 14m ,1 stop ,"7,486 SAR ",2022-02-02
"American Airlines, British Airways",NYC,RUH,15h 35m ,1 stop ,"7,633 SAR ",2022-02-02
British Airways,NYC,RUH,15h 35m ,1 stop ,"7,656 SAR ",2022-02-02
"Royal Air Maroc, flynas",NYC,RUH,22h 25m ,2 stops ,"2,106 SAR ",2022-02-02
Multiple Airlines,NYC,RUH,21h 20m ,2 stops ,"2,508 SAR ",2022-02-02
"Finnair, Turkish Airlines",NYC,RUH,21h 30m ,2 stops ,"2,554 SAR ",2022-02-02
Ethiopian Air,NYC,RUH,21h 40m ,2 stops ,"2,605 SAR ",2022-02-02
"Egypt Air, flynas",NYC,RUH,18h 35m ,2 stops ,"2,675 SAR ",2022-02-02
"Egypt Air, SAUDIA",NYC,RUH,22h 10m ,2 stops ,"2,757 SAR ",2022-02-02
Ethiopian Air,NYC,RUH,21h 40m ,2 stops ,"2,788 SAR ",2022-02-02
"Egypt Air, SAUDIA",NYC,RUH,20h 05m ,2 stops ,"2,873 SAR ",2022-02-02
"Egypt Air, Gulf Air",NYC,RUH,18h 10m ,2 stops ,"2,915 SAR ",2022-02-02
Qatar Airways,NYC,RUH,24h 11m ,2 stops ,"2,978 SAR ",2022-02-02
"Air France, Royal Jordanian",NYC,RUH,18h 20m ,2 stops ,"3,123 SAR ",2022-02-02
"Air France, Royal Jordanian",NYC,RUH,21h 40m ,2 stops ,"3,123 SAR ",2022-02-02
"Emirates, Egypt Air",NYC,RUH,20h 40m ,2 stops ,"3,171 SAR ",2022-02-02
Qatar Airways,NYC,RUH,23h 40m ,2 stops ,"3,190 SAR ",2022-02-02
Qatar Airways,NYC,RUH,24h 40m ,2 stops ,"3,199 SAR ",2022-02-02
Etihad Airways,NYC,RUH,24h 45m ,2 stops ,"3,215 SAR ",2022-02-02
Air Canada,NYC,RUH,20h 00m ,2 stops ,"3,403 SAR ",2022-02-02
Air Canada,NYC,RUH,20h 10m ,2 stops ,"3,403 SAR ",2022-02-02
Air Canada,NYC,RUH,21h 14m ,2 stops ,"3,403 SAR ",2022-02-02
Air Canada,NYC,RUH,23h 00m ,2 stops ,"3,403 SAR ",2022-02-02
Air Canada,NYC,RUH,25h 00m ,2 stops ,"3,403 SAR ",2022-02-02
Air Canada,NYC,RUH,25h 00m ,2 stops ,"3,403 SAR ",2022-02-02
Air Canada,NYC,RUH,21h 40m ,2 stops ,"3,410 SAR ",2022-02-02
Air Canada,NYC,RUH,22h 40m ,2 stops ,"3,410 SAR ",2022-02-02
Air Canada,NYC,RUH,23h 25m ,2 stops ,"3,410 SAR ",2022-02-02
Air Canada,NYC,RUH,24h 35m ,2 stops ,"3,410 SAR ",2022-02-02
Air Canada,NYC,RUH,17h 05m ,2 stops ,"3,424 SAR ",2022-02-02
Air Canada,NYC,RUH,17h 15m ,2 stops ,"3,424 SAR ",2022-02-02
Air Canada,NYC,RUH,18h 05m ,2 stops ,"3,424 SAR ",2022-02-02
Air Canada,NYC,RUH,19h 05m ,2 stops ,"3,424 SAR ",2022-02-02
Air Canada,NYC,RUH,20h 15m ,2 stops ,"3,424 SAR ",2022-02-02
"Air France, Lufthansa",NYC,RUH,19h 25m ,2 stops ,"3,451 SAR ",2022-02-02
SWISS,NYC,RUH,17h 30m ,2 stops ,"3,488 SAR ",2022-02-02
Lufthansa,NYC,RUH,18h 25m ,2 stops ,"3,502 SAR ",2022-02-02
Lufthansa,NYC,RUH,18h 25m ,2 stops ,"3,502 SAR ",2022-02-02
Lufthansa,NYC,RUH,18h 25m ,2 stops ,"3,502 SAR ",2022-02-02
Lufthansa,NYC,RUH,18h 25m ,2 stops ,"3,502 SAR ",2022-02-02
SWISS,NYC,RUH,17h 00m ,2 stops ,"3,508 SAR ",2022-02-02
Lufthansa,NYC,RUH,18h 00m ,2 stops ,"3,517 SAR ",2022-02-02
Lufthansa,NYC,RUH,17h 00m ,2 stops ,"3,518 SAR ",2022-02-02
Lufthansa,NYC,RUH,17h 30m ,2 stops ,"3,522 SAR ",2022-02-02
Lufthansa,NYC,RUH,18h 35m ,2 stops ,"3,522 SAR ",2022-02-02
Lufthansa,NYC,RUH,18h 35m ,2 stops ,"3,522 SAR ",2022-02-02
Lufthansa,NYC,RUH,18h 35m ,2 stops ,"3,522 SAR ",2022-02-02
Lufthansa,NYC,RUH,18h 35m ,2 stops ,"3,522 SAR ",2022-02-02
Lufthansa,NYC,RUH,17h 10m ,2 stops ,"3,534 SAR ",2022-02-02
Lufthansa,NYC,RUH,16h 55m ,2 stops ,"3,542 SAR ",2022-02-02
SWISS,NYC,RUH,18h 05m ,2 stops ,"3,544 SAR ",2022-02-02
Lufthansa,NYC,RUH,18h 05m ,2 stops ,"3,556 SAR ",2022-02-02
"Air Canada, Lufthansa",NYC,RUH,20h 00m ,2 stops ,"3,557 SAR ",2022-02-02
"Air Canada, Lufthansa",NYC,RUH,20h 10m ,2 stops ,"3,557 SAR ",2022-02-02
"Air Canada, Lufthansa",NYC,RUH,21h 14m ,2 stops ,"3,557 SAR ",2022-02-02
"Air Canada, Lufthansa",NYC,RUH,23h 00m ,2 stops ,"3,557 SAR ",2022-02-02
"Air Canada, Lufthansa",NYC,RUH,25h 00m ,2 stops ,"3,557 SAR ",2022-02-02
"Air Canada, Lufthansa",NYC,RUH,25h 00m ,2 stops ,"3,557 SAR ",2022-02-02
"United Airlines, Lufthansa",NYC,RUH,18h 00m ,2 stops ,"3,577 SAR ",2022-02-02
"Air Canada, Lufthansa",NYC,RUH,17h 05m ,2 stops ,"3,578 SAR ",2022-02-02
"Air Canada, Lufthansa",NYC,RUH,17h 15m ,2 stops ,"3,578 SAR ",2022-02-02
"Air Canada, Lufthansa",NYC,RUH,18h 05m ,2 stops ,"3,578 SAR ",2022-02-02
"Air Canada, Lufthansa",NYC,RUH,19h 05m ,2 stops ,"3,578 SAR ",2022-02-02
"Air Canada, Lufthansa",NYC,RUH,20h 15m ,2 stops ,"3,578 SAR ",2022-02-02
"Air Canada, Lufthansa",NYC,RUH,20h 35m ,2 stops ,"3,578 SAR ",2022-02-02
"Air Canada, Lufthansa",NYC,RUH,21h 45m ,2 stops ,"3,578 SAR ",2022-02-02
"Air Canada, Lufthansa",NYC,RUH,21h 45m ,2 stops ,"3,578 SAR ",2022-02-02
"United Airlines, Lufthansa",NYC,RUH,17h 10m ,2 stops ,"3,594 SAR ",2022-02-02
"Turkish Airlines, flynas",NYC,RUH,17h 30m ,2 stops ,"3,654 SAR ",2022-02-02
Emirates,NYC,RUH,18h 30m ,2 stops ,"3,759 SAR ",2022-02-02
Emirates,NYC,RUH,19h 25m ,2 stops ,"3,759 SAR ",2022-02-02
Emirates,NYC,RUH,24h 05m ,2 stops ,"3,759 SAR ",2022-02-02
Emirates,NYC,RUH,24h 55m ,2 stops ,"3,759 SAR ",2022-02-02
Emirates,NYC,RUH,25h 00m ,2 stops ,"3,759 SAR ",2022-02-02
Air France,NYC,RUH,20h 05m ,2 stops ,"3,775 SAR ",2022-02-02
KLM,NYC,RUH,19h 20m ,2 stops ,"3,809 SAR ",2022-02-02
KLM,NYC,RUH,18h 50m ,2 stops ,"3,828 SAR ",2022-02-02
Air France,NYC,RUH,18h 50m ,2 stops ,"3,828 SAR ",2022-02-02
KLM,NYC,RUH,19h 50m ,2 stops ,"3,828 SAR ",2022-02-02
KLM,NYC,RUH,19h 50m ,2 stops ,"3,828 SAR ",2022-02-02
Air France,NYC,RUH,19h 50m ,2 stops ,"3,828 SAR ",2022-02-02
Air France,NYC,RUH,19h 50m ,2 stops ,"3,828 SAR ",2022-02-02
"Turkish Airlines, SAUDIA",NYC,RUH,17h 15m ,2 stops ,"3,830 SAR ",2022-02-02
KLM,NYC,RUH,19h 20m ,2 stops ,"3,840 SAR ",2022-02-02
KLM,NYC,RUH,19h 20m ,2 stops ,"3,840 SAR ",2022-02-02
KLM,NYC,RUH,20h 50m ,2 stops ,"3,901 SAR ",2022-02-02
KLM,NYC,RUH,20h 50m ,2 stops ,"3,901 SAR ",2022-02-02
KLM,NYC,RUH,20h 50m ,2 stops ,"3,901 SAR ",2022-02-02
KLM,NYC,RUH,20h 50m ,2 stops ,"3,901 SAR ",2022-02-02
KLM,NYC,RUH,21h 50m ,2 stops ,"3,901 SAR ",2022-02-02
KLM,NYC,RUH,21h 50m ,2 stops ,"3,901 SAR ",2022-02-02
KLM,NYC,RUH,21h 50m ,2 stops ,"3,901 SAR ",2022-02-02
KLM,NYC,RUH,21h 50m ,2 stops ,"3,901 SAR ",2022-02-02
KLM,NYC,RUH,21h 50m ,2 stops ,"3,901 SAR ",2022-02-02
KLM,NYC,RUH,17h 20m ,2 stops ,"3,914 SAR ",2022-02-02
Air France,NYC,RUH,20h 50m ,2 stops ,"4,070 SAR ",2022-02-02
Air France,NYC,RUH,20h 50m ,2 stops ,"4,070 SAR ",2022-02-02
Air France,NYC,RUH,20h 50m ,2 stops ,"4,070 SAR ",2022-02-02
Air France,NYC,RUH,20h 50m ,2 stops ,"4,070 SAR ",2022-02-02
Air France,NYC,RUH,21h 50m ,2 stops ,"4,070 SAR ",2022-02-02
Air France,NYC,RUH,21h 50m ,2 stops ,"4,070 SAR ",2022-02-02
Air France,NYC,RUH,21h 50m ,2 stops ,"4,070 SAR ",2022-02-02
Air France,NYC,RUH,21h 50m ,2 stops ,"4,070 SAR ",2022-02-02
Air France,NYC,RUH,21h 50m ,2 stops ,"4,070 SAR ",2022-02-02
"American Airlines, British Airways",NYC,RUH,17h 15m ,1 stop ,"7,633 SAR ",2022-02-02
"American Airlines, British Airways",NYC,RUH,17h 55m ,1 stop ,"7,633 SAR ",2022-02-02
"American Airlines, British Airways",NYC,RUH,18h 05m ,1 stop ,"7,633 SAR ",2022-02-02
"American Airlines, British Airways",NYC,RUH,18h 35m ,1 stop ,"7,633 SAR ",2022-02-02
"American Airlines, British Airways",NYC,RUH,19h 40m ,1 stop ,"7,633 SAR ",2022-02-02
"American Airlines, British Airways",NYC,RUH,19h 55m ,1 stop ,"7,633 SAR ",2022-02-02
"American Airlines, British Airways",NYC,RUH,20h 10m ,1 stop ,"7,633 SAR ",2022-02-02
"American Airlines, British Airways",NYC,RUH,20h 20m ,1 stop ,"7,633 SAR ",2022-02-02
