Airline,Source,Destination,Duration,Total stops,Price,Date
Air Canada,NYC,PAR,12h 04m ,1 stop ,"1,374 SAR ",2022-02-01
Virgin Atlantic,NYC,PAR,11h 25m ,1 stop ,"1,377 SAR ",2022-02-01
Air Canada,NYC,PAR,10h 05m ,1 stop ,"1,383 SAR ",2022-02-01
Air Canada,NYC,PAR,11h 05m ,1 stop ,"1,383 SAR ",2022-02-01
American Airlines,NYC,PAR,10h 55m ,1 stop ,"1,405 SAR ",2022-02-01
Iberia,NYC,PAR,10h 55m ,1 stop ,"1,411 SAR ",2022-02-01
SWISS,NYC,PAR,9h 45m ,1 stop ,"1,418 SAR ",2022-02-01
SWISS,NYC,PAR,10h 40m ,1 stop ,"1,418 SAR ",2022-02-01
Lufthansa,NYC,PAR,11h 00m ,1 stop ,"1,422 SAR ",2022-02-01
American Airlines,NYC,PAR,9h 35m ,1 stop ,"1,433 SAR ",2022-02-01
American Airlines,NYC,PAR,10h 05m ,1 stop ,"1,433 SAR ",2022-02-01
American Airlines,NYC,PAR,10h 10m ,1 stop ,"1,433 SAR ",2022-02-01
American Airlines,NYC,PAR,10h 20m ,1 stop ,"1,433 SAR ",2022-02-01
American Airlines,NYC,PAR,10h 30m ,1 stop ,"1,433 SAR ",2022-02-01
American Airlines,NYC,PAR,10h 40m ,1 stop ,"1,433 SAR ",2022-02-01
Air France,NYC,PAR,10h 10m ,1 stop ,"1,439 SAR ",2022-02-01
British Airways,NYC,PAR,10h 10m ,1 stop ,"1,439 SAR ",2022-02-01
Delta,NYC,PAR,10h 15m ,1 stop ,"1,442 SAR ",2022-02-01
Delta,NYC,PAR,10h 20m ,1 stop ,"1,442 SAR ",2022-02-01
Virgin Atlantic,NYC,PAR,9h 50m ,1 stop ,"1,450 SAR ",2022-02-01
"Finnair, Iberia Express",NYC,PAR,17h 10m ,1 stop ,"1,045 SAR ",2022-02-01
"TAP AIR PORTUGAL, Air France",NYC,PAR,16h 15m ,1 stop ,"1,224 SAR ",2022-02-01
United Airlines,NYC,PAR,13h 35m ,1 stop ,"1,358 SAR ",2022-02-01
United Airlines,NYC,PAR,13h 50m ,1 stop ,"1,358 SAR ",2022-02-01
United Airlines,NYC,PAR,14h 25m ,1 stop ,"1,358 SAR ",2022-02-01
United Airlines,NYC,PAR,14h 31m ,1 stop ,"1,358 SAR ",2022-02-01
United Airlines,NYC,PAR,14h 40m ,1 stop ,"1,358 SAR ",2022-02-01
United Airlines,NYC,PAR,14h 45m ,1 stop ,"1,358 SAR ",2022-02-01
United Airlines,NYC,PAR,16h 56m ,1 stop ,"1,358 SAR ",2022-02-01
Air Canada,NYC,PAR,15h 50m ,1 stop ,"1,362 SAR ",2022-02-01
Air Canada,NYC,PAR,15h 50m ,1 stop ,"1,362 SAR ",2022-02-01
Air Canada,NYC,PAR,18h 05m ,1 stop ,"1,362 SAR ",2022-02-01
Air Canada,NYC,PAR,20h 05m ,1 stop ,"1,362 SAR ",2022-02-01
Air Canada,NYC,PAR,20h 15m ,1 stop ,"1,362 SAR ",2022-02-01
Delta,NYC,PAR,12h 26m ,1 stop ,"1,370 SAR ",2022-02-01
Delta,NYC,PAR,12h 35m ,1 stop ,"1,370 SAR ",2022-02-01
Delta,NYC,PAR,12h 35m ,1 stop ,"1,370 SAR ",2022-02-01
Delta,NYC,PAR,12h 40m ,1 stop ,"1,370 SAR ",2022-02-01
Delta,NYC,PAR,12h 45m ,1 stop ,"1,370 SAR ",2022-02-01
Delta,NYC,PAR,12h 50m ,1 stop ,"1,370 SAR ",2022-02-01
Delta,NYC,PAR,12h 55m ,1 stop ,"1,370 SAR ",2022-02-01
Delta,NYC,PAR,12h 55m ,1 stop ,"1,370 SAR ",2022-02-01
Delta,NYC,PAR,12h 59m ,1 stop ,"1,370 SAR ",2022-02-01
Delta,NYC,PAR,13h 00m ,1 stop ,"1,370 SAR ",2022-02-01
Delta,NYC,PAR,13h 05m ,1 stop ,"1,370 SAR ",2022-02-01
Delta,NYC,PAR,13h 10m ,1 stop ,"1,370 SAR ",2022-02-01
Lufthansa,NYC,PAR,7h 05m ,nonstop ,"1,353 SAR ",2022-02-02
American Airlines,NYC,PAR,7h 20m ,nonstop ,"1,353 SAR ",2022-02-02
Delta,NYC,PAR,7h 20m ,nonstop ,"1,353 SAR ",2022-02-02
Air France,NYC,PAR,7h 20m ,nonstop ,"1,358 SAR ",2022-02-02
Air France,NYC,PAR,7h 10m ,nonstop ,"1,378 SAR ",2022-02-02
JetBlue,NYC,PAR,7h 20m ,nonstop ,"1,634 SAR ",2022-02-02
SAS,NYC,PAR,11h 00m ,1 stop ,"1,315 SAR ",2022-02-02
American Airlines,NYC,PAR,10h 25m ,1 stop ,"1,405 SAR ",2022-02-02
SWISS,NYC,PAR,10h 40m ,1 stop ,"1,418 SAR ",2022-02-02
American Airlines,NYC,PAR,9h 50m ,1 stop ,"1,433 SAR ",2022-02-02
American Airlines,NYC,PAR,10h 05m ,1 stop ,"1,433 SAR ",2022-02-02
American Airlines,NYC,PAR,10h 10m ,1 stop ,"1,433 SAR ",2022-02-02
American Airlines,NYC,PAR,10h 20m ,1 stop ,"1,433 SAR ",2022-02-02
American Airlines,NYC,PAR,10h 30m ,1 stop ,"1,433 SAR ",2022-02-02
American Airlines,NYC,PAR,10h 30m ,1 stop ,"1,433 SAR ",2022-02-02
"Finnair, Air France",NYC,PAR,10h 15m ,1 stop ,"1,257 SAR ",2022-02-02
SAS,NYC,PAR,11h 00m ,1 stop ,"1,315 SAR ",2022-02-02
United Airlines,NYC,PAR,10h 09m ,1 stop ,"1,358 SAR ",2022-02-02
United Airlines,NYC,PAR,10h 23m ,1 stop ,"1,358 SAR ",2022-02-02
Air Canada,NYC,PAR,9h 05m ,1 stop ,"1,362 SAR ",2022-02-02
Air Canada,NYC,PAR,10h 50m ,1 stop ,"1,362 SAR ",2022-02-02
Air Canada,NYC,PAR,11h 00m ,1 stop ,"1,362 SAR ",2022-02-02
Delta,NYC,PAR,10h 10m ,1 stop ,"1,370 SAR ",2022-02-02
Delta,NYC,PAR,10h 51m ,1 stop ,"1,370 SAR ",2022-02-02
Delta,NYC,PAR,11h 00m ,1 stop ,"1,370 SAR ",2022-02-02
Delta,NYC,PAR,11h 05m ,1 stop ,"1,370 SAR ",2022-02-02
United Airlines,NYC,PAR,10h 05m ,1 stop ,"1,379 SAR ",2022-02-02
Air Canada,NYC,PAR,11h 05m ,1 stop ,"1,383 SAR ",2022-02-02
American Airlines,NYC,PAR,10h 25m ,1 stop ,"1,405 SAR ",2022-02-02
Iberia,NYC,PAR,10h 25m ,1 stop ,"1,411 SAR ",2022-02-02
Iberia,NYC,PAR,10h 55m ,1 stop ,"1,411 SAR ",2022-02-02
"Finnair, Iberia",NYC,PAR,10h 55m ,1 stop ,"1,411 SAR ",2022-02-02
American Airlines,NYC,PAR,10h 55m ,1 stop ,"1,411 SAR ",2022-02-02
SWISS,NYC,PAR,9h 45m ,1 stop ,"1,418 SAR ",2022-02-02
SWISS,NYC,PAR,10h 40m ,1 stop ,"1,418 SAR ",2022-02-02
Lufthansa,NYC,PAR,11h 00m ,1 stop ,"1,422 SAR ",2022-02-02
American Airlines,NYC,PAR,9h 50m ,1 stop ,"1,433 SAR ",2022-02-02
American Airlines,NYC,PAR,10h 05m ,1 stop ,"1,433 SAR ",2022-02-02
American Airlines,NYC,PAR,10h 10m ,1 stop ,"1,433 SAR ",2022-02-02
American Airlines,NYC,PAR,10h 20m ,1 stop ,"1,433 SAR ",2022-02-02
American Airlines,NYC,PAR,10h 30m ,1 stop ,"1,433 SAR ",2022-02-02
American Airlines,NYC,PAR,10h 30m ,1 stop ,"1,433 SAR ",2022-02-02
American Airlines,NYC,PAR,11h 10m ,1 stop ,"1,433 SAR ",2022-02-02
British Airways,NYC,PAR,10h 30m ,1 stop ,"1,439 SAR ",2022-02-02
British Airways,NYC,PAR,11h 10m ,1 stop ,"1,439 SAR ",2022-02-02
United Airlines,NYC,PAR,14h 31m ,1 stop ,"1,358 SAR ",2022-02-02
United Airlines,NYC,PAR,14h 40m ,1 stop ,"1,358 SAR ",2022-02-02
United Airlines,NYC,PAR,14h 45m ,1 stop ,"1,358 SAR ",2022-02-02
United Airlines,NYC,PAR,16h 10m ,1 stop ,"1,358 SAR ",2022-02-02
United Airlines,NYC,PAR,16h 37m ,1 stop ,"1,358 SAR ",2022-02-02
United Airlines,NYC,PAR,16h 56m ,1 stop ,"1,358 SAR ",2022-02-02
Air Canada,NYC,PAR,9h 05m ,1 stop ,"1,362 SAR ",2022-02-02
Air Canada,NYC,PAR,10h 50m ,1 stop ,"1,362 SAR ",2022-02-02
Air Canada,NYC,PAR,11h 00m ,1 stop ,"1,362 SAR ",2022-02-02
Air Canada,NYC,PAR,12h 04m ,1 stop ,"1,362 SAR ",2022-02-02
Air Canada,NYC,PAR,13h 50m ,1 stop ,"1,362 SAR ",2022-02-02
Air Canada,NYC,PAR,15h 50m ,1 stop ,"1,362 SAR ",2022-02-02
Air Canada,NYC,PAR,15h 50m ,1 stop ,"1,362 SAR ",2022-02-02
Air Canada,NYC,PAR,18h 05m ,1 stop ,"1,362 SAR ",2022-02-02
Delta,NYC,PAR,10h 10m ,1 stop ,"1,370 SAR ",2022-02-02
Delta,NYC,PAR,10h 51m ,1 stop ,"1,370 SAR ",2022-02-02
Delta,NYC,PAR,11h 00m ,1 stop ,"1,370 SAR ",2022-02-02
Delta,NYC,PAR,11h 05m ,1 stop ,"1,370 SAR ",2022-02-02
Delta,NYC,PAR,11h 20m ,1 stop ,"1,370 SAR ",2022-02-02
Delta,NYC,PAR,11h 25m ,1 stop ,"1,370 SAR ",2022-02-02
Delta,NYC,PAR,11h 30m ,1 stop ,"1,370 SAR ",2022-02-02
Delta,NYC,PAR,11h 40m ,1 stop ,"1,370 SAR ",2022-02-02
Delta,NYC,PAR,11h 40m ,1 stop ,"1,370 SAR ",2022-02-02
Delta,NYC,PAR,11h 40m ,1 stop ,"1,370 SAR ",2022-02-02
Delta,NYC,PAR,11h 45m ,1 stop ,"1,370 SAR ",2022-02-02
Delta,NYC,PAR,11h 46m ,1 stop ,"1,370 SAR ",2022-02-02
Delta,NYC,PAR,11h 55m ,1 stop ,"1,370 SAR ",2022-02-02
Delta,NYC,PAR,12h 10m ,1 stop ,"1,370 SAR ",2022-02-02
Delta,NYC,PAR,12h 20m ,1 stop ,"1,370 SAR ",2022-02-02
Delta,NYC,PAR,12h 26m ,1 stop ,"1,370 SAR ",2022-02-02
Delta,NYC,PAR,12h 35m ,1 stop ,"1,370 SAR ",2022-02-02
Delta,NYC,PAR,12h 40m ,1 stop ,"1,370 SAR ",2022-02-02
Delta,NYC,PAR,12h 45m ,1 stop ,"1,370 SAR ",2022-02-02
Delta,NYC,PAR,12h 50m ,1 stop ,"1,370 SAR ",2022-02-02
Delta,NYC,PAR,12h 55m ,1 stop ,"1,370 SAR ",2022-02-02
Delta,NYC,PAR,12h 55m ,1 stop ,"1,370 SAR ",2022-02-02
Delta,NYC,PAR,12h 59m ,1 stop ,"1,370 SAR ",2022-02-02
Delta,NYC,PAR,13h 40m ,1 stop ,"1,370 SAR ",2022-02-02
Virgin Atlantic,NYC,PAR,11h 25m ,1 stop ,"1,377 SAR ",2022-02-02
Virgin Atlantic,NYC,PAR,13h 50m ,1 stop ,"1,377 SAR ",2022-02-02
Virgin Atlantic,NYC,PAR,18h 25m ,1 stop ,"1,377 SAR ",2022-02-02
United Airlines,NYC,PAR,10h 05m ,1 stop ,"1,379 SAR ",2022-02-02
Air Canada,NYC,PAR,11h 05m ,1 stop ,"1,383 SAR ",2022-02-02
Air Canada,NYC,PAR,12h 15m ,1 stop ,"1,383 SAR ",2022-02-02
Air Canada,NYC,PAR,12h 35m ,1 stop ,"1,383 SAR ",2022-02-02
Air Canada,NYC,PAR,13h 40m ,1 stop ,"1,383 SAR ",2022-02-02
Air Canada,NYC,PAR,13h 45m ,1 stop ,"1,383 SAR ",2022-02-02
Air Canada,NYC,PAR,14h 40m ,1 stop ,"1,383 SAR ",2022-02-02
Air Canada,NYC,PAR,15h 25m ,1 stop ,"1,383 SAR ",2022-02-02
Air Canada,NYC,PAR,16h 35m ,1 stop ,"1,383 SAR ",2022-02-02
Air Canada,NYC,PAR,17h 30m ,1 stop ,"1,383 SAR ",2022-02-02
TAP AIR PORTUGAL,NYC,PAR,12h 50m ,1 stop ,"1,394 SAR ",2022-02-02
TAP AIR PORTUGAL,NYC,PAR,14h 45m ,1 stop ,"1,394 SAR ",2022-02-02
TAP AIR PORTUGAL,NYC,PAR,15h 45m ,1 stop ,"1,394 SAR ",2022-02-02
TAP AIR PORTUGAL,NYC,PAR,17h 05m ,1 stop ,"1,394 SAR ",2022-02-02
TAP AIR PORTUGAL,NYC,PAR,17h 05m ,1 stop ,"1,394 SAR ",2022-02-02
TAP AIR PORTUGAL,NYC,PAR,17h 40m ,1 stop ,"1,397 SAR ",2022-02-02
KLM,NYC,PAR,13h 00m ,1 stop ,"1,401 SAR ",2022-02-02
American Airlines,NYC,PAR,10h 25m ,1 stop ,"1,405 SAR ",2022-02-02
Iberia,NYC,PAR,10h 25m ,1 stop ,"1,411 SAR ",2022-02-02
Iberia,NYC,PAR,10h 55m ,1 stop ,"1,411 SAR ",2022-02-02
"Finnair, Iberia",NYC,PAR,10h 55m ,1 stop ,"1,411 SAR ",2022-02-02
American Airlines,NYC,PAR,10h 55m ,1 stop ,"1,411 SAR ",2022-02-02
Iberia,NYC,PAR,12h 00m ,1 stop ,"1,411 SAR ",2022-02-02
American Airlines,NYC,PAR,12h 00m ,1 stop ,"1,411 SAR ",2022-02-02
Iberia,NYC,PAR,12h 30m ,1 stop ,"1,411 SAR ",2022-02-02
American Airlines,NYC,PAR,12h 30m ,1 stop ,"1,411 SAR ",2022-02-02
Iberia,NYC,PAR,13h 40m ,1 stop ,"1,411 SAR ",2022-02-02
"Finnair, Iberia",NYC,PAR,13h 40m ,1 stop ,"1,411 SAR ",2022-02-02
American Airlines,NYC,PAR,13h 40m ,1 stop ,"1,411 SAR ",2022-02-02
Iberia,NYC,PAR,14h 45m ,1 stop ,"1,411 SAR ",2022-02-02
American Airlines,NYC,PAR,14h 45m ,1 stop ,"1,411 SAR ",2022-02-02
Iberia,NYC,PAR,15h 45m ,1 stop ,"1,411 SAR ",2022-02-02
Iberia,NYC,PAR,15h 50m ,1 stop ,"1,411 SAR ",2022-02-02
Iberia,NYC,PAR,16h 50m ,1 stop ,"1,411 SAR ",2022-02-02
Iberia,NYC,PAR,17h 10m ,1 stop ,"1,411 SAR ",2022-02-02
SWISS,NYC,PAR,9h 45m ,1 stop ,"1,418 SAR ",2022-02-02
SWISS,NYC,PAR,10h 40m ,1 stop ,"1,418 SAR ",2022-02-02
SWISS,NYC,PAR,13h 25m ,1 stop ,"1,418 SAR ",2022-02-02
SWISS,NYC,PAR,14h 00m ,1 stop ,"1,418 SAR ",2022-02-02
SWISS,NYC,PAR,14h 55m ,1 stop ,"1,418 SAR ",2022-02-02
SWISS,NYC,PAR,15h 10m ,1 stop ,"1,418 SAR ",2022-02-02
SWISS,NYC,PAR,16h 05m ,1 stop ,"1,418 SAR ",2022-02-02
Lufthansa,NYC,PAR,11h 00m ,1 stop ,"1,422 SAR ",2022-02-02
Lufthansa,NYC,PAR,12h 15m ,1 stop ,"1,422 SAR ",2022-02-02
United Airlines,NYC,PAR,12h 55m ,1 stop ,"1,423 SAR ",2022-02-02
Lufthansa,NYC,PAR,14h 30m ,1 stop ,"1,427 SAR ",2022-02-02
Lufthansa,NYC,PAR,15h 35m ,1 stop ,"1,427 SAR ",2022-02-02
Lufthansa,NYC,PAR,16h 25m ,1 stop ,"1,428 SAR ",2022-02-02
American Airlines,NYC,PAR,9h 50m ,1 stop ,"1,433 SAR ",2022-02-02
American Airlines,NYC,PAR,10h 05m ,1 stop ,"1,433 SAR ",2022-02-02
American Airlines,NYC,PAR,10h 10m ,1 stop ,"1,433 SAR ",2022-02-02
American Airlines,NYC,PAR,10h 20m ,1 stop ,"1,433 SAR ",2022-02-02
American Airlines,NYC,PAR,10h 30m ,1 stop ,"1,433 SAR ",2022-02-02
American Airlines,NYC,PAR,10h 30m ,1 stop ,"1,433 SAR ",2022-02-02
American Airlines,NYC,PAR,11h 10m ,1 stop ,"1,433 SAR ",2022-02-02
American Airlines,NYC,PAR,11h 20m ,1 stop ,"1,433 SAR ",2022-02-02
American Airlines,NYC,PAR,11h 50m ,1 stop ,"1,433 SAR ",2022-02-02
American Airlines,NYC,PAR,11h 50m ,1 stop ,"1,433 SAR ",2022-02-02
British Airways,NYC,PAR,10h 30m ,1 stop ,"1,439 SAR ",2022-02-02
British Airways,NYC,PAR,11h 10m ,1 stop ,"1,439 SAR ",2022-02-02
British Airways,NYC,PAR,11h 20m ,1 stop ,"1,439 SAR ",2022-02-02
British Airways,NYC,PAR,11h 50m ,1 stop ,"1,439 SAR ",2022-02-02
British Airways,NYC,PAR,12h 10m ,1 stop ,"1,439 SAR ",2022-02-02
American Airlines,NYC,PAR,12h 10m ,1 stop ,"1,439 SAR ",2022-02-02
British Airways,NYC,PAR,12h 30m ,1 stop ,"1,439 SAR ",2022-02-02
American Airlines,NYC,PAR,12h 40m ,1 stop ,"1,439 SAR ",2022-02-02
American Airlines,NYC,PAR,12h 55m ,1 stop ,"1,439 SAR ",2022-02-02
Delta,NYC,PAR,10h 10m ,1 stop ,"1,442 SAR ",2022-02-02
Delta,NYC,PAR,10h 15m ,1 stop ,"1,442 SAR ",2022-02-02
Delta,NYC,PAR,10h 20m ,1 stop ,"1,442 SAR ",2022-02-02
Delta,NYC,PAR,11h 10m ,1 stop ,"1,442 SAR ",2022-02-02
Delta,NYC,PAR,11h 45m ,1 stop ,"1,442 SAR ",2022-02-02
Delta,NYC,PAR,12h 10m ,1 stop ,"1,442 SAR ",2022-02-02
Delta,NYC,PAR,13h 05m ,1 stop ,"1,442 SAR ",2022-02-02
Delta,NYC,PAR,13h 45m ,1 stop ,"1,442 SAR ",2022-02-02
Delta,NYC,PAR,14h 20m ,1 stop ,"1,442 SAR ",2022-02-02
Delta,NYC,PAR,14h 40m ,1 stop ,"1,442 SAR ",2022-02-02
Air France,NYC,PAR,11h 45m ,1 stop ,"1,444 SAR ",2022-02-02
KLM,NYC,PAR,10h 20m ,1 stop ,"1,448 SAR ",2022-02-02
KLM,NYC,PAR,11h 10m ,1 stop ,"1,448 SAR ",2022-02-02
Virgin Atlantic,NYC,PAR,9h 50m ,1 stop ,"1,450 SAR ",2022-02-02
Virgin Atlantic,NYC,PAR,10h 24m ,1 stop ,"1,450 SAR ",2022-02-02
Virgin Atlantic,NYC,PAR,12h 49m ,1 stop ,"1,450 SAR ",2022-02-02
Virgin Atlantic,NYC,PAR,13h 05m ,1 stop ,"1,450 SAR ",2022-02-02
Virgin Atlantic,NYC,PAR,15h 55m ,1 stop ,"1,450 SAR ",2022-02-02
Virgin Atlantic,NYC,PAR,16h 04m ,1 stop ,"1,450 SAR ",2022-02-02
Delta,NYC,PAR,13h 15m ,1 stop ,"1,455 SAR ",2022-02-02
Air France,NYC,PAR,11h 50m ,1 stop ,"1,460 SAR ",2022-02-02
Air France,NYC,PAR,12h 05m ,1 stop ,"1,460 SAR ",2022-02-02
"American Airlines, Finnair",NYC,PAR,14h 15m ,1 stop ,"1,465 SAR ",2022-02-02
Austrian Airlines,NYC,PAR,15h 10m ,1 stop ,"1,465 SAR ",2022-02-02
Lufthansa,NYC,PAR,10h 05m ,1 stop ,"1,491 SAR ",2022-02-02
Lufthansa,NYC,PAR,10h 10m ,1 stop ,"1,491 SAR ",2022-02-02
Lufthansa,NYC,PAR,12h 30m ,1 stop ,"1,491 SAR ",2022-02-02
Lufthansa,NYC,PAR,13h 15m ,1 stop ,"1,491 SAR ",2022-02-02
British Airways,NYC,PAR,12h 50m ,1 stop ,"1,495 SAR ",2022-02-02
"American Airlines, Finnair",NYC,PAR,12h 50m ,1 stop ,"1,495 SAR ",2022-02-02
"American Airlines, Finnair",NYC,PAR,13h 20m ,1 stop ,"1,495 SAR ",2022-02-02
"American Airlines, Finnair",NYC,PAR,13h 30m ,1 stop ,"1,495 SAR ",2022-02-02
"American Airlines, Finnair",NYC,PAR,14h 00m ,1 stop ,"1,495 SAR ",2022-02-02
"American Airlines, Finnair",NYC,PAR,14h 30m ,1 stop ,"1,495 SAR ",2022-02-02
British Airways,NYC,PAR,12h 55m ,1 stop ,"1,497 SAR ",2022-02-02
British Airways,NYC,PAR,13h 10m ,1 stop ,"1,497 SAR ",2022-02-02
British Airways,NYC,PAR,13h 10m ,1 stop ,"1,497 SAR ",2022-02-02
British Airways,NYC,PAR,13h 25m ,1 stop ,"1,497 SAR ",2022-02-02
KLM,NYC,PAR,13h 05m ,1 stop ,"1,515 SAR ",2022-02-02
KLM,NYC,PAR,13h 45m ,1 stop ,"1,515 SAR ",2022-02-02
Finnair,NYC,PAR,12h 20m ,1 stop ,"1,537 SAR ",2022-02-02
Air Canada,NYC,PAR,20h 05m ,1 stop ,"1,362 SAR ",2022-02-02
Air Canada,NYC,PAR,20h 15m ,1 stop ,"1,362 SAR ",2022-02-02
Air Canada,NYC,PAR,19h 10m ,1 stop ,"1,383 SAR ",2022-02-02
TAP AIR PORTUGAL,NYC,PAR,19h 00m ,1 stop ,"1,397 SAR ",2022-02-02
Iberia,NYC,PAR,19h 05m ,1 stop ,"1,411 SAR ",2022-02-02
Iberia,NYC,PAR,20h 05m ,1 stop ,"1,411 SAR ",2022-02-02
SWISS,NYC,PAR,17h 40m ,1 stop ,"1,418 SAR ",2022-02-02
SWISS,NYC,PAR,18h 00m ,1 stop ,"1,418 SAR ",2022-02-02
SWISS,NYC,PAR,18h 50m ,1 stop ,"1,418 SAR ",2022-02-02
SWISS,NYC,PAR,18h 55m ,1 stop ,"1,418 SAR ",2022-02-02
Lufthansa,NYC,PAR,17h 05m ,1 stop ,"1,427 SAR ",2022-02-02
Lufthansa,NYC,PAR,20h 25m ,1 stop ,"1,427 SAR ",2022-02-02
Lufthansa,NYC,PAR,17h 50m ,1 stop ,"1,428 SAR ",2022-02-02
Lufthansa,NYC,PAR,18h 25m ,1 stop ,"1,428 SAR ",2022-02-02
Lufthansa,NYC,PAR,19h 45m ,1 stop ,"1,428 SAR ",2022-02-02
Lufthansa,NYC,PAR,20h 10m ,1 stop ,"1,428 SAR ",2022-02-02
Iberia,NYC,PAR,16h 50m ,1 stop ,"1,431 SAR ",2022-02-02
American Airlines,NYC,PAR,20h 55m ,1 stop ,"1,439 SAR ",2022-02-02
Virgin Atlantic,NYC,PAR,17h 05m ,1 stop ,"1,450 SAR ",2022-02-02
Virgin Atlantic,NYC,PAR,18h 05m ,1 stop ,"1,450 SAR ",2022-02-02
Virgin Atlantic,NYC,PAR,18h 54m ,1 stop ,"1,450 SAR ",2022-02-02
Virgin Atlantic,NYC,PAR,19h 55m ,1 stop ,"1,450 SAR ",2022-02-02
Austrian Airlines,NYC,PAR,17h 15m ,1 stop ,"1,465 SAR ",2022-02-02
Austrian Airlines,NYC,PAR,19h 35m ,1 stop ,"1,465 SAR ",2022-02-02
Iberia,NYC,PAR,18h 15m ,1 stop ,"1,474 SAR ",2022-02-02
Iberia,NYC,PAR,20h 10m ,1 stop ,"1,474 SAR ",2022-02-02
SAS,NYC,PAR,19h 35m ,1 stop ,"1,485 SAR ",2022-02-02
"American Airlines, Finnair",NYC,PAR,14h 45m ,1 stop ,"1,495 SAR ",2022-02-02
"American Airlines, Finnair",NYC,PAR,14h 50m ,1 stop ,"1,495 SAR ",2022-02-02
"American Airlines, Finnair",NYC,PAR,15h 10m ,1 stop ,"1,495 SAR ",2022-02-02
British Airways,NYC,PAR,16h 10m ,1 stop ,"1,497 SAR ",2022-02-02
