Airline,Source,Destination,Duration,Total stops,Price,Date
"Turkish Airlines, Aeroflot",RUH,SVO,12h 05m ,1 stop ,"1,811 SAR ",2022-02-02
"Turkish Airlines, Aeroflot",RUH,SVO,16h 30m ,1 stop ,"1,811 SAR ",2022-02-02
Qatar Airways,RUH,SVO,20h 00m ,1 stop ,"2,209 SAR ",2022-02-02
"flydubai, Aeroflot",RUH,SVO,11h 40m ,1 stop ,"2,501 SAR ",2022-02-02
"SAUDIA, Aeroflot",RUH,SVO,9h 40m ,1 stop ,"2,660 SAR ",2022-02-02
"SAUDIA, Aeroflot",RUH,SVO,12h 10m ,1 stop ,"2,660 SAR ",2022-02-02
"Emirates, Aeroflot",RUH,SVO,11h 25m ,1 stop ,"2,668 SAR ",2022-02-02
"SAUDIA, Aeroflot",RUH,SVO,17h 30m ,1 stop ,"2,736 SAR ",2022-02-02
"SAUDIA, Air France",RUH,SVO,13h 00m ,1 stop ,"2,754 SAR ",2022-02-02
"SAUDIA, Aeroflot",RUH,SVO,17h 15m ,1 stop ,"2,793 SAR ",2022-02-02
"Etihad Airways, Nordwind Airlines",RUH,SVO,18h 35m ,2 stops ,"1,159 SAR ",2022-02-02
"Turkish Airlines, Nordwind Airlines",RUH,SVO,12h 55m ,2 stops ,"1,539 SAR ",2022-02-02
Multiple Airlines,RUH,SVO,13h 35m ,2 stops ,"1,655 SAR ",2022-02-02
Multiple Airlines,RUH,SVO,16h 25m ,2 stops ,"1,655 SAR ",2022-02-02
"Gulf Air, Nordwind Airlines",RUH,SVO,15h 45m ,2 stops ,"1,684 SAR ",2022-02-02
"Turkish Airlines, Nordwind Airlines",RUH,SVO,15h 55m ,2 stops ,"1,765 SAR ",2022-02-02
"Egypt Air, Aeroflot",RUH,SVO,17h 05m ,1 stop ,"3,730 SAR ",2022-02-02
"British Airways, Finnair",RUH,SVO,19h 10m ,2 stops ,"1,781 SAR ",2022-02-02
"Egypt Air, Aeroflot",RUH,SVO,18h 35m ,2 stops ,"1,787 SAR ",2022-02-02
"Gulf Air, Aeroflot",RUH,SVO,17h 05m ,2 stops ,"1,816 SAR ",2022-02-02
"Turkish Airlines, Aeroflot",RUH,SVO,14h 45m ,2 stops ,"2,021 SAR ",2022-02-02
"Turkish Airlines, Aeroflot",RUH,SVO,15h 50m ,2 stops ,"2,021 SAR ",2022-02-02
"Turkish Airlines, Aeroflot",RUH,SVO,16h 50m ,2 stops ,"2,021 SAR ",2022-02-02
Multiple Airlines,RUH,SVO,15h 10m ,2 stops ,"2,031 SAR ",2022-02-02
"Royal Jordanian, Nordwind Airlines",RUH,SVO,15h 10m ,2 stops ,"2,039 SAR ",2022-02-02
"British Airways, Aeroflot",RUH,SVO,17h 05m ,2 stops ,"2,135 SAR ",2022-02-02
"Egypt Air, Air France",RUH,SVO,20h 30m ,3 stops ,"1,525 SAR ",2022-02-02
"Gulf Air, KLM",RUH,SVO,19h 45m ,3 stops ,"1,646 SAR ",2022-02-02
Multiple Airlines,RUH,SVO,17h 50m ,3 stops ,"1,710 SAR ",2022-02-02
"Gulf Air, Nordwind Airlines",RUH,SVO,16h 30m ,3 stops ,"1,770 SAR ",2022-02-02
"Qatar Airways, Finnair",RUH,SVO,16h 00m ,2 stops ,"2,940 SAR ",2022-02-02
"Egypt Air, Aeroflot",RUH,SVO,18h 05m ,2 stops ,"4,816 SAR ",2022-02-02
"Egypt Air, Aeroflot",RUH,SVO,18h 15m ,2 stops ,"4,845 SAR ",2022-02-02
"SAUDIA, KLM",RUH,SVO,14h 55m ,2 stops ,"8,513 SAR ",2022-02-02
"SAUDIA, KLM",RUH,SVO,14h 55m ,2 stops ,"8,513 SAR ",2022-02-02
Multiple Airlines,RUH,SVO,13h 45m ,2 stops ,"8,739 SAR ",2022-02-02
Multiple Airlines,RUH,SVO,15h 45m ,2 stops ,"13,999 SAR ",2022-02-02
"MEA, Aeroflot",RUH,SVO,17h 15m ,2 stops ,"14,118 SAR ",2022-02-02
"Emirates, Aeroflot",RUH,SVO,17h 20m ,1 stop ,"14,654 SAR ",2022-02-02
"Emirates, Aeroflot",RUH,SVO,17h 05m ,2 stops ,"31,859 SAR ",2022-02-02
Qatar Airways,RUH,SVO,9h 00m ,1 stop ,"2,344 SAR ",2022-02-03
"Turkish Airlines, Nordwind Airlines",RUH,SVO,10h 50m ,1 stop ,"1,617 SAR ",2022-02-03
Multiple Airlines,RUH,SVO,19h 45m ,3 stops ,907 SAR ,2022-02-03
"Turkish Airlines, Aeroflot",RUH,SVO,12h 05m ,1 stop ,"1,902 SAR ",2022-02-03
Qatar Airways,RUH,SVO,9h 00m ,1 stop ,"2,322 SAR ",2022-02-03
"Turkish Airlines, Aeroflot",RUH,SVO,16h 30m ,1 stop ,"1,902 SAR ",2022-02-03
"flynas, Aeroflot",RUH,SVO,13h 30m ,1 stop ,"2,160 SAR ",2022-02-03
Qatar Airways,RUH,SVO,14h 40m ,1 stop ,"2,322 SAR ",2022-02-03
"Egypt Air, Aeroflot",RUH,SVO,17h 05m ,1 stop ,"2,269 SAR ",2022-02-03
KLM,RUH,SVO,16h 30m ,1 stop ,"2,295 SAR ",2022-02-03
"flydubai, Aeroflot",RUH,SVO,11h 40m ,1 stop ,"2,478 SAR ",2022-02-03
"Emirates, Aeroflot",RUH,SVO,11h 25m ,1 stop ,"2,645 SAR ",2022-02-03
"SAUDIA, Aeroflot",RUH,SVO,11h 20m ,1 stop ,"2,726 SAR ",2022-02-03
"SAUDIA, Aeroflot",RUH,SVO,9h 35m ,1 stop ,"2,847 SAR ",2022-02-03
"KLM, Aeroflot",RUH,SVO,16h 30m ,1 stop ,"2,584 SAR ",2022-02-03
"SAUDIA, Aeroflot",RUH,SVO,17h 30m ,1 stop ,"2,742 SAR ",2022-02-03
"SAUDIA, Air France",RUH,SVO,13h 15m ,1 stop ,"2,754 SAR ",2022-02-03
"SAUDIA, Aeroflot",RUH,SVO,12h 45m ,1 stop ,"2,767 SAR ",2022-02-03
"SAUDIA, Aeroflot",RUH,SVO,12h 10m ,1 stop ,"2,847 SAR ",2022-02-03
"SAUDIA, Aeroflot",RUH,SVO,14h 45m ,1 stop ,"2,847 SAR ",2022-02-03
"flynas, Finnair",RUH,SVO,16h 45m ,2 stops ,"1,429 SAR ",2022-02-03
"Egypt Air, Aeroflot",RUH,SVO,14h 10m ,2 stops ,"1,792 SAR ",2022-02-03
Multiple Airlines,RUH,SVO,16h 20m ,2 stops ,"1,585 SAR ",2022-02-03
"Egypt Air, Aeroflot",RUH,SVO,18h 35m ,2 stops ,"1,792 SAR ",2022-02-03
"Turkish Airlines, Nordwind Airlines",RUH,SVO,15h 45m ,2 stops ,"1,816 SAR ",2022-02-03
"Gulf Air, Aeroflot",RUH,SVO,17h 05m ,2 stops ,"1,822 SAR ",2022-02-03
"Emirates, Finnair",RUH,SVO,16h 15m ,2 stops ,"1,899 SAR ",2022-02-03
"Royal Jordanian, Aeroflot",RUH,SVO,15h 00m ,2 stops ,"2,151 SAR ",2022-02-03
"Royal Jordanian, Aeroflot",RUH,SVO,17h 40m ,2 stops ,"2,161 SAR ",2022-02-03
"Royal Jordanian, Aeroflot",RUH,SVO,12h 05m ,2 stops ,"2,173 SAR ",2022-02-03
"Royal Jordanian, Aeroflot",RUH,SVO,16h 30m ,2 stops ,"2,173 SAR ",2022-02-03
KLM,RUH,SVO,16h 30m ,2 stops ,"2,239 SAR ",2022-02-03
Multiple Airlines,RUH,SVO,19h 00m ,3 stops ,"1,398 SAR ",2022-02-03
Multiple Airlines,RUH,SVO,18h 25m ,3 stops ,"1,420 SAR ",2022-02-03
Multiple Airlines,RUH,SVO,16h 20m ,3 stops ,"1,555 SAR ",2022-02-03
"Egypt Air, Nordwind Airlines",RUH,SVO,17h 50m ,3 stops ,"1,583 SAR ",2022-02-03
"Gulf Air, KLM",RUH,SVO,19h 45m ,3 stops ,"1,729 SAR ",2022-02-03
"Gulf Air, Nordwind Airlines",RUH,SVO,16h 20m ,3 stops ,"1,736 SAR ",2022-02-03
Multiple Airlines,RUH,SVO,16h 15m ,3 stops ,"1,994 SAR ",2022-02-03
Multiple Airlines,RUH,SVO,15h 40m ,3 stops ,"2,061 SAR ",2022-02-03
"KLM, Aeroflot",RUH,SVO,17h 50m ,2 stops ,"2,495 SAR ",2022-02-03
"KLM, Aeroflot",RUH,SVO,16h 30m ,2 stops ,"2,514 SAR ",2022-02-03
"Qatar Airways, Finnair",RUH,SVO,16h 00m ,2 stops ,"3,070 SAR ",2022-02-03
"SAUDIA, Air France",RUH,SVO,21h 10m ,2 stops ,"3,189 SAR ",2022-02-03
Multiple Airlines,RUH,SVO,17h 55m ,2 stops ,"4,611 SAR ",2022-02-03
"Egypt Air, Aeroflot",RUH,SVO,20h 40m ,2 stops ,"4,816 SAR ",2022-02-03
"Egypt Air, Aeroflot",RUH,SVO,18h 15m ,2 stops ,"4,845 SAR ",2022-02-03
"MEA, Aeroflot",RUH,SVO,21h 10m ,2 stops ,"12,331 SAR ",2022-02-03
Multiple Airlines,RUH,SVO,18h 20m ,2 stops ,"12,949 SAR ",2022-02-03
"MEA, Aeroflot",RUH,SVO,17h 15m ,2 stops ,"14,118 SAR ",2022-02-03
Multiple Airlines,RUH,SVO,15h 45m ,2 stops ,"14,182 SAR ",2022-02-03
"Emirates, Aeroflot",RUH,SVO,17h 20m ,1 stop ,"14,654 SAR ",2022-02-03
Multiple Airlines,RUH,SVO,14h 25m ,2 stops ,"18,548 SAR ",2022-02-03
Multiple Airlines,RUH,SVO,15h 40m ,2 stops ,"19,166 SAR ",2022-02-03
Qatar Airways,RUH,SVO,20h 00m ,1 stop ,"2,393 SAR ",2022-02-04
"Turkish Airlines, Nordwind Airlines",RUH,SVO,15h 10m ,1 stop ,"1,725 SAR ",2022-02-04
"Etihad Airways, Nordwind Airlines",RUH,SVO,18h 35m ,2 stops ,"1,164 SAR ",2022-02-04
"Turkish Airlines, Aeroflot",RUH,SVO,12h 05m ,1 stop ,"1,891 SAR ",2022-02-04
"Turkish Airlines, Aeroflot",RUH,SVO,16h 30m ,1 stop ,"1,891 SAR ",2022-02-04
"flynas, Aeroflot",RUH,SVO,13h 30m ,1 stop ,"2,160 SAR ",2022-02-04
"Egypt Air, Aeroflot",RUH,SVO,17h 05m ,1 stop ,"2,260 SAR ",2022-02-04
KLM,RUH,SVO,16h 30m ,1 stop ,"2,295 SAR ",2022-02-04
"flydubai, Aeroflot",RUH,SVO,11h 40m ,1 stop ,"2,501 SAR ",2022-02-04
"Emirates, Aeroflot",RUH,SVO,11h 25m ,1 stop ,"2,623 SAR ",2022-02-04
"MEA, Aeroflot",RUH,SVO,10h 20m ,1 stop ,"2,763 SAR ",2022-02-04
Qatar Airways,RUH,SVO,20h 00m ,1 stop ,"2,335 SAR ",2022-02-04
"KLM, Aeroflot",RUH,SVO,17h 50m ,1 stop ,"2,542 SAR ",2022-02-04
"KLM, Aeroflot",RUH,SVO,16h 30m ,1 stop ,"2,584 SAR ",2022-02-04
"SAUDIA, Aeroflot",RUH,SVO,17h 30m ,1 stop ,"2,736 SAR ",2022-02-04
"SAUDIA, Air France",RUH,SVO,13h 15m ,1 stop ,"2,754 SAR ",2022-02-04
"SAUDIA, Aeroflot",RUH,SVO,20h 50m ,1 stop ,"2,736 SAR ",2022-02-04
"Egypt Air, Nordwind Airlines",RUH,SVO,17h 15m ,2 stops ,"1,610 SAR ",2022-02-04
"Royal Jordanian, Nordwind Airlines",RUH,SVO,15h 10m ,2 stops ,"1,736 SAR ",2022-02-04
"Egypt Air, Aeroflot",RUH,SVO,14h 10m ,2 stops ,"1,776 SAR ",2022-02-04
"Egypt Air, Aeroflot",RUH,SVO,18h 35m ,2 stops ,"1,776 SAR ",2022-02-04
"British Airways, Finnair",RUH,SVO,19h 10m ,2 stops ,"1,781 SAR ",2022-02-04
"Royal Jordanian, Aeroflot",RUH,SVO,15h 00m ,2 stops ,"1,901 SAR ",2022-02-04
"Gulf Air, Nordwind Airlines",RUH,SVO,19h 25m ,2 stops ,"1,962 SAR ",2022-02-04
"British Airways, Aeroflot",RUH,SVO,17h 05m ,2 stops ,"2,135 SAR ",2022-02-04
KLM,RUH,SVO,16h 30m ,2 stops ,"2,239 SAR ",2022-02-04
Air France,RUH,SVO,19h 05m ,2 stops ,"2,331 SAR ",2022-02-04
Air France,RUH,SVO,19h 05m ,2 stops ,"2,331 SAR ",2022-02-04
"Qatar Airways, Finnair",RUH,SVO,16h 00m ,2 stops ,"3,070 SAR ",2022-02-04
Multiple Airlines,RUH,SVO,19h 10m ,3 stops ,"1,304 SAR ",2022-02-04
Multiple Airlines,RUH,SVO,19h 00m ,3 stops ,"1,401 SAR ",2022-02-04
"Gulf Air, KLM",RUH,SVO,19h 45m ,3 stops ,"1,649 SAR ",2022-02-04
"Egypt Air, Air France",RUH,SVO,20h 30m ,3 stops ,"1,810 SAR ",2022-02-04
Multiple Airlines,RUH,SVO,13h 45m ,2 stops ,"8,533 SAR ",2022-02-04
Multiple Airlines,RUH,SVO,17h 05m ,2 stops ,"8,654 SAR ",2022-02-04
"MEA, Aeroflot",RUH,SVO,17h 15m ,2 stops ,"14,118 SAR ",2022-02-04
Multiple Airlines,RUH,SVO,15h 45m ,2 stops ,"14,339 SAR ",2022-02-04
"Emirates, Aeroflot",RUH,SVO,17h 20m ,1 stop ,"14,654 SAR ",2022-02-04
"MEA, Aeroflot",RUH,SVO,17h 00m ,1 stop ,"15,346 SAR ",2022-02-04
Qatar Airways,RUH,SVO,9h 00m ,1 stop ,"2,190 SAR ",2022-02-05
"Turkish Airlines, Nordwind Airlines",RUH,SVO,15h 35m ,1 stop ,"1,514 SAR ",2022-02-05
"Etihad Airways, Aeroflot",RUH,SVO,19h 55m ,2 stops ,"1,345 SAR ",2022-02-05
Qatar Airways,RUH,SVO,9h 00m ,1 stop ,"2,190 SAR ",2022-02-05
"Turkish Airlines, Aeroflot",RUH,SVO,16h 50m ,1 stop ,"1,841 SAR ",2022-02-05
"Egypt Air, Aeroflot",RUH,SVO,17h 05m ,1 stop ,"1,958 SAR ",2022-02-05
Qatar Airways,RUH,SVO,14h 40m ,1 stop ,"2,190 SAR ",2022-02-05
"Turkish Airlines, Aeroflot",RUH,SVO,21h 15m ,1 stop ,"1,841 SAR ",2022-02-05
"flydubai, Aeroflot",RUH,SVO,11h 40m ,1 stop ,"2,570 SAR ",2022-02-05
"Emirates, Aeroflot",RUH,SVO,11h 25m ,1 stop ,"2,692 SAR ",2022-02-05
"SAUDIA, Air France",RUH,SVO,13h 00m ,1 stop ,"2,754 SAR ",2022-02-05
"SAUDIA, Aeroflot",RUH,SVO,21h 05m ,1 stop ,"2,793 SAR ",2022-02-05
"flynas, Finnair",RUH,SVO,16h 45m ,2 stops ,"1,535 SAR ",2022-02-05
Multiple Airlines,RUH,SVO,14h 40m ,2 stops ,"1,734 SAR ",2022-02-05
Multiple Airlines,RUH,SVO,19h 45m ,2 stops ,"1,734 SAR ",2022-02-05
"Egypt Air, Aeroflot",RUH,SVO,18h 35m ,2 stops ,"1,757 SAR ",2022-02-05
"Egypt Air, Aeroflot",RUH,SVO,20h 10m ,2 stops ,"1,795 SAR ",2022-02-05
"Gulf Air, Aeroflot",RUH,SVO,17h 05m ,2 stops ,"1,822 SAR ",2022-02-05
"Royal Jordanian, Aeroflot",RUH,SVO,12h 05m ,2 stops ,"2,173 SAR ",2022-02-05
"Royal Jordanian, Aeroflot",RUH,SVO,16h 30m ,2 stops ,"2,173 SAR ",2022-02-05
"Qatar Airways, Aeroflot",RUH,SVO,14h 40m ,2 stops ,"2,264 SAR ",2022-02-05
Multiple Airlines,RUH,SVO,16h 20m ,2 stops ,"2,230 SAR ",2022-02-05
"Egypt Air, Aeroflot",RUH,SVO,17h 50m ,2 stops ,"2,429 SAR ",2022-02-05
"Gulf Air, Aeroflot",RUH,SVO,15h 05m ,2 stops ,"2,491 SAR ",2022-02-05
"Qatar Airways, Finnair",RUH,SVO,16h 00m ,2 stops ,"2,940 SAR ",2022-02-05
Multiple Airlines,RUH,SVO,19h 00m ,3 stops ,"1,401 SAR ",2022-02-05
Multiple Airlines,RUH,SVO,19h 10m ,3 stops ,"1,435 SAR ",2022-02-05
Multiple Airlines,RUH,SVO,19h 15m ,3 stops ,"1,492 SAR ",2022-02-05
"Egypt Air, KLM",RUH,SVO,21h 15m ,3 stops ,"1,846 SAR ",2022-02-05
"Egypt Air, KLM",RUH,SVO,21h 15m ,3 stops ,"1,856 SAR ",2022-02-05
Multiple Airlines,RUH,SVO,16h 15m ,3 stops ,"1,897 SAR ",2022-02-05
Multiple Airlines,RUH,SVO,16h 50m ,3 stops ,"1,909 SAR ",2022-02-05
"Gulf Air, KLM",RUH,SVO,19h 45m ,3 stops ,"1,981 SAR ",2022-02-05
"Egypt Air, KLM",RUH,SVO,21h 15m ,3 stops ,"1,989 SAR ",2022-02-05
"SAUDIA, Air France",RUH,SVO,21h 10m ,2 stops ,"3,148 SAR ",2022-02-05
Multiple Airlines,RUH,SVO,17h 55m ,2 stops ,"4,683 SAR ",2022-02-05
Multiple Airlines,RUH,SVO,20h 40m ,2 stops ,"8,425 SAR ",2022-02-05
Multiple Airlines,RUH,SVO,17h 40m ,2 stops ,"8,533 SAR ",2022-02-05
Multiple Airlines,RUH,SVO,19h 45m ,2 stops ,"8,546 SAR ",2022-02-05
Multiple Airlines,RUH,SVO,17h 05m ,2 stops ,"8,890 SAR ",2022-02-05
"MEA, Aeroflot",RUH,SVO,21h 10m ,2 stops ,"12,006 SAR ",2022-02-05
"Lufthansa, Aeroflot",RUH,SVO,21h 05m ,1 stop ,"12,137 SAR ",2022-02-05
Multiple Airlines,RUH,SVO,18h 20m ,2 stops ,"13,294 SAR ",2022-02-05
Multiple Airlines,RUH,SVO,15h 45m ,2 stops ,"13,866 SAR ",2022-02-05
"MEA, Aeroflot",RUH,SVO,17h 15m ,2 stops ,"14,118 SAR ",2022-02-05
"Emirates, Aeroflot",RUH,SVO,17h 20m ,1 stop ,"14,654 SAR ",2022-02-05
Qatar Airways,RUH,SVO,20h 00m ,1 stop ,"2,233 SAR ",2022-02-06
"Turkish Airlines, Aeroflot",RUH,SVO,16h 50m ,1 stop ,"1,862 SAR ",2022-02-06
Multiple Airlines,RUH,SVO,19h 10m ,3 stops ,"1,089 SAR ",2022-02-06
"flynas, Aeroflot",RUH,SVO,13h 30m ,1 stop ,"1,882 SAR ",2022-02-06
"Turkish Airlines, Nordwind Airlines",RUH,SVO,19h 55m ,1 stop ,"1,832 SAR ",2022-02-06
"Egypt Air, Aeroflot",RUH,SVO,17h 05m ,1 stop ,"2,002 SAR ",2022-02-06
KLM,RUH,SVO,16h 30m ,1 stop ,"2,295 SAR ",2022-02-06
Qatar Airways,RUH,SVO,20h 00m ,1 stop ,"2,209 SAR ",2022-02-06
"KLM, Aeroflot",RUH,SVO,16h 30m ,1 stop ,"2,584 SAR ",2022-02-06
"SAUDIA, Aeroflot",RUH,SVO,11h 35m ,1 stop ,"2,746 SAR ",2022-02-06
"MEA, Aeroflot",RUH,SVO,10h 20m ,1 stop ,"2,763 SAR ",2022-02-06
"Emirates, Aeroflot",RUH,SVO,11h 25m ,1 stop ,"2,805 SAR ",2022-02-06
"KLM, Aeroflot",RUH,SVO,17h 50m ,1 stop ,"2,542 SAR ",2022-02-06
"flydubai, Aeroflot",RUH,SVO,11h 40m ,1 stop ,"2,638 SAR ",2022-02-06
Air France,RUH,SVO,13h 15m ,1 stop ,"3,013 SAR ",2022-02-06
"Turkish Airlines, Pobeda",RUH,SVO,16h 40m ,2 stops ,"1,592 SAR ",2022-02-06
Multiple Airlines,RUH,SVO,20h 30m ,2 stops ,"1,613 SAR ",2022-02-06
"Royal Jordanian, Aeroflot",RUH,SVO,15h 00m ,2 stops ,"1,851 SAR ",2022-02-06
Multiple Airlines,RUH,SVO,16h 20m ,2 stops ,"1,895 SAR ",2022-02-06
KLM,RUH,SVO,16h 30m ,2 stops ,"2,239 SAR ",2022-02-06
"Turkish Airlines, Pobeda",RUH,SVO,16h 05m ,2 stops ,"2,225 SAR ",2022-02-06
"Egypt Air, Aeroflot",RUH,SVO,14h 55m ,2 stops ,"2,286 SAR ",2022-02-06
"Egypt Air, Aeroflot",RUH,SVO,19h 35m ,2 stops ,"2,319 SAR ",2022-02-06
"Qatar Airways, Aeroflot",RUH,SVO,14h 40m ,2 stops ,"2,340 SAR ",2022-02-06
"KLM, Aeroflot",RUH,SVO,17h 50m ,2 stops ,"2,471 SAR ",2022-02-06
"KLM, Aeroflot",RUH,SVO,16h 30m ,2 stops ,"2,514 SAR ",2022-02-06
"Qatar Airways, Finnair",RUH,SVO,16h 00m ,2 stops ,"2,940 SAR ",2022-02-06
Multiple Airlines,RUH,SVO,19h 00m ,3 stops ,"1,401 SAR ",2022-02-06
"Egypt Air, KLM",RUH,SVO,21h 15m ,3 stops ,"1,635 SAR ",2022-02-06
"Gulf Air, KLM",RUH,SVO,19h 45m ,3 stops ,"1,644 SAR ",2022-02-06
"SAUDIA, KLM",RUH,SVO,14h 55m ,2 stops ,"8,513 SAR ",2022-02-06
Multiple Airlines,RUH,SVO,18h 05m ,2 stops ,"8,767 SAR ",2022-02-06
Multiple Airlines,RUH,SVO,13h 45m ,2 stops ,"8,877 SAR ",2022-02-06
Multiple Airlines,RUH,SVO,20h 25m ,2 stops ,"12,927 SAR ",2022-02-06
"MEA, Aeroflot",RUH,SVO,17h 15m ,2 stops ,"14,118 SAR ",2022-02-06
Multiple Airlines,RUH,SVO,15h 45m ,2 stops ,"14,177 SAR ",2022-02-06
"Emirates, Aeroflot",RUH,SVO,17h 20m ,1 stop ,"14,654 SAR ",2022-02-06
Multiple Airlines,RUH,SVO,13h 45m ,2 stops ,"14,919 SAR ",2022-02-06
"MEA, Aeroflot",RUH,SVO,17h 00m ,1 stop ,"15,346 SAR ",2022-02-06
Multiple Airlines,RUH,SVO,12h 55m ,2 stops ,"18,082 SAR ",2022-02-06
Multiple Airlines,RUH,SVO,16h 10m ,2 stops ,"18,217 SAR ",2022-02-06
"Emirates, Aeroflot",RUH,SVO,17h 05m ,2 stops ,"31,859 SAR ",2022-02-06
Qatar Airways,RUH,SVO,9h 00m ,1 stop ,"2,201 SAR ",2022-02-07
"Turkish Airlines, Nordwind Airlines",RUH,SVO,15h 35m ,1 stop ,"1,554 SAR ",2022-02-07
"Etihad Airways, Nordwind Airlines",RUH,SVO,19h 20m ,3 stops ,"1,196 SAR ",2022-02-07
Qatar Airways,RUH,SVO,9h 00m ,1 stop ,"2,196 SAR ",2022-02-07
"Turkish Airlines, Aeroflot",RUH,SVO,16h 50m ,1 stop ,"1,844 SAR ",2022-02-07
"flynas, Aeroflot",RUH,SVO,13h 30m ,1 stop ,"1,849 SAR ",2022-02-07
