Airline,Source,Destination,Duration,Total stops,Price,Date
British Airways,RUH,NYC,24h 20m ,1 stop ,"3,811 SAR ",2022-02-03
"SAUDIA, Virgin Atlantic",RUH,NYC,17h 10m ,1 stop ,"3,817 SAR ",2022-02-03
Royal Jordanian,RUH,NYC,17h 10m ,1 stop ,"3,927 SAR ",2022-02-03
"SAUDIA, Virgin Atlantic",RUH,NYC,20h 30m ,1 stop ,"3,929 SAR ",2022-02-03
"Qatar Airways, American Airlines",RUH,NYC,18h 20m ,1 stop ,"4,123 SAR ",2022-02-03
"British Airways, American Airlines",RUH,NYC,26h 35m ,1 stop ,"3,805 SAR ",2022-02-03
"British Airways, American Airlines",RUH,NYC,27h 15m ,1 stop ,"3,805 SAR ",2022-02-03
British Airways,RUH,NYC,28h 05m ,1 stop ,"3,811 SAR ",2022-02-03
Emirates,RUH,NYC,19h 05m ,1 stop ,"4,193 SAR ",2022-02-03
Emirates,RUH,NYC,24h 45m ,1 stop ,"4,193 SAR ",2022-02-03
Ethiopian Air,RUH,NYC,23h 05m ,2 stops ,"2,189 SAR ",2022-02-03
KLM,RUH,NYC,20h 40m ,2 stops ,"2,284 SAR ",2022-02-03
KLM,RUH,NYC,23h 20m ,2 stops ,"2,263 SAR ",2022-02-03
KLM,RUH,NYC,27h 00m ,2 stops ,"2,263 SAR ",2022-02-03
KLM,RUH,NYC,23h 45m ,2 stops ,"2,425 SAR ",2022-02-03
KLM,RUH,NYC,23h 45m ,2 stops ,"2,425 SAR ",2022-02-03
KLM,RUH,NYC,23h 05m ,2 stops ,"2,483 SAR ",2022-02-03
KLM,RUH,NYC,25h 30m ,2 stops ,"2,483 SAR ",2022-02-03
"Air Arabia, Lufthansa",RUH,NYC,24h 00m ,2 stops ,"2,484 SAR ",2022-02-03
Gulf Air,RUH,NYC,22h 05m ,2 stops ,"2,527 SAR ",2022-02-03
Gulf Air,RUH,NYC,22h 25m ,2 stops ,"2,527 SAR ",2022-02-03
"KLM, Air France",RUH,NYC,26h 35m ,2 stops ,"2,576 SAR ",2022-02-03
"Egypt Air, Air Canada",RUH,NYC,27h 20m ,2 stops ,"2,603 SAR ",2022-02-03
"Turkish Airlines, TAP AIR PORTUGAL",RUH,NYC,23h 25m ,2 stops ,"2,829 SAR ",2022-02-03
"Air Arabia, Turkish Airlines",RUH,NYC,19h 50m ,2 stops ,"2,888 SAR ",2022-02-03
Emirates,RUH,NYC,23h 05m ,2 stops ,"2,996 SAR ",2022-02-03
Emirates,RUH,NYC,25h 25m ,2 stops ,"2,996 SAR ",2022-02-03
Air France,RUH,NYC,24h 21m ,2 stops ,"3,123 SAR ",2022-02-03
Air France,RUH,NYC,25h 18m ,2 stops ,"3,123 SAR ",2022-02-03
Air France,RUH,NYC,21h 45m ,2 stops ,"3,208 SAR ",2022-02-03
Air France,RUH,NYC,21h 45m ,2 stops ,"3,208 SAR ",2022-02-03
Air France,RUH,NYC,21h 45m ,2 stops ,"3,208 SAR ",2022-02-03
Air France,RUH,NYC,21h 45m ,2 stops ,"3,208 SAR ",2022-02-03
Air France,RUH,NYC,21h 20m ,2 stops ,"3,219 SAR ",2022-02-03
Air France,RUH,NYC,21h 30m ,2 stops ,"3,269 SAR ",2022-02-03
"Etihad Airways, Air France",RUH,NYC,20h 15m ,2 stops ,"3,300 SAR ",2022-02-03
Air France,RUH,NYC,25h 25m ,2 stops ,"3,208 SAR ",2022-02-03
Air France,RUH,NYC,25h 25m ,2 stops ,"3,208 SAR ",2022-02-03
Air France,RUH,NYC,25h 25m ,2 stops ,"3,208 SAR ",2022-02-03
Air France,RUH,NYC,25h 25m ,2 stops ,"3,208 SAR ",2022-02-03
Air France,RUH,NYC,25h 25m ,2 stops ,"3,208 SAR ",2022-02-03
Air France,RUH,NYC,25h 25m ,2 stops ,"3,208 SAR ",2022-02-03
Air France,RUH,NYC,23h 38m ,2 stops ,"3,219 SAR ",2022-02-03
Air France,RUH,NYC,23h 55m ,2 stops ,"3,269 SAR ",2022-02-03
Air France,RUH,NYC,25h 00m ,2 stops ,"3,269 SAR ",2022-02-03
Air France,RUH,NYC,25h 00m ,2 stops ,"3,269 SAR ",2022-02-03
Air France,RUH,NYC,27h 45m ,2 stops ,"3,269 SAR ",2022-02-03
Air France,RUH,NYC,27h 45m ,2 stops ,"3,269 SAR ",2022-02-03
"Gulf Air, Air France",RUH,NYC,20h 55m ,2 stops ,"3,427 SAR ",2022-02-03
Air Canada,RUH,NYC,22h 16m ,2 stops ,"3,435 SAR ",2022-02-03
Air Canada,RUH,NYC,23h 11m ,2 stops ,"3,435 SAR ",2022-02-03
Air Canada,RUH,NYC,24h 10m ,2 stops ,"3,435 SAR ",2022-02-03
Air Canada,RUH,NYC,24h 21m ,2 stops ,"3,435 SAR ",2022-02-03
Air Canada,RUH,NYC,25h 01m ,2 stops ,"3,435 SAR ",2022-02-03
Air Canada,RUH,NYC,25h 56m ,2 stops ,"3,435 SAR ",2022-02-03
Air Canada,RUH,NYC,26h 10m ,2 stops ,"3,435 SAR ",2022-02-03
Air Canada,RUH,NYC,27h 06m ,2 stops ,"3,435 SAR ",2022-02-03
Emirates,RUH,NYC,21h 07m ,2 stops ,"3,436 SAR ",2022-02-03
Emirates,RUH,NYC,22h 48m ,2 stops ,"3,436 SAR ",2022-02-03
Emirates,RUH,NYC,22h 49m ,2 stops ,"3,436 SAR ",2022-02-03
Emirates,RUH,NYC,23h 11m ,2 stops ,"3,436 SAR ",2022-02-03
SWISS,RUH,NYC,19h 10m ,2 stops ,"3,563 SAR ",2022-02-03
SWISS,RUH,NYC,22h 15m ,2 stops ,"3,563 SAR ",2022-02-03
SWISS,RUH,NYC,22h 15m ,2 stops ,"3,563 SAR ",2022-02-03
SWISS,RUH,NYC,22h 15m ,2 stops ,"3,563 SAR ",2022-02-03
Qatar Airways,RUH,NYC,22h 04m ,2 stops ,"3,586 SAR ",2022-02-03
Qatar Airways,RUH,NYC,25h 54m ,2 stops ,"3,586 SAR ",2022-02-03
"Qatar Airways, JetBlue",RUH,NYC,21h 09m ,2 stops ,"3,608 SAR ",2022-02-03
"Qatar Airways, JetBlue",RUH,NYC,22h 10m ,2 stops ,"3,608 SAR ",2022-02-03
Qatar Airways,RUH,NYC,21h 18m ,2 stops ,"3,683 SAR ",2022-02-03
Qatar Airways,RUH,NYC,22h 20m ,2 stops ,"3,683 SAR ",2022-02-03
Qatar Airways,RUH,NYC,22h 21m ,2 stops ,"3,683 SAR ",2022-02-03
Qatar Airways,RUH,NYC,25h 31m ,2 stops ,"3,683 SAR ",2022-02-03
SWISS,RUH,NYC,26h 35m ,2 stops ,"3,698 SAR ",2022-02-03
SWISS,RUH,NYC,26h 35m ,2 stops ,"3,698 SAR ",2022-02-03
SWISS,RUH,NYC,26h 35m ,2 stops ,"3,698 SAR ",2022-02-03
SWISS,RUH,NYC,26h 35m ,2 stops ,"3,698 SAR ",2022-02-03
SWISS,RUH,NYC,26h 35m ,2 stops ,"3,698 SAR ",2022-02-03
"Lufthansa, Air Canada",RUH,NYC,21h 14m ,2 stops ,"3,708 SAR ",2022-02-03
"Lufthansa, Air Canada",RUH,NYC,21h 26m ,2 stops ,"3,708 SAR ",2022-02-03
"Lufthansa, Air Canada",RUH,NYC,23h 09m ,2 stops ,"3,708 SAR ",2022-02-03
"Lufthansa, Air Canada",RUH,NYC,23h 21m ,2 stops ,"3,708 SAR ",2022-02-03
"Lufthansa, Air Canada",RUH,NYC,25h 24m ,2 stops ,"3,708 SAR ",2022-02-03
"Lufthansa, Air Canada",RUH,NYC,26h 34m ,2 stops ,"3,708 SAR ",2022-02-03
"Lufthansa, Air Canada",RUH,NYC,27h 51m ,2 stops ,"3,708 SAR ",2022-02-03
Lufthansa,RUH,NYC,21h 50m ,2 stops ,"3,722 SAR ",2022-02-03
Lufthansa,RUH,NYC,21h 50m ,2 stops ,"3,722 SAR ",2022-02-03
Lufthansa,RUH,NYC,25h 15m ,2 stops ,"3,722 SAR ",2022-02-03
Lufthansa,RUH,NYC,25h 15m ,2 stops ,"3,722 SAR ",2022-02-03
Lufthansa,RUH,NYC,25h 15m ,2 stops ,"3,722 SAR ",2022-02-03
Lufthansa,RUH,NYC,25h 15m ,2 stops ,"3,722 SAR ",2022-02-03
Lufthansa,RUH,NYC,19h 50m ,2 stops ,"3,734 SAR ",2022-02-03
SWISS,RUH,NYC,20h 50m ,2 stops ,"3,737 SAR ",2022-02-03
"Lufthansa, United Airlines",RUH,NYC,22h 49m ,2 stops ,"3,741 SAR ",2022-02-03
"Lufthansa, United Airlines",RUH,NYC,23h 10m ,2 stops ,"3,741 SAR ",2022-02-03
"Lufthansa, United Airlines",RUH,NYC,23h 20m ,2 stops ,"3,741 SAR ",2022-02-03
Lufthansa,RUH,NYC,19h 35m ,2 stops ,"3,822 SAR ",2022-02-03
Lufthansa,RUH,NYC,21h 35m ,2 stops ,"3,822 SAR ",2022-02-03
Lufthansa,RUH,NYC,21h 35m ,2 stops ,"3,822 SAR ",2022-02-03
Lufthansa,RUH,NYC,21h 35m ,2 stops ,"3,822 SAR ",2022-02-03
Lufthansa,RUH,NYC,25h 35m ,2 stops ,"3,822 SAR ",2022-02-03
Lufthansa,RUH,NYC,25h 35m ,2 stops ,"3,822 SAR ",2022-02-03
Lufthansa,RUH,NYC,25h 35m ,2 stops ,"3,822 SAR ",2022-02-03
Lufthansa,RUH,NYC,25h 35m ,2 stops ,"3,822 SAR ",2022-02-03
Lufthansa,RUH,NYC,25h 35m ,2 stops ,"3,822 SAR ",2022-02-03
Lufthansa,RUH,NYC,27h 35m ,2 stops ,"3,822 SAR ",2022-02-03
Lufthansa,RUH,NYC,27h 35m ,2 stops ,"3,822 SAR ",2022-02-03
Lufthansa,RUH,NYC,27h 35m ,2 stops ,"3,822 SAR ",2022-02-03
Lufthansa,RUH,NYC,27h 35m ,2 stops ,"3,822 SAR ",2022-02-03
"SAUDIA, Air France",RUH,NYC,23h 25m ,2 stops ,"3,886 SAR ",2022-02-03
"Qatar Airways, Air Canada",RUH,NYC,22h 41m ,2 stops ,"3,924 SAR ",2022-02-03
"Qatar Airways, Air Canada",RUH,NYC,23h 36m ,2 stops ,"3,924 SAR ",2022-02-03
"Qatar Airways, Air Canada",RUH,NYC,23h 50m ,2 stops ,"3,924 SAR ",2022-02-03
"Qatar Airways, Air Canada",RUH,NYC,24h 46m ,2 stops ,"3,924 SAR ",2022-02-03
"Qatar Airways, Air Canada",RUH,NYC,26h 21m ,2 stops ,"3,924 SAR ",2022-02-03
"Qatar Airways, Air Canada",RUH,NYC,26h 25m ,2 stops ,"3,924 SAR ",2022-02-03
British Airways,RUH,NYC,25h 31m ,2 stops ,"3,936 SAR ",2022-02-03
British Airways,RUH,NYC,25h 31m ,2 stops ,"3,936 SAR ",2022-02-03
British Airways,RUH,NYC,25h 35m ,2 stops ,"3,936 SAR ",2022-02-03
British Airways,RUH,NYC,27h 15m ,2 stops ,"3,936 SAR ",2022-02-03
British Airways,RUH,NYC,27h 15m ,2 stops ,"3,936 SAR ",2022-02-03
British Airways,RUH,NYC,27h 37m ,2 stops ,"3,936 SAR ",2022-02-03
British Airways,RUH,NYC,27h 37m ,2 stops ,"3,936 SAR ",2022-02-03
Royal Jordanian,RUH,NYC,21h 30m ,2 stops ,"3,957 SAR ",2022-02-03
Etihad Airways,RUH,NYC,24h 05m ,2 stops ,"3,967 SAR ",2022-02-03
British Airways,RUH,NYC,21h 25m ,2 stops ,"4,049 SAR ",2022-02-03
British Airways,RUH,NYC,21h 25m ,2 stops ,"4,049 SAR ",2022-02-03
British Airways,RUH,NYC,23h 20m ,2 stops ,"4,049 SAR ",2022-02-03
British Airways,RUH,NYC,23h 20m ,2 stops ,"4,049 SAR ",2022-02-03
British Airways,RUH,NYC,26h 59m ,2 stops ,"4,065 SAR ",2022-02-03
British Airways,RUH,NYC,27h 33m ,2 stops ,"4,065 SAR ",2022-02-03
British Airways,RUH,NYC,27h 53m ,2 stops ,"4,065 SAR ",2022-02-03
British Airways,RUH,NYC,23h 20m ,2 stops ,"4,071 SAR ",2022-02-03
KLM,RUH,NYC,23h 28m ,3 stops ,"2,378 SAR ",2022-02-03
KLM,RUH,NYC,26h 04m ,3 stops ,"2,378 SAR ",2022-02-03
KLM,RUH,NYC,23h 45m ,3 stops ,"2,392 SAR ",2022-02-03
KLM,RUH,NYC,23h 45m ,3 stops ,"2,392 SAR ",2022-02-03
KLM,RUH,NYC,24h 30m ,3 stops ,"2,392 SAR ",2022-02-03
KLM,RUH,NYC,24h 30m ,3 stops ,"2,446 SAR ",2022-02-03
KLM,RUH,NYC,25h 50m ,3 stops ,"2,446 SAR ",2022-02-03
KLM,RUH,NYC,25h 50m ,3 stops ,"2,446 SAR ",2022-02-03
KLM,RUH,NYC,25h 50m ,3 stops ,"2,446 SAR ",2022-02-03
"Air Arabia, Austrian Airlines",RUH,NYC,22h 00m ,3 stops ,"2,559 SAR ",2022-02-03
"flyadeal, Ethiopian Air",RUH,NYC,25h 40m ,3 stops ,"3,033 SAR ",2022-02-03
Multiple Airlines,RUH,NYC,26h 39m ,3 stops ,"3,360 SAR ",2022-02-03
"Lufthansa, United Airlines",RUH,NYC,27h 35m ,2 stops ,"3,936 SAR ",2022-02-03
British Airways,RUH,NYC,21h 25m ,2 stops ,"4,065 SAR ",2022-02-03
Qatar Airways,RUH,NYC,23h 00m ,2 stops ,"5,491 SAR ",2022-02-03
Qatar Airways,RUH,NYC,24h 05m ,2 stops ,"5,547 SAR ",2022-02-03
Qatar Airways,RUH,NYC,24h 05m ,2 stops ,"5,547 SAR ",2022-02-03
Qatar Airways,RUH,NYC,27h 25m ,2 stops ,"5,593 SAR ",2022-02-03
"Lufthansa, United Airlines",RUH,NYC,22h 46m ,2 stops ,"5,701 SAR ",2022-02-03
"Egypt Air, Austrian Airlines",RUH,NYC,22h 45m ,2 stops ,"9,152 SAR ",2022-02-03
"Egypt Air, Austrian Airlines",RUH,NYC,24h 45m ,2 stops ,"9,152 SAR ",2022-02-03
"Lufthansa, JetBlue",RUH,NYC,23h 11m ,2 stops ,"10,100 SAR ",2022-02-03
"Lufthansa, JetBlue",RUH,NYC,23h 29m ,2 stops ,"10,100 SAR ",2022-02-03
Multiple Airlines,RUH,NYC,19h 35m ,2 stops ,"10,350 SAR ",2022-02-03
"SAUDIA, Austrian Airlines",RUH,NYC,24h 25m ,2 stops ,"10,722 SAR ",2022-02-03
"SAUDIA, Austrian Airlines",RUH,NYC,25h 25m ,2 stops ,"10,722 SAR ",2022-02-03
"SAUDIA, Lufthansa",RUH,NYC,19h 15m ,2 stops ,"10,759 SAR ",2022-02-03
"Egypt Air, Singapore Airlines",RUH,NYC,20h 35m ,2 stops ,"13,185 SAR ",2022-02-03
"Egypt Air, Lufthansa",RUH,NYC,23h 00m ,2 stops ,"26,993 SAR ",2022-02-03
"Egypt Air, Lufthansa",RUH,NYC,23h 20m ,2 stops ,"26,993 SAR ",2022-02-03
Egypt Air,RUH,NYC,18h 45m ,1 stop ,"2,143 SAR ",2022-02-04
SAUDIA,RUH,NYC,14h 10m ,nonstop ,"3,548 SAR ",2022-02-04
"Egypt Air, French Bee",RUH,NYC,25h 20m ,2 stops ,"1,793 SAR ",2022-02-04
Egypt Air,RUH,NYC,18h 45m ,1 stop ,"1,980 SAR ",2022-02-04
KLM,RUH,NYC,20h 40m ,1 stop ,"2,318 SAR ",2022-02-04
KLM,RUH,NYC,23h 20m ,1 stop ,"2,318 SAR ",2022-02-04
Turkish Airlines,RUH,NYC,19h 40m ,1 stop ,"2,659 SAR ",2022-02-04
Turkish Airlines,RUH,NYC,23h 05m ,1 stop ,"2,659 SAR ",2022-02-04
Turkish Airlines,RUH,NYC,23h 55m ,1 stop ,"2,659 SAR ",2022-02-04
Etihad Airways,RUH,NYC,19h 40m ,1 stop ,"2,665 SAR ",2022-02-04
Emirates,RUH,NYC,18h 00m ,1 stop ,"2,996 SAR ",2022-02-04
Emirates,RUH,NYC,19h 05m ,1 stop ,"2,996 SAR ",2022-02-04
Emirates,RUH,NYC,19h 55m ,1 stop ,"2,996 SAR ",2022-02-04
Emirates,RUH,NYC,23h 05m ,1 stop ,"3,039 SAR ",2022-02-04
Air France,RUH,NYC,16h 35m ,1 stop ,"3,102 SAR ",2022-02-04
Air France,RUH,NYC,19h 10m ,1 stop ,"3,102 SAR ",2022-02-04
Air France,RUH,NYC,19h 55m ,1 stop ,"3,139 SAR ",2022-02-04
Air France,RUH,NYC,22h 10m ,1 stop ,"3,139 SAR ",2022-02-04
Air France,RUH,NYC,22h 55m ,1 stop ,"3,139 SAR ",2022-02-04
Qatar Airways,RUH,NYC,18h 20m ,1 stop ,"3,172 SAR ",2022-02-04
Qatar Airways,RUH,NYC,22h 45m ,1 stop ,"3,172 SAR ",2022-02-04
Lufthansa,RUH,NYC,19h 50m ,1 stop ,"3,658 SAR ",2022-02-04
Lufthansa,RUH,NYC,20h 10m ,1 stop ,"3,679 SAR ",2022-02-04
"SAUDIA, Virgin Atlantic",RUH,NYC,17h 10m ,1 stop ,"3,743 SAR ",2022-02-04
Lufthansa,RUH,NYC,22h 25m ,1 stop ,"3,658 SAR ",2022-02-04
"Lufthansa, United Airlines",RUH,NYC,20h 10m ,1 stop ,"3,720 SAR ",2022-02-04
"British Airways, American Airlines",RUH,NYC,18h 25m ,1 stop ,"3,805 SAR ",2022-02-04
"British Airways, American Airlines",RUH,NYC,19h 35m ,1 stop ,"3,805 SAR ",2022-02-04
"British Airways, American Airlines",RUH,NYC,19h 55m ,1 stop ,"3,805 SAR ",2022-02-04
"British Airways, American Airlines",RUH,NYC,20h 55m ,1 stop ,"3,805 SAR ",2022-02-04
"British Airways, American Airlines",RUH,NYC,21h 25m ,1 stop ,"3,805 SAR ",2022-02-04
"SAUDIA, Virgin Atlantic",RUH,NYC,20h 30m ,1 stop ,"3,929 SAR ",2022-02-04
"SAUDIA, Virgin Atlantic",RUH,NYC,24h 00m ,1 stop ,"3,929 SAR ",2022-02-04
"Qatar Airways, American Airlines",RUH,NYC,18h 20m ,1 stop ,"4,250 SAR ",2022-02-04
KLM,RUH,NYC,23h 20m ,2 stops ,"2,263 SAR ",2022-02-04
KLM,RUH,NYC,20h 40m ,2 stops ,"2,284 SAR ",2022-02-04
Ethiopian Air,RUH,NYC,23h 05m ,2 stops ,"2,451 SAR ",2022-02-04
KLM,RUH,NYC,23h 05m ,2 stops ,"2,483 SAR ",2022-02-04
Gulf Air,RUH,NYC,22h 05m ,2 stops ,"2,527 SAR ",2022-02-04
Gulf Air,RUH,NYC,22h 25m ,2 stops ,"2,527 SAR ",2022-02-04
"flyadeal, Egypt Air",RUH,NYC,23h 50m ,2 stops ,"2,727 SAR ",2022-02-04
"Turkish Airlines, TAP AIR PORTUGAL",RUH,NYC,21h 15m ,2 stops ,"2,749 SAR ",2022-02-04
"Turkish Airlines, TAP AIR PORTUGAL",RUH,NYC,23h 25m ,2 stops ,"2,831 SAR ",2022-02-04
Emirates,RUH,NYC,23h 05m ,2 stops ,"2,996 SAR ",2022-02-04
Air France,RUH,NYC,21h 45m ,2 stops ,"3,208 SAR ",2022-02-04
Air France,RUH,NYC,21h 45m ,2 stops ,"3,208 SAR ",2022-02-04
Air France,RUH,NYC,21h 45m ,2 stops ,"3,208 SAR ",2022-02-04
Air France,RUH,NYC,21h 45m ,2 stops ,"3,208 SAR ",2022-02-04
Air France,RUH,NYC,21h 20m ,2 stops ,"3,219 SAR ",2022-02-04
Air France,RUH,NYC,23h 00m ,2 stops ,"3,237 SAR ",2022-02-04
Air France,RUH,NYC,23h 55m ,2 stops ,"3,269 SAR ",2022-02-04
"Gulf Air, Air France",RUH,NYC,20h 55m ,2 stops ,"3,352 SAR ",2022-02-04
"flynas, Air France",RUH,NYC,22h 10m ,2 stops ,"3,407 SAR ",2022-02-04
"Gulf Air, Emirates",RUH,NYC,22h 05m ,2 stops ,"3,418 SAR ",2022-02-04
Emirates,RUH,NYC,21h 21m ,2 stops ,"3,428 SAR ",2022-02-04
Emirates,RUH,NYC,21h 07m ,2 stops ,"3,436 SAR ",2022-02-04
Emirates,RUH,NYC,23h 11m ,2 stops ,"3,436 SAR ",2022-02-04
Air Canada,RUH,NYC,22h 16m ,2 stops ,"3,515 SAR ",2022-02-04
Air Canada,RUH,NYC,23h 11m ,2 stops ,"3,515 SAR ",2022-02-04
"Egypt Air, Turkish Airlines",RUH,NYC,21h 45m ,2 stops ,"3,570 SAR ",2022-02-04
Qatar Airways,RUH,NYC,22h 04m ,2 stops ,"3,586 SAR ",2022-02-04
SWISS,RUH,NYC,22h 15m ,2 stops ,"3,606 SAR ",2022-02-04
"Qatar Airways, JetBlue",RUH,NYC,21h 09m ,2 stops ,"3,608 SAR ",2022-02-04
"Qatar Airways, JetBlue",RUH,NYC,22h 10m ,2 stops ,"3,608 SAR ",2022-02-04
SWISS,RUH,NYC,19h 10m ,2 stops ,"3,644 SAR ",2022-02-04
SWISS,RUH,NYC,19h 50m ,2 stops ,"3,644 SAR ",2022-02-04
SWISS,RUH,NYC,22h 15m ,2 stops ,"3,644 SAR ",2022-02-04
SWISS,RUH,NYC,22h 15m ,2 stops ,"3,644 SAR ",2022-02-04
Qatar Airways,RUH,NYC,21h 18m ,2 stops ,"3,683 SAR ",2022-02-04
Qatar Airways,RUH,NYC,22h 20m ,2 stops ,"3,683 SAR ",2022-02-04
Qatar Airways,RUH,NYC,23h 10m ,2 stops ,"3,683 SAR ",2022-02-04
Qatar Airways,RUH,NYC,23h 53m ,2 stops ,"3,683 SAR ",2022-02-04
"Lufthansa, Air Canada",RUH,NYC,21h 14m ,2 stops ,"3,708 SAR ",2022-02-04
"Lufthansa, Air Canada",RUH,NYC,21h 26m ,2 stops ,"3,708 SAR ",2022-02-04
"Lufthansa, Air Canada",RUH,NYC,23h 09m ,2 stops ,"3,708 SAR ",2022-02-04
"Lufthansa, Air Canada",RUH,NYC,23h 21m ,2 stops ,"3,708 SAR ",2022-02-04
Lufthansa,RUH,NYC,21h 50m ,2 stops ,"3,722 SAR ",2022-02-04
Lufthansa,RUH,NYC,21h 50m ,2 stops ,"3,722 SAR ",2022-02-04
SWISS,RUH,NYC,20h 50m ,2 stops ,"3,737 SAR ",2022-02-04
"Lufthansa, United Airlines",RUH,NYC,22h 46m ,2 stops ,"3,741 SAR ",2022-02-04
"Lufthansa, United Airlines",RUH,NYC,22h 49m ,2 stops ,"3,741 SAR ",2022-02-04
"Lufthansa, United Airlines",RUH,NYC,23h 10m ,2 stops ,"3,741 SAR ",2022-02-04
"Lufthansa, United Airlines",RUH,NYC,23h 20m ,2 stops ,"3,741 SAR ",2022-02-04
Lufthansa,RUH,NYC,19h 35m ,2 stops ,"3,822 SAR ",2022-02-04
Lufthansa,RUH,NYC,21h 35m ,2 stops ,"3,822 SAR ",2022-02-04
Lufthansa,RUH,NYC,21h 35m ,2 stops ,"3,822 SAR ",2022-02-04
Lufthansa,RUH,NYC,21h 35m ,2 stops ,"3,822 SAR ",2022-02-04
Qatar Airways,RUH,NYC,22h 21m ,2 stops ,"3,839 SAR ",2022-02-04
Royal Jordanian,RUH,NYC,21h 30m ,2 stops ,"3,957 SAR ",2022-02-04
KLM,RUH,NYC,23h 45m ,3 stops ,"2,392 SAR ",2022-02-04
KLM,RUH,NYC,23h 45m ,3 stops ,"2,392 SAR ",2022-02-04
KLM,RUH,NYC,23h 28m ,3 stops ,"2,619 SAR ",2022-02-04
Qatar Airways,RUH,NYC,23h 15m ,2 stops ,"5,491 SAR ",2022-02-04
Qatar Airways,RUH,NYC,24h 05m ,2 stops ,"5,547 SAR ",2022-02-04
